ticker,KEQU US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-05,-2.439
2000-01-07,2.5
2000-01-11,-2.439
2000-01-12,1.25
2000-01-13,1.2346
2000-01-14,-1.2195
2000-01-19,3.7037
2000-01-20,3.5714
2000-01-25,-6.8966
2000-01-26,0.0
2000-01-28,0.0
2000-01-31,0.0
2000-02-01,1.2346
2000-02-02,2.439
2000-02-03,1.1905000000000001
2000-02-04,-1.1764999999999999
2000-02-07,-3.5714
2000-02-09,0.0
2000-02-10,2.4691
2000-02-14,-2.4096
2000-02-15,0.0
2000-02-16,6.1728
2000-02-18,-1.1628
2000-02-22,-1.7647
2000-02-23,-2.9939999999999998
2000-02-24,0.0
2000-02-25,-0.9259
2000-02-29,5.9190000000000005
2000-03-01,1.1764999999999999
2000-03-02,-4.6512
2000-03-07,0.6876
2000-03-09,3.6585
2000-03-10,0.0
2000-03-13,-1.1764999999999999
2000-03-14,0.0
2000-03-16,-1.1905000000000001
2000-03-17,3.6145
2000-03-21,3.4884
2000-03-24,0.0
2000-03-27,1.1236
2000-03-28,0.0
2000-03-29,6.6667
2000-03-30,9.375
2000-03-31,2.3810000000000002
2000-04-03,-7.907
2000-04-04,-2.0202
2000-04-05,0.0
2000-04-06,0.0
2000-04-07,-1.0309
2000-04-10,1.0417
2000-04-11,0.0
2000-04-12,-4.1237
2000-04-13,5.3763
2000-04-18,-10.2041
2000-04-19,9.0909
2000-04-20,4.1667
2000-04-24,0.0
2000-04-25,4.0
2000-04-26,2.8846
2000-04-27,0.0
2000-04-28,0.4673
2000-05-01,-3.2558
2000-05-02,-9.6154
2000-05-09,2.1277
2000-05-10,-4.1667
2000-05-11,5.4348
2000-05-12,-0.5155
2000-05-17,0.0
2000-05-19,2.5907
2000-05-23,2.0202
2000-05-24,0.0
2000-05-25,-4.4554
2000-05-30,0.5181
2000-05-31,-3.0928
2000-06-01,6.9149
2000-06-02,0.5572
2000-06-05,0.4975
2000-06-06,-8.9109
2000-06-07,0.0
2000-06-08,2.1739
2000-06-09,0.0
2000-06-12,0.0
2000-06-13,-3.1915
2000-06-14,1.0989
2000-06-19,0.0
2000-06-20,0.0
2000-06-21,1.087
2000-06-22,-1.0753
2000-06-23,1.6303999999999998
2000-06-27,2.6738
2000-06-29,8.3333
2000-06-30,0.0
2000-07-05,1.9231
2000-07-07,-1.8868
2000-07-11,-1.9231
2000-07-12,9.8039
2000-07-13,3.5714
2000-07-14,-0.431
2000-07-17,-0.4329
2000-07-18,-3.4783
