ticker,AECFF US Equity
2006-04-07,-3.4314
2006-04-10,-1.0152
2006-04-11,1.9231
2006-04-12,8.1761
2006-04-13,-8.1395
2006-04-17,6.3291
2006-04-18,-5.3571
2006-04-20,-3.1447
2006-04-25,-2.5974
2006-04-28,21.3333
2006-05-01,-1.6484
2006-05-02,2.2346
2006-05-03,3.8251
2006-05-04,-5.2632
2006-05-05,0.8889
2006-05-08,0.2203
2006-05-09,0.5495
2006-05-10,-0.5464
2006-05-11,1.044
2006-05-12,-5.2746
2006-05-15,-5.7836
2006-05-16,6.0168
2006-05-17,-2.2989
2006-05-18,-12.3529
2006-05-23,7.3826
2006-05-26,0.0
2006-05-30,0.0
2006-06-09,-21.25
2006-06-13,-2.3810000000000002
2006-07-06,-2.7439
2006-07-07,3.6573
2006-07-10,-2.7419000000000002
2006-07-11,-7.2968
2006-07-17,1.4311
2006-07-18,-4.7619
2006-07-21,-10.1852
2006-07-26,23.7113
2006-07-28,0.0
2006-08-03,2.0625
2006-08-10,10.2266
2006-08-16,3.4074
2006-08-21,-19.3231
2006-08-23,10.0999
2006-09-25,-11.0786
2006-09-28,-16.3814
2006-10-03,8.4328
2006-10-04,-13.3783
2006-10-11,4.8499
2006-10-20,21.1454
2006-10-31,-11.4545
2006-11-02,-4.9281
2006-11-06,1.5119
2006-11-07,-20.0
2006-11-08,19.6809
2006-11-09,-8.8889
2006-11-10,2.439
2006-11-13,3.5714
2006-11-14,-5.7471
2006-11-16,0.2439
2006-11-21,0.4106
2006-11-28,-0.8935
2006-12-04,14.89
2006-12-05,0.149
2006-12-06,9.8252
2006-12-07,4.0172
2006-12-11,0.0744
2006-12-12,13.3829
2006-12-13,-10.918
2006-12-15,-3.577
2006-12-21,-0.8851
2006-12-22,-10.6533
2006-12-27,-8.6207
2006-12-28,9.2541
2006-12-29,20.9531
2007-01-04,-0.8701
2007-01-05,-11.5925
2007-01-09,-8.7646
2007-01-12,-5.2762
2007-01-19,-17.7119
2007-01-22,1.3746
2007-01-23,23.0014
2007-01-24,-8.9855
2007-01-29,2.2805
2007-01-30,23.6747
2007-01-31,1.7355
2007-02-06,-3.8162000000000003
2007-02-07,-4.1867
2007-02-12,-10.3271
2007-02-13,-5.733
2007-02-15,-3.2029
2007-02-16,18.9787
2007-03-09,-2.8493
2007-03-21,1.5691000000000002
2007-03-22,0.9967
2007-03-26,0.1042
2007-03-30,4.4143
2007-04-02,5.3659
2007-04-05,10.1503
2007-04-18,3.8121
2007-04-24,-0.8424
2007-04-26,2.2786
2007-04-30,1.3049
2007-05-04,1.6949
2007-05-22,11.5333
2007-05-24,-2.5553
2007-05-29,0.9623
2007-05-31,-0.057
2007-06-07,1.2158
2007-06-11,-4.2005
2007-06-12,-0.6309
2007-06-25,1.0095
2007-07-05,-2.2857
2007-07-18,-0.9209
2007-07-23,-0.4254
2007-08-14,-3.6972
2007-08-29,-8.6349
2007-09-05,0.1105
2007-09-06,3.9353
2007-09-10,-21.3243
2007-09-11,0.0281
2007-09-12,1.6187
2007-09-13,0.5752
2007-09-14,-9.2829
2007-09-17,4.2435
2007-09-18,11.1712
2007-09-19,-6.0522
2007-09-20,-1.7372
2007-09-24,-2.7652
2007-09-25,-0.6993
2007-09-26,0.6162
2007-09-27,-5.191
2007-09-28,-1.7748
2007-10-01,0.7109
2007-10-03,0.9453
2007-10-04,-2.1932
2007-10-05,5.8201
2007-10-09,-3.9524
2007-10-10,-7.1393
2007-10-11,-0.0801
2007-10-12,1.9769999999999999
2007-10-15,7.9382
2007-10-16,-3.932
2007-10-17,4.2446
2007-10-18,11.8032
2007-10-19,-4.8721
2007-10-23,-5.5147
2007-10-24,-0.8019
2007-10-25,-2.2125
2007-10-26,-0.547
2007-10-29,-4.5563
2007-10-30,0.0589
2007-10-31,0.8573
2007-11-02,-1.7325
2007-11-05,0.8452
2007-11-06,-1.1524
2007-11-07,0.9539
2007-11-08,-1.4173
2007-11-09,-1.3845
2007-11-12,1.6739000000000002
2007-11-13,0.7767
2007-11-15,-6.7255
2007-11-16,5.0847
2007-11-19,4.4086
2007-11-21,-8.2389
2007-11-23,-4.6016
2007-11-26,-2.0
2007-11-27,-2.8211
2007-11-28,-9.1723
2007-11-29,3.0262000000000002
2007-11-30,5.5446
2007-12-03,4.2214
2007-12-04,-6.9419
2007-12-06,-14.4118
2007-12-07,8.0096
2007-12-10,5.2664
2007-12-11,-4.6923
2007-12-12,-10.707
2007-12-17,2.0001
2007-12-18,-14.5658
2007-12-19,6.7739
2007-12-20,3.7343
2007-12-21,-0.8974
2007-12-24,2.5132
2007-12-27,0.2481
2007-12-28,-0.604
2007-12-31,-1.4243999999999999
2008-01-03,7.9325
2008-01-07,27.357
2008-01-08,1.4482
2008-01-09,-10.8986
2008-01-10,4.2168
2008-01-14,0.7218
2008-01-15,-0.2402
2008-01-16,-2.4348
2008-01-18,-12.6607
2008-01-22,-3.076
2008-01-23,-5.2142
2008-01-24,3.8641
2008-01-25,-1.3133
2008-01-28,-0.5033
2008-01-29,-2.6751
2008-01-30,3.6282
2008-02-01,0.8102
2008-02-04,15.576
2008-02-05,-11.9536
2008-02-11,5.9797
2008-02-12,-1.6235
2008-02-14,0.2796
2008-02-15,-0.6115
2008-02-20,-3.8952
2008-02-22,4.1284
2008-02-25,6.5461
2008-02-26,-5.2953
2008-02-28,11.4203
2008-02-29,-2.0588
2008-03-03,1.8188
2008-03-04,-3.0
2008-03-06,0.5321
2008-03-07,-6.7152
2008-03-10,10.1418
2008-03-11,-9.9364
2008-03-13,-5.8314
2008-03-14,-4.3371
2008-03-17,0.0
2008-03-18,-4.4444
2008-03-25,-2.1179
2008-03-26,1.6122
2008-03-27,0.9342
2008-03-28,0.5223
2008-03-31,-1.2346
2008-04-01,-3.125
2008-04-03,1.6343999999999999
2008-04-04,-1.8726
2008-04-07,4.1078
2008-04-08,-6.8766
2008-04-10,-2.2242
2008-04-11,1.3649
2008-04-14,1.167
2008-04-15,-2.3957
2008-04-16,2.6364
2008-04-17,-0.2104
2008-04-18,-2.1303
2008-04-21,7.3347999999999995
2008-04-22,-5.1278
2008-04-23,-1.4083
2008-04-25,-1.2364
2008-04-28,-4.4189
2008-04-29,3.8278
2008-04-30,-0.1498
2008-05-01,-5.1113
2008-05-02,-5.028
2008-05-05,-10.4795
2008-05-06,2.8604000000000003
2008-05-07,-4.505
2008-05-09,5.4164
2008-05-12,14.4751
2008-05-13,1.0738
2008-05-14,-0.6804
2008-05-15,4.7596
2008-05-16,-7.142
2008-05-20,1.6309
2008-05-22,4.4557
2008-05-23,3.7709
2008-05-27,-0.4038
2008-05-28,4.2793
2008-05-29,8.3909
2008-05-30,0.1494
2008-06-02,4.1285
2008-06-03,9.4105
2008-06-04,-6.3919
2008-06-05,16.2687
2008-06-06,-2.8482
2008-06-09,-3.1464
2008-06-10,-5.9558
2008-06-12,0.6029
2008-06-13,0.0991
2008-06-16,-0.09
2008-06-17,0.4956
2008-06-19,-2.4121
2008-06-20,0.34
2008-06-23,1.0256
2008-06-24,-1.124
2008-06-25,0.2567
2008-06-26,-1.5499
2008-06-27,2.5403000000000002
2008-06-30,-4.6467
2008-07-02,-1.2207
2008-07-03,-2.6783
2008-07-07,3.7154
2008-07-08,-1.6768
2008-07-09,6.5019
2008-07-14,-8.7481
2008-07-15,-3.5645
2008-07-16,2.2849
2008-07-17,-2.9617
2008-07-21,-6.026
2008-07-23,10.4029
2008-07-24,-5.6727
2008-07-25,-4.4597999999999995
2008-07-28,0.1337
2008-08-05,-6.186
2008-08-06,0.6641
2008-08-07,-0.6598
2008-08-11,0.3795
2008-08-12,-0.2836
2008-08-13,0.4739
2008-08-14,-0.283
2008-08-15,0.1892
2008-08-18,2.644
2008-08-19,-13.6155
2008-08-20,-0.5325
2008-08-21,6.1028
2008-08-22,-1.4127
2008-08-26,2.5077
2008-08-27,0.7863
2008-08-29,-4.7926
2008-09-03,-2.1852
2008-09-04,-6.6489
2008-09-08,-6.7806
2008-09-09,1.085
2008-09-10,-4.8828
2008-09-11,-4.0051
2008-09-12,7.8808
2008-09-16,-23.9871
2008-09-17,-13.3454
2008-09-18,7.5489
2008-09-19,5.7192
2008-09-22,24.457
2008-09-23,-9.0063
2008-09-25,-4.4784
2008-09-30,12.9002
2008-10-02,-23.6242
2008-10-03,-4.2728
2008-10-06,-29.6845
2008-10-07,-18.6195
2008-10-08,11.169
2008-10-09,7.4495000000000005
2008-10-10,-28.8232
2008-10-14,45.283
2008-10-15,-20.0
2008-10-16,-15.5844
2008-10-20,-11.3462
2008-10-21,-11.9306
2008-10-22,-7.8202
2008-10-23,4.2084
2008-10-24,-25.1282
2008-10-29,35.488
2008-10-30,60.3476
2008-11-05,6.7192
2008-11-06,-11.5214
2008-11-10,-12.7922
2008-11-11,0.4307
2008-11-14,-14.6772
2008-11-17,-19.9386
2008-11-18,3.8019
2008-11-19,-11.0215
2008-11-20,-6.2689
2008-11-21,4.5527999999999995
2008-11-24,-8.7476
2008-11-28,-18.9189
2008-12-03,4.1667
2008-12-08,-17.3
2008-12-10,50.9069
2008-12-11,-18.9103
2008-12-12,-2.3715
2008-12-15,2.834
2008-12-16,-20.8661
2008-12-18,4.4776
2008-12-19,6.1905
2008-12-22,-6.2780000000000005
2008-12-23,1.4354
2008-12-24,2.8302
2008-12-29,-6.8807
2008-12-30,-0.6158
2008-12-31,-11.276299999999999
2009-01-02,27.3743
2009-01-06,-13.5965
2009-01-07,21.3198
2009-01-09,-29.6025
2009-01-13,20.0594
2009-01-15,-15.8416
2009-01-21,-12.9412
2009-01-26,3.6318
2009-01-29,18.6634
2009-02-02,2.7473
2009-02-03,3.7433
2009-02-04,-25.9021
2009-02-06,-36.0
2009-02-11,29.0761
2009-02-12,-8.2105
2009-02-13,27.5229
2009-02-17,10.0719
2009-03-03,-50.817
2009-03-04,64.7841
2009-03-05,0.0
2009-03-06,-8.0645
2009-03-11,-7.0175
2009-03-12,0.0
2009-03-13,-5.6604
2009-03-17,0.0
2009-03-18,81.0
2009-03-19,-5.1105
2009-03-20,-5.8224
2009-03-23,13.7558
2009-03-24,-2.1739
2009-04-02,-30.5556
2009-04-06,60.0
2009-04-08,-22.0
2009-04-13,-8.9744
2009-04-14,19.7183
2009-04-15,-18.8235
2009-04-21,-13.3152
2009-04-23,38.767
2009-04-24,-10.8434
2009-04-28,-40.5405
2009-04-29,-2.983
2009-04-30,54.612
2009-05-05,-7.5758
2009-05-06,18.0328
2009-05-08,8.3333
2009-05-11,7.9327
2009-05-12,17.8174
2009-05-13,-16.3201
2009-05-14,-9.0361
2009-05-15,5.7119
2009-05-19,25.685200000000002
2009-05-20,-16.2617
2009-05-22,-10.7143
2009-05-28,14.6667
2009-06-03,21.5116
2009-06-08,7.9545
2009-06-09,-2.2161
2009-06-11,0.6232
2009-06-17,-13.0631
2009-06-18,4.6632
2009-06-23,-7.9208
2009-06-24,-0.5376
2009-06-25,4.3243
2009-06-26,-2.0725
2009-06-30,-5.291
2009-07-02,-9.4972
2009-07-06,-0.6173
2009-07-10,-7.4534
2009-07-20,93.2886
2009-07-21,31.25
2009-07-22,-11.3757
2009-07-29,-20.9701
2009-07-30,4.3909
2009-08-04,37.4943
2009-08-07,12.6316
2009-08-10,1.6355
2009-08-11,-2.5286999999999997
2009-08-17,-23.8208
2009-08-18,2.0511
2009-08-19,4.9678
2009-08-20,-11.6691
2009-08-21,1.7587000000000002
2009-08-28,-3.537
2009-09-04,-5.6667
2009-09-08,3.1802
2009-09-10,2.4829
2009-09-11,-2.7569
2009-09-16,-8.8058
2009-09-21,-6.0292
2009-09-22,-10.5764
2009-09-24,-16.1435
2009-09-29,6.9519
2009-09-30,18.875
2009-10-02,-2.6814
2009-10-05,-3.6197
2009-10-07,2.6906
2009-10-09,3.9301
2009-10-14,-12.605
2009-10-21,-45.1923
2009-10-27,1.5351
2009-11-16,-99.784
2009-11-25,0.0
2009-11-30,0.0
2009-12-09,0.0
2009-12-23,0.0
2009-12-31,0.0
2010-01-04,0.0
2010-01-11,0.0
2010-01-25,0.0
2010-02-02,0.0
2010-02-22,0.0
2010-03-26,0.0
2010-04-07,0.0
2010-04-08,0.0
2010-04-19,0.0
2010-05-10,0.0
2010-05-12,0.0
2010-05-20,0.0
2010-05-21,0.0
2010-12-21,0.0
2011-05-20,0.0
2011-08-29,0.0
2011-09-06,0.0
2011-09-16,0.0
2011-10-05,0.0
2011-10-06,0.0
2011-11-11,0.0
2011-11-29,3100.0
2011-12-06,-96.875
2011-12-19,0.0
2011-12-20,0.0
2011-12-28,0.0
2011-12-30,0.0
2012-01-25,0.0
2012-02-10,0.0
2012-02-16,0.0
2012-03-08,0.0
2012-03-22,0.0
2012-04-09,0.0
2012-04-11,0.0
2012-05-29,0.0
2012-06-05,0.0
2012-08-13,0.0
2012-09-24,0.0
2012-11-13,0.0
2012-11-27,0.0
2012-11-29,0.0
2012-11-30,0.0
2012-12-07,0.0
2012-12-19,0.0
2012-12-31,0.0
2013-01-28,0.0
2014-12-12,0.0
2016-05-12,0.0
2016-05-19,0.0
2016-06-29,0.0
2016-08-11,0.0
2016-10-05,0.0
2016-11-17,0.0
2016-11-18,-20.0
2017-06-16,-90.0
2017-07-05,900.0
2017-07-21,0.0
2017-09-15,-99.0
2017-10-04,0.0
2017-10-13,0.0
2017-12-04,9900.0
2017-12-06,-99.0
2017-12-15,0.0
2017-12-21,0.0
2017-12-26,9900.0
2017-12-27,-90.0
2017-12-28,-90.0
2017-12-29,900.0
2018-01-02,-90.0
2018-03-12,900.0
2018-08-20,900.0
2018-11-05,-99.0
2018-11-28,900.0
2018-12-07,0.0
2018-12-14,0.0
2018-12-18,0.0
2018-12-27,-90.0
2018-12-31,0.0
2019-01-11,0.0
2019-02-04,0.0
2019-02-05,0.0
2019-04-02,900.0
2019-05-14,-90.0
2019-05-15,0.0
2019-05-16,0.0
2019-05-17,0.0
2019-09-17,0.0
2019-11-20,9900.0
2019-12-02,-90.0
2019-12-23,-90.0
2020-01-17,0.0
2020-03-25,0.0
2020-07-29,0.0
2020-07-30,9900.0
