ticker,RS US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-4.2667
2000-01-04,-6.6852
2000-01-05,1.194
2000-01-06,3.2448
2000-01-07,2.8571
2000-01-10,4.7222
2000-01-11,-2.6525
2000-01-12,-2.9973
2000-01-13,3.0899
2000-01-14,-1.9074
2000-01-18,-1.6667
2000-01-19,-0.565
2000-01-20,-0.5682
2000-01-21,1.7143000000000002
2000-01-24,-4.4944
2000-01-25,-2.3529
2000-01-26,1.2048
2000-01-27,0.0
2000-01-28,-1.1905000000000001
2000-01-31,0.0
2000-02-01,0.6024
2000-02-02,-5.0898
2000-02-03,0.9464
2000-02-04,-0.3125
2000-02-07,-3.4483
2000-02-08,-3.8961
2000-02-09,-2.3649
2000-02-10,5.8824
2000-02-11,-0.6536
2000-02-14,13.8158
2000-02-15,-4.0462
2000-02-16,-3.3133
2000-02-17,3.1153
2000-02-18,-2.719
2000-02-22,-2.1739
2000-02-23,-3.4920999999999998
2000-02-24,0.0
2000-02-25,1.6447
2000-02-28,2.589
2000-02-29,-2.2082
2000-03-01,4.5161
2000-03-02,-2.4691
2000-03-03,2.2152
2000-03-06,-10.8359
2000-03-07,3.125
2000-03-08,4.3367
2000-03-09,0.6472
2000-03-10,-1.2862
2000-03-13,2.2801
2000-03-14,-0.6369
2000-03-15,-1.2821
2000-03-16,12.987
2000-03-17,-3.4483
2000-03-20,2.3810000000000002
2000-03-21,-1.1628
2000-03-22,-2.6471
2000-03-23,-0.6042
2000-03-24,7.2948
2000-03-27,2.2663
2000-03-28,-0.831
2000-03-29,1.1173
2000-03-30,2.2099
2000-03-31,-3.2432
2000-04-03,7.5419
2000-04-04,-3.3766
2000-04-05,1.0753
2000-04-06,2.6596
2000-04-07,-0.5181
2000-04-10,-1.8229
2000-04-11,-0.7958
2000-04-12,1.3369
2000-04-13,-1.0554
2000-04-14,1.3333
2000-04-17,-2.1053
2000-04-18,1.8817
2000-04-19,-2.1108
2000-04-20,-2.1563
2000-04-24,-1.6529
2000-04-25,4.4818
2000-04-26,-2.4129
2000-04-27,0.2747
2000-04-28,0.8219
2000-05-01,0.0
2000-05-02,-0.8152
2000-05-03,0.5479
2000-05-04,-0.2725
2000-05-05,0.2732
2000-05-08,-2.7248
2000-05-09,0.8403
2000-05-10,-1.9778
2000-05-11,4.5455
2000-05-12,1.6303999999999998
2000-05-15,2.6738
2000-05-16,0.0
2000-05-17,-0.5208
2000-05-18,-2.0942
2000-05-19,-1.0695000000000001
2000-05-22,-3.2432
