ticker,CNSL US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2005-07-22,6.0769
2005-07-25,2.1755
2005-07-26,4.6132
2005-07-27,2.4423
2005-07-28,-2.1192
2005-07-29,-1.0825
2005-08-01,-0.8208
2005-08-02,0.6897
2005-08-03,-2.3973
2005-08-04,2.0351
2005-08-05,-0.9629
2005-08-08,2.0139
2005-08-09,-1.3615
2005-08-10,0.069
2005-08-11,-1.7931
2005-08-12,1.6854
2005-08-15,-0.6906
2005-08-16,0.8345
2005-08-17,-0.2069
2005-08-18,-0.1382
2005-08-19,-2.9066
2005-08-22,-3.4925
2005-08-23,1.5510000000000002
2005-08-24,1.8182
2005-08-25,0.0
2005-08-26,-0.3571
2005-08-29,-0.0717
2005-08-30,-1.363
2005-08-31,0.3636
2005-09-01,0.7971
2005-09-02,-1.0065
2005-09-06,0.2179
2005-09-07,-1.7391
2005-09-08,-1.6223999999999998
2005-09-09,2.5487
2005-09-12,-1.2427
2005-09-13,0.5181
2005-09-14,-0.81
2005-09-15,0.297
2005-09-16,0.0
2005-09-19,0.7402
2005-09-20,0.147
2005-09-21,-1.3940000000000001
2005-09-22,-1.7856999999999998
2005-09-23,0.0
2005-09-26,1.5909
2005-09-27,1.7151
2005-09-28,0.9531
2005-09-29,0.2905
2005-09-30,-1.5206
2005-10-03,2.6471
2005-10-04,1.2894
2005-10-05,-0.2122
2005-10-06,-0.3544
2005-10-07,-0.2845
2005-10-10,-0.428
2005-10-11,0.0716
2005-10-12,-2.5848
2005-10-13,-1.5909
2005-10-14,1.4627
2005-10-17,-0.0759
2005-10-18,-2.3538
2005-10-19,-0.7776
2005-10-20,0.0784
2005-10-21,0.7048
2005-10-24,1.4774
2005-10-25,0.3831
2005-10-26,0.6107
2005-10-27,-1.214
2005-10-28,0.0
2005-10-31,1.8433000000000002
2005-11-01,-1.0558
2005-11-02,0.6098
2005-11-03,-0.3788
2005-11-04,-2.6616
2005-11-07,-4.6875
2005-11-08,-1.6803
2005-11-09,1.0421
2005-11-10,2.2277
2005-11-11,4.4391
2005-11-14,-0.3864
2005-11-15,-0.1552
2005-11-16,0.1166
2005-11-17,1.4358
2005-11-18,-0.6886
2005-11-21,0.1541
2005-11-22,0.7692
2005-11-23,-0.0763
2005-11-25,-0.6112
2005-11-28,-0.7686
2005-11-29,0.1549
2005-11-30,0.7734
2005-12-01,0.3837
2005-12-02,-1.0703
2005-12-05,0.2318
2005-12-06,-0.3855
2005-12-07,0.1548
2005-12-08,0.3091
