ticker,WMTN US Equity
2012-12-11,0.0
2012-12-12,-13.3333
2012-12-14,15.3846
2012-12-19,-6.6667
2012-12-27,0.0
2013-01-02,-14.2857
2013-01-03,5.0
2013-01-04,3.1746
2013-01-07,15.3846
2013-01-08,0.0
2013-01-09,0.0
2013-01-10,28.0
2013-01-15,-6.25
2013-01-17,0.0
2013-01-18,3.3333
2013-01-22,0.0
2013-01-23,7.5269
2013-01-24,-15.0
2013-01-25,0.0
2013-01-28,9.4118
2013-01-29,-19.3548
2013-01-30,17.3333
2013-01-31,-3.4091
2013-02-01,-5.8824
2013-02-04,6.25
2013-02-05,3.5294
2013-02-06,-4.5455
2013-02-07,-4.7619
2013-02-08,6.25
2013-02-11,0.0
2013-02-13,0.0
2013-02-14,3.5294
2013-02-19,1.1364
2013-02-21,-4.4944
2013-02-22,5.8824
2013-02-25,11.1111
2013-02-28,-10.0
2013-03-01,-5.5556
2013-03-04,5.8824
2013-03-05,-2.2222
2013-03-06,-3.4091
2013-03-08,0.0
2013-03-22,-15.2941
2013-03-25,-8.3333
2013-04-03,-1.5152
2013-04-04,15.3846
2013-04-08,-6.6667
2013-04-09,-11.4286
2013-04-11,-3.2258
2013-04-12,0.0
2013-04-15,-1.6667
2013-04-16,5.0847
2013-04-18,4.8387
2013-04-24,-12.3077
2013-04-25,-7.8947
2013-04-26,14.2857
2013-04-29,25.0
2013-04-30,13.3333
2013-05-01,-11.7647
2013-05-02,13.3333
2013-05-03,0.0
2013-05-06,-3.5294
2013-05-07,3.6585
2013-05-09,-0.4706
2013-05-10,1.6548
2013-05-13,13.9535
2013-05-14,2.0408
2013-05-15,0.0
2013-05-16,5.0
2013-05-17,9.5238
2013-05-20,4.3478
2013-05-21,0.0
2013-05-22,-10.0
2013-05-29,5.5556
2013-05-30,0.8772
2013-05-31,0.0
2013-06-03,0.0
2013-06-04,0.0
2013-06-05,0.0
2013-06-06,17.3913
2013-06-07,11.1111
2013-06-10,-6.6667
2013-06-11,0.0
2013-06-12,3.5714
2013-06-13,1.3793
2013-06-18,-4.7619
2013-06-19,5.0
2013-06-20,-4.7619
2013-06-21,-7.1429
2013-06-25,3.8462
2013-06-26,-11.8519
2013-06-27,-3.3613
2013-06-28,8.6957
2013-07-01,-28.0
2013-07-02,16.6667
2013-07-03,0.0
2013-07-05,0.0
2013-07-08,14.2857
2013-07-09,-4.1667
2013-07-10,0.0
2013-07-11,2.6087
2013-07-12,-12.7119
2013-07-15,4.8544
2013-07-16,0.9259
2013-07-17,0.9174
2013-07-22,-7.2727
2013-07-23,-3.9215999999999998
2013-07-24,7.1429
2013-07-25,8.5714
2013-07-26,-7.8947
2013-07-29,0.9524
2013-07-30,0.0
2013-07-31,1.8868
2013-08-02,-2.7778
2013-08-05,2.8571
2013-08-07,0.0
2013-08-09,2.7778
2013-08-12,-3.6036
2013-08-13,0.0
2013-08-14,0.0
2013-08-16,0.9346
2013-08-20,0.0
2013-08-21,0.0
2013-08-22,6.4815
2013-08-23,-4.3478
2013-08-26,7.2727
2013-08-27,14.4068
2013-08-28,-8.8889
2013-08-29,5.6911000000000005
2013-08-30,-5.3846
2013-09-03,-2.439
2013-09-04,-1.6667
2013-09-05,-15.2542
2013-09-06,3.0
2013-09-10,-1.9417
2013-09-12,-5.9406
2013-09-13,5.2632
2013-09-16,0.0
2013-09-17,-5.0
2013-09-18,3.1579
2013-09-20,0.0
2013-09-23,0.0
2013-09-24,0.0
2013-09-25,0.0
2013-09-26,2.0408
2013-09-27,-5.0
2013-09-30,5.2632
2013-10-01,1.0
2013-10-02,0.0
2013-10-03,-5.9406
2013-10-04,0.0
2013-10-07,0.0
2013-10-08,-1.0526
2013-10-09,-4.2553
2013-10-10,0.0
2013-10-11,0.0
2013-10-14,0.0
2013-10-16,-7.7778
2013-10-17,13.253
2013-10-18,-4.2553
2013-10-21,0.0
2013-10-22,4.4444
2013-10-24,-4.2553
2013-10-25,0.0
2013-10-29,11.1111
2013-10-30,5.0
2013-10-31,6.6667
2013-11-01,-3.5714
2013-11-06,0.0
2013-11-08,-3.7037
2013-11-12,-9.6154
2013-11-13,1.0638
2013-11-18,0.0
2013-11-19,-7.3684
2013-11-20,5.6818
2013-11-21,-10.7527
2013-11-22,8.4337
2013-11-25,-1.1111
2013-11-26,0.0
2013-11-27,1.1236
2013-11-29,26.6667
2013-12-02,-11.4035
2013-12-03,-6.9307
2013-12-10,-8.5106
2013-12-12,0.0
2013-12-16,9.3023
2013-12-17,-13.8298
2013-12-18,4.9383
2013-12-19,0.0
2013-12-23,-2.3529
2013-12-24,0.0
2013-12-27,0.0
2013-12-30,-13.253
2013-12-31,2.7778
2014-01-02,0.0
2014-01-03,-5.4054
2014-01-06,1.4285999999999999
2014-01-08,-8.4507
2014-01-09,-7.6923
2014-01-10,5.0
2014-01-14,1.5873
2014-01-15,12.5
2014-01-16,-11.1111
2014-01-17,9.375
2014-01-21,7.1429
2014-01-22,-6.6667
2014-01-23,0.0
2014-01-24,11.4286
2014-01-27,8.9744
2014-01-28,-1.1764999999999999
2014-01-29,-3.5564999999999998
2014-01-30,9.6127
2014-01-31,3.6036
2014-02-04,-4.3478
2014-02-05,-9.0909
2014-02-06,-2.5
2014-02-07,-5.1282
2014-02-10,4.0541
2014-02-11,-5.1948
2014-02-12,-6.8493
2014-02-13,17.647100000000002
2014-02-18,-6.2656
2014-02-19,6.6844
2014-02-20,0.0
2014-02-21,0.0
2014-02-25,3.75
2014-02-26,0.0
2014-02-27,2.4096
2014-02-28,2.3529
2014-03-03,-18.3908
2014-03-04,12.6761
2014-03-05,0.0
2014-03-06,3.75
2014-03-07,0.0
2014-03-10,2.4096
2014-03-13,0.0
2014-03-14,-0.0147
2014-03-17,0.0
2014-03-19,0.0147
2014-03-21,0.0
2014-03-24,0.0
2014-03-25,0.0
2014-03-26,0.0
2014-03-28,0.0
2014-03-31,0.0
2014-04-01,-2.3529
2014-04-02,2.4096
2014-04-04,-5.8824
2014-04-07,-7.5
2014-04-10,-18.902
2014-04-11,8.3108
2014-04-14,-13.8462
2014-04-15,7.1429
2014-04-16,8.3333
2014-04-17,7.6923
2014-04-23,-2.8571
2014-04-25,0.0
2014-04-28,-1.4706000000000001
2014-04-30,10.4478
2014-05-07,-4.0541
2014-05-09,-2.8169
2014-05-12,1.4493
2014-05-15,-7.1429
2014-05-16,0.0
2014-05-19,7.6923
2014-05-21,1.4285999999999999
2014-05-22,0.7042
2014-05-23,0.6993
2014-05-29,-5.5556
2014-05-30,0.0
2014-06-02,0.0
2014-06-03,-11.7463
2014-06-05,8.3108
2014-06-09,0.0
2014-06-10,-4.6154
2014-06-11,0.0
2014-06-12,4.8387
2014-06-13,-4.6154
2014-06-17,-3.2258
2014-06-18,1.6667
2014-06-20,1.6393
2014-06-24,-3.2258
2014-06-25,-15.0
2014-06-26,7.8431
2014-06-27,18.1818
2014-06-30,6.1538
2014-07-01,0.0
2014-07-09,-26.087
2014-07-10,-1.9607999999999999
2014-07-11,0.0
2014-07-14,26.0
2014-07-15,-20.634900000000002
2014-07-16,8.0
2014-07-17,0.9259
2014-07-18,-19.2661
2014-07-21,9.0909
2014-07-22,4.1667
2014-07-23,-6.0
2014-07-25,0.0
2014-07-28,0.0
2014-07-29,0.0
2014-07-30,19.1489
2014-08-05,-10.0223
2014-08-08,-0.769
2014-08-12,2.0
2014-08-18,-1.9607999999999999
2014-08-19,-2.0
2014-08-22,-18.3673
2014-08-25,25.0
2014-08-28,0.0
2014-08-29,0.0
2014-09-02,0.0
2014-09-09,-22.0
2014-09-10,2.5641
2014-09-11,10.0
2014-09-16,0.0
2014-09-18,4.5455
2014-09-19,2.1739
2014-09-22,0.0
2014-09-25,4.2553
2014-09-26,-2.0408
2014-09-29,4.1667
2014-09-30,0.0
2014-10-07,-2.0
2014-10-10,-3.0612
2014-10-22,-4.0
2014-10-27,-10.526299999999999
2014-10-28,2.9412000000000003
2014-10-29,-4.7619
2014-10-30,12.5
2014-10-31,6.6667
2014-11-04,-20.8333
2014-11-06,18.4211
2014-11-17,-6.6667
2014-11-19,-4.7619
2014-11-20,12.5
2014-11-24,-17.7778
2014-11-25,0.0
2014-11-26,27.027
2014-11-28,2.1277
2014-12-01,-2.0833
2014-12-03,-4.2553
2014-12-05,0.0
2014-12-12,-33.3333
2014-12-15,33.3333
2014-12-16,0.0
2014-12-17,0.0
2014-12-19,-12.5
2014-12-23,0.0
2014-12-24,0.0
2014-12-26,0.0
2014-12-29,-14.2857
2014-12-30,16.6667
2014-12-31,0.0
2015-01-02,-4.5714
2015-01-06,4.7904
2015-01-08,0.0
2015-01-15,0.0
2015-01-23,0.0
2015-01-29,-22.2857
2015-01-30,-8.0882
2015-02-02,18.4
2015-02-03,-25.6757
2015-02-04,31.8182
2015-02-05,-9.2457
2015-02-06,2.5885
2015-02-09,-6.6667
2015-02-10,18.254
2015-02-11,0.6711
2015-02-12,0.0
2015-02-13,16.6667
2015-02-17,-5.7143
2015-02-19,6.0606
2015-02-20,-2.8571
2015-02-27,20.5882
2015-03-02,-2.439
2015-03-03,5.0
2015-03-04,-31.6667
2015-03-06,21.9512
2015-03-10,-31.3929
2015-03-12,-0.0521
2015-03-13,45.8333
2015-03-16,-3.1429
2015-03-17,-34.2183
2015-03-18,29.9888
2015-03-20,3.4497999999999998
2015-03-23,-13.2972
2015-03-25,0.0
2015-03-26,6.5385
2015-03-27,4.648
2015-03-30,17.2919
2015-03-31,2.9412000000000003
2015-04-06,-35.125
2015-04-07,-16.3226
2015-04-08,5.2632
2015-04-09,14.5
2015-04-10,-3.9847
2015-04-13,13.6441
2015-04-14,0.0
2015-04-16,-19.96
2015-04-17,9.4688
2015-04-21,-9.5632
2015-04-23,-20.959600000000002
2015-04-27,-4.1534
2015-04-28,-13.3333
2015-04-29,17.6923
2015-04-30,4.4526
2015-05-01,-24.912
2015-05-04,-0.1042
2015-05-05,-8.2377
2015-05-06,27.2727
2015-05-07,-7.1429
2015-05-08,-15.3846
2015-05-11,-26.8182
2015-05-12,46.5839
2015-05-13,-6.7797
2015-05-14,0.0
2015-05-15,0.0
2015-05-20,0.0
2015-05-21,-4.4318
2015-05-22,-0.1189
2015-05-28,61.9048
2015-05-29,0.0
2015-06-01,-29.4118
2015-06-02,-16.6667
2015-06-03,-20.0
2015-06-05,12.5
2015-06-09,-11.1111
2015-06-10,5.625
2015-06-17,29.9556
2015-06-18,-8.9357
2015-06-19,0.0
2015-06-23,0.0
2015-06-25,-10.0
2015-06-29,1.1111
2015-06-30,9.8901
2015-07-01,0.0
2015-07-02,4.25
2015-07-06,14.0288
2015-07-07,-30.4416
2015-07-08,9.9017
2015-07-09,-22.9711
2015-07-10,14.2857
2015-07-16,-12.5
2015-07-17,-27.8571
2015-07-21,0.0
2015-07-22,0.0
2015-07-23,0.0
2015-07-24,0.0
2015-07-27,0.0
2015-07-28,57.4257
2015-07-29,-37.1069
2015-07-30,0.0
2015-07-31,59.0
2015-08-03,0.0
2015-08-04,-24.5283
2015-08-05,-16.6667
2015-08-06,0.0
2015-08-07,59.0
2015-08-10,-37.1069
2015-08-11,0.0
2015-08-20,41.25
2015-08-21,12.5664
2015-08-26,-12.1855
2015-09-03,0.0
2015-09-04,0.0
2015-09-08,-42.7037
2015-09-09,0.0
2015-09-10,0.0
2015-09-11,0.0
2015-09-14,49.6875
2015-09-15,16.5971
2015-09-17,0.0
2015-09-18,28.9167
2015-09-22,0.0
2015-09-28,-44.4444
2015-09-29,40.0
2015-10-07,28.5714
2015-10-08,0.0
2015-10-09,-11.1111
2015-10-14,-12.5
2015-10-19,28.5714
2015-10-20,0.0
2015-10-21,-22.2222
2015-10-29,28.5714
2015-11-11,-33.3333
2015-11-12,0.0
2015-11-17,0.0
2015-11-27,30.0
2015-11-30,-12.8205
2015-12-11,-26.4706
2015-12-14,0.0
2015-12-17,0.0
2015-12-18,56.0
2016-01-08,-35.8974
2016-01-11,-10.0
2016-01-13,-8.8889
2016-01-20,0.0
2016-01-26,43.9024
2016-02-04,-30.5085
2016-02-11,90.2439
2016-02-16,8.9744
2016-02-18,17.647100000000002
2016-02-22,-30.0
2016-02-24,0.0
2016-02-25,-2.8571
2016-02-26,32.3529
2016-03-03,-10.2083
2016-03-04,11.3689
2016-03-10,-22.2222
2016-03-15,28.5714
2016-03-16,4.4444
2016-03-21,1.0638
2016-03-23,-5.2632
2016-04-13,122.2222
2016-04-19,-30.0
2016-04-28,-27.8571
2016-04-29,-0.9901
2016-05-04,0.0
2016-05-13,0.0
2016-05-17,0.0
2016-06-10,50.0
2016-06-13,-39.3333
2016-06-14,0.0
2016-06-29,64.8352
2016-06-30,0.0
2016-07-08,-46.6667
2016-07-13,0.0
2016-07-15,0.0
2016-07-18,12.5
2016-07-20,11.1111
2016-07-22,0.0
2016-07-25,-10.0
2016-07-26,11.1111
2016-07-27,-30.0
2016-08-08,0.0
2016-08-11,0.0
2016-08-24,-7.1429
2016-08-25,53.8462
2016-09-06,-35.0
2016-09-14,7.6923
2016-09-15,40.0
2016-09-20,-28.5714
2016-09-29,-28.5714
2016-09-30,100.0
2016-10-10,0.0
2016-10-12,-50.0
2016-10-13,0.0
2016-10-17,0.0
2016-10-18,0.0
2016-11-04,-22.0
2016-11-07,2.5641
2016-11-16,0.0
2016-11-22,0.0
2016-12-01,-12.5
2016-12-06,-14.2857
2016-12-07,0.0
2016-12-15,-31.6667
2016-12-16,3.0488
2016-12-20,-5.3254
2016-12-22,0.0
2016-12-29,99.375
2017-01-18,96.0815
2017-01-20,-51.3989
2017-01-23,5.2632
2017-01-25,0.0
2017-01-26,0.0
2017-02-09,-11.4063
2017-02-13,-43.0335
2017-02-27,-0.3096
2017-02-28,36.9565
2017-03-08,26.9841
2017-03-09,0.0
2017-03-17,-29.6429
2017-04-06,-1.2690000000000001
2017-04-11,43.9589
2017-04-12,-37.1429
2017-04-20,10.2273
2017-05-04,-27.8351
2017-05-22,-31.4286
2017-05-23,0.0
2017-05-31,58.3333
2017-06-01,5.2632
2017-06-06,-1.5
2017-06-08,-3.5533
2017-06-13,-36.8421
2017-06-22,0.0
2017-06-27,13.225
2017-06-29,32.4796
2017-07-06,-6.1111
2017-07-13,-28.9941
2017-07-17,11.5
2017-07-19,0.0
2017-07-20,0.0
2017-07-27,34.5291
2017-07-31,-33.3333
2017-08-03,0.0
2017-08-04,0.0
2017-08-07,0.0
2017-08-17,41.6667
2017-09-12,-58.8235
2017-09-20,-35.7143
2017-09-28,97.7778
2017-10-02,0.0
2017-10-04,-48.3146
2017-10-11,10.8696
2017-10-17,-21.5686
2017-10-19,0.0
2017-10-25,0.0
2017-10-31,122.5
2017-11-02,0.0
2017-11-08,-55.0562
2017-11-20,30.1
2017-11-29,71.0223
2017-11-30,0.0
2017-12-13,-53.9326
2017-12-15,0.0
2017-12-18,0.0
2017-12-19,-2.439
2017-12-20,-12.5
2017-12-22,-28.5714
2017-12-28,-8.0
2017-12-29,156.5217
2018-01-03,0.0
2018-01-22,-61.0169
2018-01-25,421.7391
2018-01-26,0.0
2018-01-29,-16.6667
2018-01-30,99.0
2018-01-31,0.0
2018-02-01,0.5025
2018-02-07,-25.0
2018-02-15,-56.0
2018-02-20,0.0
2018-05-18,0.0
2019-02-20,-9.0909
2019-06-14,0.0
2019-08-28,-3.33
2019-10-03,-31.0369
2019-10-30,-50.0
2019-11-06,0.0
2020-01-06,75.0
2020-01-13,14.2857
2020-01-23,-12.5
2020-02-28,65.7143
2020-03-03,0.0
2020-03-12,-31.0345
2020-03-16,44.5
2020-03-18,0.346
2020-03-20,-22.4138
2020-04-02,0.0
2020-04-06,0.0
2020-04-08,0.0
2020-04-28,8.8889
2020-05-01,18.3673
2020-06-08,3.4483
2020-06-23,16.6667
2020-07-16,0.0
