ticker,AVBH US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2004-07-12,0.8333
2004-09-02,8.2645
2004-09-07,-1.9083999999999999
2005-01-11,8.9494
2005-01-12,-1.4285999999999999
2005-01-19,2.1739
2005-04-01,1.0638
2005-04-04,-15.0877
2005-04-05,14.876
2005-04-06,-0.3597
2005-04-12,-7.9422
2005-04-14,1.9607999999999999
2005-05-02,0.0
2005-05-25,-0.7692
2005-05-26,0.7752
2005-06-07,9.6154
2005-06-13,-7.0175
2005-06-17,3.7736
2005-06-27,-1.8182
2005-08-02,-4.4444
2005-08-03,0.0
2005-09-01,0.0
2005-10-11,1.4729
2005-10-13,1.2223
2005-12-07,7.5472
2005-12-14,-7.0175
2005-12-15,-1.8868
2005-12-23,-0.7692
2005-12-29,0.0
2006-01-05,0.0
2006-01-13,8.5271
2006-01-17,0.0
2006-02-01,-10.7143
2006-02-06,4.0
2006-02-15,-3.8462
2006-03-17,-3.2
2006-04-12,5.3719
2006-05-08,3.9215999999999998
2006-05-16,0.0
2006-05-19,5.6604
2006-05-22,-1.7856999999999998
2006-05-31,9.0909
2006-06-23,0.0
2006-06-29,3.3333
2006-07-18,1.6129
2006-07-24,-0.6349
2006-07-27,-0.639
2006-08-08,-5.1447
2006-08-09,-10.1695
2006-08-10,-1.8868
2006-08-11,-1.9231
2006-08-16,1.9607999999999999
2006-08-18,3.8462
2006-08-25,1.8519
2006-09-07,-1.8182
2006-09-08,-1.8519
2006-09-12,0.0
2006-09-19,0.0
2006-09-22,-1.5093999999999999
2006-09-27,1.5326
2006-09-28,5.6604
2006-09-29,7.1429
2006-10-02,0.0
2006-10-03,6.6667
2006-10-04,1.5625
2006-10-10,-2.4615
2006-10-11,0.9464
2006-10-13,0.0
2006-10-17,-4.6875
2006-10-18,0.0
2006-10-24,4.918
2006-10-25,0.0
2006-10-31,0.0
2006-11-08,-1.5625
2006-11-14,0.0
2006-11-17,0.0
2006-11-20,0.0
2006-12-14,-1.5873
2006-12-22,-4.8387
2006-12-29,-1.6949
2007-01-04,10.3448
2007-01-09,-1.5625
2007-01-10,0.0
2007-01-12,-2.8571
2007-01-16,0.0
2007-01-18,-1.9607999999999999
2007-01-22,-5.0
2007-01-23,5.1228
2007-01-25,0.1335
2007-01-30,-1.6667
2007-01-31,0.0
2007-02-14,-3.3898
2007-03-12,5.2632
2007-03-29,0.0
2007-04-05,0.0
2007-04-11,3.3333
2007-04-16,3.2258
2007-04-25,-6.25
2007-04-26,-3.3333
