ticker,DCAC US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2014-08-26,5.2632
2014-08-27,0.0
2014-08-28,6.6667
2014-08-29,9.375
2014-09-02,14.2857
2014-09-03,25.0
2014-09-04,10.0
2014-09-05,-12.7273
2014-09-08,-27.0833
2014-09-09,0.0
2014-09-11,14.2857
2014-09-19,-12.5
2014-09-25,0.0
2014-10-01,-2.8571
2014-10-03,0.0
2014-10-06,-11.7647
2014-10-20,-16.6667
2014-10-27,-28.0
2014-10-28,-5.5556
2014-10-29,-11.7647
2014-11-07,-20.0
2014-11-11,0.0
2014-11-20,0.0
2014-11-21,8.3333
2014-12-01,-23.0769
2014-12-04,0.0
2014-12-05,-30.0
2014-12-11,0.0
2014-12-12,-28.5714
2014-12-16,40.0
2015-01-12,0.0
2015-01-26,-21.4286
2015-02-09,100.0
2015-02-10,63.6364
2015-02-11,-33.3333
2015-02-12,41.6667
2015-02-13,-73.5294
2015-02-17,-33.0556
2015-02-18,0.0
2015-02-19,0.6224
2015-02-20,31.9588
2015-02-23,0.0
2015-02-24,-2.5
2015-02-25,0.0
2015-02-27,28.2051
2015-03-03,0.0
2015-03-06,0.0
2015-03-09,40.0
2015-03-10,0.0
2015-03-11,0.0
2015-03-12,14.2857
2015-03-17,12.5
2015-03-18,11.1111
2015-03-19,-30.0
2015-03-20,0.0
2015-03-23,-14.2857
2015-03-25,0.0
2015-03-26,-16.3542
2015-03-27,19.5517
2015-03-30,0.0
2015-03-31,0.0
2015-04-01,33.3333
2015-04-02,12.5
2015-04-06,-22.2222
2015-04-07,0.0
2015-04-08,1.4285999999999999
2015-04-09,-15.3169
2015-04-10,-0.2079
2015-04-13,0.0
2015-04-14,-8.125
2015-04-15,-18.3673
2015-04-16,0.0
2015-04-17,11.1111
2015-04-20,0.0
2015-04-21,-20.0
2015-04-22,12.5
2015-04-23,21.9444
2015-04-24,0.0
2015-04-27,-21.6401
2015-04-28,27.6163
2015-04-29,-8.8838
2015-04-30,0.0
2015-05-01,-10.0
2015-05-04,11.1111
2015-05-05,-10.0
2015-05-06,55.5556
2015-05-07,17.1429
2015-05-08,-8.5366
2015-05-12,-20.0
2015-05-13,-8.3333
2015-05-14,-18.1818
2015-05-15,-22.5
2015-05-18,40.5018
2015-05-19,-18.3673
2015-05-20,0.0
2015-05-21,-12.5
2015-05-22,-14.2857
2015-05-26,0.0
2015-05-27,0.0
2015-05-28,0.0
2015-05-29,-0.4167
2015-06-01,-16.318
2015-06-02,4.0
