ticker,VNTH US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2011-03-17,0.0
2011-03-18,-16.6667
2011-03-21,16.0
2011-03-22,1.7241
2011-03-25,1.6949
2011-03-28,0.0
2011-03-30,0.0
2011-03-31,0.0
2011-04-04,0.0
2011-04-06,0.0
2011-04-07,-1.0
2011-04-12,-15.8249
2011-04-19,20.0
2011-05-04,39.3333
2011-05-05,-5.622
2011-05-06,-26.4892
2011-05-09,3.4483
2011-05-10,0.0
2011-05-11,-3.3333
2011-05-12,0.0
2011-05-13,58.6207
2011-05-16,-15.2174
2011-05-17,-7.6923
2011-05-18,-8.3333
2011-05-19,-1.5152
2011-05-20,0.0
2011-05-23,0.0
2011-05-26,0.0
2011-06-03,0.0
2011-06-06,-4.6154
2011-06-08,0.0
2011-06-13,35.4839
2011-06-15,2.3810000000000002
2011-06-20,-6.9767
2011-06-21,0.0
2011-06-22,15.0
2011-06-23,-13.0435
2011-06-24,17.5
2011-06-27,-4.2553
2011-06-28,-4.4444
2011-06-29,4.6512
2011-07-01,-4.4444
2011-07-05,-3.4884
2011-07-06,0.0
2011-07-07,3.6145
2011-07-08,13.9535
2011-07-11,-16.3265
2011-07-12,4.878
2011-07-13,-3.4884
2011-07-14,20.4819
2011-07-15,-10.0
2011-07-18,-7.7778
2011-07-19,3.6145
2011-07-20,0.0
2011-07-21,-3.4884
2011-07-22,6.0241
2011-07-25,-2.2727
2011-07-26,-30.2326
2011-07-27,0.0
2011-07-28,-23.3333
2011-07-29,39.1304
2011-08-01,-12.5
2011-08-02,21.4286
2011-08-03,-14.7059
2011-08-04,-13.7931
2011-08-05,24.0
2011-08-08,-12.9032
2011-08-09,0.0
2011-08-12,-3.7037
2011-08-15,0.0
2011-08-16,-30.7692
2011-08-17,-5.5556
2011-08-18,17.647100000000002
2011-08-19,-20.0
2011-08-22,-50.0
2011-08-23,150.0
2011-08-24,-10.0
2011-08-25,5.5556
2011-08-30,15.7895
2011-08-31,-36.3636
2011-09-01,7.8571
2011-09-06,0.0
2011-09-07,49.0066
2011-09-09,-37.7778
2011-09-12,42.8571
2011-09-14,-29.9375
2011-09-15,-0.0892
2011-09-16,0.0
2011-09-19,-14.2857
2011-09-20,-6.6667
2011-09-21,2.6786
2011-09-22,-4.3478
2011-09-23,-9.0909
2011-09-26,40.0
2011-09-27,14.2857
2011-09-28,15.625
2011-09-29,-18.9189
2011-09-30,0.0
2011-10-03,13.3333
2011-10-05,-23.8235
2011-10-06,0.3861
2011-10-07,15.3846
