ticker,FBMS US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2003-08-29,0.6289
2003-09-25,3.125
2004-03-09,-20.5455
2004-03-30,23.4568
2004-05-04,3.125
2004-05-05,6.0606
2004-05-14,-7.1429
2004-05-17,0.0
2004-05-19,0.0
2004-05-28,-6.1538
2004-06-01,-1.6393
2004-06-07,0.0
2004-06-15,-0.9333
2004-06-16,0.6057
2004-06-24,0.3344
2004-07-07,16.6667
2004-07-08,-2.2857
2004-07-13,-9.3567
2004-07-27,4.7097
2004-08-13,-4.4978
2004-08-16,0.0
2004-08-17,8.0645
2004-09-01,-1.4925
2004-09-13,-5.0303
2004-10-05,5.2967
2004-10-12,3.0303
2004-10-13,0.0
2004-10-15,0.0
2004-10-21,-1.4706000000000001
2004-11-04,1.4925
2004-11-05,5.8824
2004-11-11,-1.3889
2004-11-12,-2.8169
2004-11-17,-1.4493
2004-11-24,4.4118
2004-12-08,-1.4085
2004-12-09,-0.2857
2004-12-10,1.4327
2005-01-06,4.5198
2005-01-20,4.3243
2005-01-24,-0.2591
2005-01-27,-1.2987
2005-02-22,2.6316
2005-02-28,0.2564
2005-03-09,28.9003
2005-03-23,-20.88
2005-03-30,1.1122
2005-03-31,0.0
2005-04-01,1.25
2005-04-05,0.2469
2005-04-06,8.3744
2005-04-08,2.2727
2005-04-12,0.0
2005-04-13,-2.2222
2005-04-25,0.0
2005-04-29,2.2727
2005-05-05,0.0
2005-05-10,33.3333
2005-05-17,-16.6667
2005-05-19,0.0
2005-05-23,0.0
2005-05-24,-3.0
2005-05-25,-1.0309
2005-06-02,-3.125
2005-06-03,0.0
2005-06-07,-1.0753
2005-06-09,0.0
2005-06-13,4.3478
2005-06-14,-3.9583
2005-06-20,0.0
2005-06-21,8.4599
2005-07-26,1.0
2005-07-27,0.0
2005-08-02,-0.198
2005-08-10,-0.5952
2005-08-15,1.7964
2005-08-16,0.0
2005-08-17,1.9607999999999999
2005-08-25,6.7308
2005-08-26,0.0
2005-08-30,-6.3063
2005-09-01,0.0
2005-09-06,-1.9231
2005-09-21,-0.9804
2005-09-22,0.9901
2005-09-28,0.0
2005-10-03,-1.9607999999999999
2005-10-17,10.0
2005-10-18,0.0
2005-10-20,2.7273
2005-10-25,0.0
2005-10-27,0.177
2005-10-28,0.7067
2005-11-03,0.0
2005-11-09,-0.8772
2005-11-21,0.0
2005-11-22,0.354
2005-11-23,-0.3527
2005-11-28,-0.885
2005-12-02,0.5357
2005-12-09,2.4867
2005-12-16,3.9861
