ticker,SFBK US Equity
2002-01-16,1.2048
2002-01-17,-0.2381
2002-01-28,0.3182
2002-02-15,3.0928
2002-02-27,0.2308
2002-03-27,10.5142
2002-04-02,18.0556
2002-04-10,-12.6471
2002-04-30,7.7440999999999995
2002-05-16,0.625
2002-05-28,5.0
2002-06-18,-4.7619
2002-06-19,0.625
2002-06-20,-0.6211
2002-06-24,-1.5625
2002-09-24,1.5873
2002-10-08,-2.0625
2002-10-10,1.053
2002-10-31,0.221
2002-11-29,1.4585
2002-12-13,2.0
2003-01-15,0.0
2003-01-23,-0.4289
2003-02-06,0.6154
2003-02-25,5.5046
2003-02-26,-1.4493
2003-03-03,0.0
2003-04-22,1.1764999999999999
2003-06-03,7.4854
2003-08-04,-2.0131
2003-08-14,4.2199
2003-09-05,-0.6393
2003-09-26,7.2386
2003-09-29,0.0
2003-09-30,0.0
2003-10-02,4.0
2003-12-22,-0.9662
2003-12-29,4.878
2004-01-02,-7.6744
2004-01-08,0.7557
2004-01-26,0.0
2004-02-03,2.5
2004-02-05,-2.439
2004-02-09,-1.25
2004-02-11,1.2658
2004-03-05,5.0
2004-03-08,4.7619
2004-03-23,-4.5455
2004-04-23,0.0
2004-04-26,4.7619
2004-04-27,4.5455
2004-05-03,-8.6957
2004-05-04,7.1429
2004-09-09,1.5625
2004-11-05,-4.3956
2005-02-28,0.4619
2005-03-14,-1.1494
2005-03-15,0.0
2005-03-16,0.9302
2005-04-29,11.2442
2005-06-02,-9.9006
2005-06-06,-4.3678
2005-06-10,2.6442
2005-07-11,1.1764999999999999
2005-07-13,-2.3256
2005-07-14,1.1905000000000001
2005-08-01,1.1764999999999999
2005-08-08,0.0
2005-08-19,2.3256
2005-08-23,-2.2727
2005-09-09,-2.3256
2005-09-12,3.5714
2005-10-04,3.4483
2005-10-11,0.0
2005-11-16,-3.3333
2006-01-06,0.4619
2006-01-12,0.0
2006-01-30,-1.1494
2006-01-31,0.0
2006-02-02,-2.7907
2006-02-07,-1.1962
2006-02-14,1.2107
2006-02-16,0.0
2006-03-07,0.0
2006-03-08,-0.4785
2006-03-10,-0.2404
2006-03-24,-0.4819
2006-03-27,0.0
2006-04-18,-1.937
2006-04-24,-0.9877
2006-04-27,4.4888
2006-05-02,-1.8138
2006-06-06,2.0904
2006-06-22,2.8708
2006-06-28,-0.4651
2006-06-29,0.0
2006-06-30,-0.7009
2006-07-06,0.0
2006-07-07,0.0
2006-07-10,0.0
2006-07-11,1.1764999999999999
2006-07-12,-1.1628
2006-07-13,1.1764999999999999
2006-07-18,-2.3256
2006-09-19,0.2381
2006-09-25,-0.2375
2006-09-26,4.7619
2006-10-04,0.0
2006-10-16,29.5455
2006-10-17,-15.7895
2006-12-05,-6.875
2006-12-26,0.0
2007-01-12,0.0
2007-01-19,1.1236
2007-01-24,-1.1111
2007-02-08,6.7416
2007-02-26,-5.2632
2007-03-16,-0.6667
2007-03-23,0.0
2007-04-11,2.9083
2007-06-01,1.5284
2007-06-04,2.1505
2007-06-08,2.5263
2007-06-12,0.616
2007-06-14,-1.0204
2007-06-25,5.1546
2007-07-17,-4.6274999999999995
2007-08-02,-1.1102
2007-08-13,0.0
2007-08-17,0.8316
2007-08-22,-1.0309
2007-08-24,0.0
2007-09-13,0.4167
2007-09-14,2.6971
2007-09-18,-1.0101
2007-09-20,-1.0204
2007-09-21,0.0
2007-09-27,0.0
2007-10-03,0.2062
2007-10-08,-0.823
2007-10-19,0.0
2007-10-24,-4.1494
2007-12-19,-1.087
2007-12-20,-5.4945
2008-06-30,7.9439
2008-08-13,-0.4329
2008-08-27,-10.7826
2008-09-05,4.7758
2008-09-11,-3.4884
2008-09-17,-3.6145
2008-09-22,-2.5
2008-09-25,5.641
2008-10-06,-0.4854
2008-10-15,0.0
2008-10-24,0.0
2008-11-07,-15.122
2008-11-10,3.4483
2008-11-14,1.3889
2008-12-03,-6.3361
2008-12-15,-22.9412
2008-12-16,3.0534
2008-12-17,-3.7037
2009-01-15,0.0
2009-01-16,-22.6923
2009-01-20,9.4527
2009-01-28,11.3636
2009-01-29,26.5306
2009-01-30,9.6774
2009-02-03,2.9412000000000003
2009-02-06,10.0
2009-09-14,-21.466
2009-09-16,-6.6667
2009-09-17,7.1429
2009-12-07,-5.7239
2010-02-16,-21.4286
2010-02-22,36.3636
2010-06-23,21.8855
2011-12-27,-8.7819
2012-01-18,0.0
2012-02-23,-5.9627
2012-02-29,2.3778
2012-03-12,3.871
2012-04-17,-0.6211
2012-07-13,0.9464
2012-10-15,0.0
2012-11-26,-5.3125
2012-12-04,0.0
2013-01-18,-2.6846
2013-02-06,0.9655
2013-02-11,-1.3660999999999999
2013-02-12,1.4543
2013-02-13,0.6826
2013-02-15,0.0
2013-02-19,0.678
2013-02-25,7.7440999999999995
2013-03-04,0.0
2013-04-05,4.875
2013-04-10,0.0
2013-04-16,0.0
2013-04-22,1.3111
2013-07-25,2.1021
2013-11-25,-5.8824
2013-11-27,-0.3125
2013-12-09,0.3175
2013-12-30,0.3165
2014-03-05,10.347
2014-03-07,-2.8016
2014-03-11,0.5294
2014-03-12,0.5851
2014-03-17,2.4433
2014-03-18,7.8365
2014-03-19,0.0527
2014-03-26,0.0
2014-03-31,2.6316
2014-04-08,2.5641
2014-04-09,-1.25
2014-04-10,2.481
2014-04-14,0.0494
2014-04-15,-2.4691
2014-04-29,26.5823
2014-04-30,-1.0
2014-05-02,-7.0707
2014-05-07,-2.1739
2014-05-12,-1.3333
2014-05-14,57.6577
2014-05-15,0.0
2014-05-16,-28.5714
2014-05-21,-4.0
2014-05-28,25.0
2014-05-30,-8.3333
2014-06-02,1.8182
2014-06-04,-5.3571
2014-06-05,0.0
2014-06-06,-3.0189
2014-06-10,0.0
2014-06-11,1.9607999999999999
2014-06-12,2.8846
2014-06-13,0.1869
2014-06-16,-6.7164
2014-06-17,0.48
2014-06-18,5.4936
2014-06-23,-2.8302
2014-06-25,8.7379
2014-06-26,-5.3571
2014-06-27,2.8302
2014-06-30,0.0
2014-07-01,-2.7523
2014-07-07,-5.6604
2014-07-08,-7.0
2014-07-09,11.828
2014-07-10,-3.8462
2014-07-11,0.0
2014-07-14,0.0
2014-07-16,-1.0
2014-07-17,0.0
2014-07-21,-2.9899
2014-07-24,-0.0416
2014-07-25,-4.1667
2014-07-28,0.0
2014-07-29,-13.0435
2014-07-30,21.25
2014-07-31,-3.0928
2014-08-01,3.1915
2014-08-04,-3.0928
2014-08-11,0.0426
2014-08-14,3.1476
2014-08-15,0.0
2014-08-18,0.0
2014-08-19,-1.0309
2014-08-21,-2.0417
2014-08-25,0.0
2014-09-02,-1.9566
2014-09-09,0.0
2014-09-15,1.9523000000000001
2014-09-16,0.0
2014-09-18,2.1277
2014-09-19,0.0
2014-09-23,0.0
2014-09-24,0.0
2014-09-25,0.0
2014-09-30,0.0
2014-10-01,0.0
2014-10-03,-1.0417
2014-10-10,2.1053
2014-10-13,0.0
2014-10-14,0.8247
2014-10-15,-2.863
2014-10-16,-0.2105
2014-10-17,0.4219
2014-10-20,1.8908
2014-10-21,0.0
2014-10-24,-1.0309
2014-10-28,4.1667
2014-10-29,0.0
2014-10-31,0.0
2014-11-03,0.0
2014-11-04,-0.4
2014-11-05,0.0
2014-11-10,0.4016
2014-11-12,-0.6
2014-11-13,0.6036
2014-11-14,-0.4
2014-11-19,0.4016
2014-11-20,0.0
2014-11-25,0.0
2014-12-05,-0.2
2014-12-09,-0.4008
2014-12-11,1.4085
2014-12-12,-0.4
2014-12-15,0.4016
2014-12-16,-1.04
2014-12-22,0.0404
2014-12-23,0.0
2014-12-29,4.8485
2014-12-30,-2.6975
2014-12-31,0.9901
2015-01-05,1.9216
2015-01-07,0.0
2015-01-08,0.0385
2015-01-14,10.3077
2015-01-15,-4.1144
2015-01-29,0.9091
2015-01-30,1.982
2015-02-03,0.8834
2015-02-05,0.4553
2015-02-09,1.2884
2015-02-12,3.2376
2015-02-17,-0.8003
2015-02-20,0.0
2015-02-23,-1.6806999999999999
2015-02-24,0.0
2015-02-25,0.0
2015-02-27,2.5641
2015-03-06,6.6333
2015-03-17,0.0313
2015-03-27,4.6875
2015-03-30,-4.4776
2015-03-31,0.0
2015-04-13,0.0
2015-04-16,0.0
2015-04-20,6.25
2015-04-27,-5.8824
2015-04-28,0.0
2015-05-01,0.0
2015-05-06,0.0
2015-05-07,-3.125
2015-05-08,-0.8065
2015-05-11,-2.1789
2015-05-27,6.383
2015-05-29,3.125
2015-06-01,0.0
2015-06-02,-0.7576
2015-06-03,1.5267
2015-06-05,-0.7576
2015-06-08,0.1527
2015-06-10,0.3049
2015-06-17,-0.4559
2015-06-24,-2.2901
2015-06-29,3.125
2015-06-30,-0.0303
2015-07-01,-0.1212
2015-07-17,1.6692
2015-07-21,1.4925
2015-07-22,0.0
2015-07-23,-3.6765
2015-07-27,-4.7328
2015-07-30,-2.8846
2015-08-04,-0.9901
2015-08-07,3.3
2015-08-10,0.0
2015-08-11,0.839
2015-08-24,-0.8
2015-08-27,3.2258
2015-08-31,0.0
2015-09-02,0.0
2015-09-03,0.0
2015-09-16,6.2188
2015-09-22,-0.7061
2015-09-23,0.7407
2015-09-25,-1.4412
2015-10-05,-1.9696
2015-10-09,0.4566
2015-10-29,2.2727
2015-10-30,-2.2222
2015-11-10,1.5152
2015-11-18,1.4925
2015-11-30,-3.6765
2015-12-01,1.2214
2015-12-02,-1.9607999999999999
2015-12-07,2.0155
2015-12-10,0.152
2015-12-18,0.0
2015-12-21,-1.214
2016-01-20,2.9186
2016-02-01,-3.7313
2016-03-02,-5.4264
2016-03-03,0.0
2016-03-09,-1.6393
2016-03-17,-3.1667
2016-03-18,3.2702
2016-03-21,0.0
2016-03-22,1.6667
2016-03-29,1.6721
2016-03-30,2.0639
2016-03-31,10.5845
2016-04-20,0.0
2016-05-12,0.0
2016-05-31,2.8571
2016-06-01,-4.1667
2016-06-02,-2.9412000000000003
2016-06-03,0.6061
2016-06-09,2.4096
2016-06-22,0.0
2016-07-01,-2.0588
2016-07-05,-1.952
2016-07-21,2.6034
2016-07-26,0.0
2016-08-08,-0.7463
2016-08-11,3.0075
2016-08-15,-4.3796
2016-08-16,2.2901
2016-09-08,0.4478
2016-09-09,1.0401
2016-09-15,0.0
2016-10-04,-2.2059
2016-10-06,-0.782
2016-10-12,-2.0915
2016-10-14,0.0
2016-10-17,0.0
2016-10-18,-0.9288
2016-10-19,3.125
2016-10-26,-3.7879
2016-11-14,0.7874
2016-11-22,-2.8125
2016-11-30,1.6077
2016-12-01,0.0004
2016-12-02,-0.0004
2016-12-08,12.8824
2016-12-13,-0.1427
2016-12-30,-5.1429
2017-01-05,-3.6145
2017-02-01,2.8125
2017-02-06,3.3283
2017-03-07,-5.2214
2017-03-15,0.2483
2017-05-05,0.9288
2017-07-27,0.3115
2017-08-25,0.1553
2017-09-08,0.0
2017-09-21,0.0
2017-10-18,0.0
2017-10-20,0.155
2017-10-23,0.0
2017-11-09,0.0
2017-11-17,-0.6192
2017-11-28,-0.3115
2017-12-01,-1.8923999999999999
2017-12-08,-4.5222999999999995
2017-12-22,4.7297
2017-12-28,-2.5806
2018-01-03,2.649
2018-01-05,-2.5806
2018-01-25,2.649
2018-02-20,2.9032
2018-03-08,-4.232
2018-04-17,0.1702
2018-04-25,3.7514
2018-05-03,0.0
2018-05-21,-2.3622
2018-05-23,3.2258
2018-08-09,-0.9494
2018-09-12,3.8339
2018-09-18,1.2308
2018-09-19,0.304
2018-09-24,9.0909
2018-11-19,-13.5278
2018-11-29,5.6858
2019-03-08,-0.6154
2019-03-14,-3.9938000000000002
2019-03-22,0.1322
2019-03-29,0.1578
2019-05-14,0.0643
2019-05-20,0.0
2019-06-13,2.5308
2019-06-14,-0.7911
2019-07-19,-1.7544
2019-07-24,-0.974
2019-08-01,-0.9836
2019-09-27,1.9868000000000001
2019-12-24,1.1457
2020-01-02,0.0
2020-02-20,0.0
2020-02-28,-1.9417
2020-04-28,-0.9901
2020-06-01,5.0
2020-06-15,-4.1214
2020-06-23,4.132
2020-07-01,-2.912
2020-07-13,-0.2966
2020-07-14,-0.4959
2020-07-16,0.6645
2020-07-22,-0.6601
