ticker,CTSO US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2006-08-09,24.918
2006-08-10,-2.8871
2006-08-11,-2.7027
2006-08-14,-5.0
2006-08-15,-18.1287
2006-08-16,-10.7143
2006-08-17,2.0
2006-08-18,17.647100000000002
2006-08-21,-13.3333
2006-08-22,11.538499999999999
2006-08-23,-15.5172
2006-08-24,-14.2857
2006-08-25,20.9048
2006-08-28,-9.4132
2006-08-29,-2.1739
2006-08-30,-11.1111
2006-08-31,7.5
2006-09-01,-4.6512
2006-09-05,7.3171
2006-09-06,-9.0909
2006-09-07,0.0
2006-09-08,-0.5
2006-09-11,-6.5327
2006-09-12,7.5269
2006-09-13,-2.5
2006-09-14,-10.2564
2006-09-15,-5.7143
2006-09-18,6.0606
2006-09-19,-9.7143
2006-09-20,1.2658
2006-09-21,-6.25
2006-09-22,6.6667
2006-09-25,-9.375
2006-09-26,3.4483
2006-09-27,3.3333
2006-09-28,9.6774
2006-09-29,0.0
2006-10-02,-2.9412000000000003
2006-10-03,-11.5152
2006-10-04,-7.5342
2006-10-05,22.2222
2006-10-06,-1.2121
2006-10-09,-14.1104
2006-10-10,0.0
2006-10-11,7.1429
2006-10-12,-6.6667
2006-10-13,7.1429
2006-10-16,-3.3333
2006-10-17,-3.4483
2006-10-18,6.4286
2006-10-19,0.0
2006-10-20,-1.3423
2006-10-23,-8.1633
2006-10-24,2.2222
2006-10-25,-13.0435
2006-10-26,4.1667
2006-10-27,15.2
2006-10-30,-6.25
2006-10-31,-3.7037
2006-11-01,-3.8462
2006-11-02,8.0
2006-11-03,0.7407
2006-11-06,-12.5
2006-11-07,-7.563
2006-11-08,0.0
2006-11-09,0.9091
2006-11-10,-8.1081
2006-11-13,21.5686
2006-11-14,-7.2581
2006-11-15,-2.6087
2006-11-16,-5.3571
2006-11-17,-15.0943
2006-11-20,-11.1111
2006-11-21,-6.25
2006-11-22,1.3333
2006-11-24,10.526299999999999
2006-11-27,8.3333
2006-11-28,24.1758
2006-11-29,-4.4248
2006-11-30,3.7037
2006-12-01,3.5714
2006-12-04,-13.7931
2006-12-05,4.0
2006-12-06,-2.8846
2006-12-07,-10.8911
2006-12-08,-11.1111
2006-12-11,-28.75
2006-12-12,49.1228
2006-12-13,18.8235
2006-12-14,0.0
2006-12-15,4.9505
2006-12-18,3.7736
2006-12-19,7.2727
2006-12-20,3.3898
2006-12-21,14.7541
2006-12-22,5.0
2006-12-26,-25.1701
2006-12-27,7.2727
2006-12-28,50.8475
