ticker,QRHC US Equity
2010-02-23,-6.8966
2010-02-24,0.0
2010-02-25,-3.7037
2010-02-26,-3.8462
2010-03-01,20.0
2010-03-02,-6.6667
2010-03-04,-3.5714
2010-03-05,3.7037
2010-03-08,-7.1429
2010-03-09,15.3846
2010-03-10,-3.3333
2010-03-11,3.4483
2010-03-12,-10.0
2010-03-15,-11.1111
2010-03-16,12.5
2010-03-17,7.4074
2010-03-18,0.0
2010-03-19,0.0
2010-03-22,0.0
2010-03-23,0.0
2010-03-24,3.4483
2010-03-25,0.0
2010-03-26,-3.3333
2010-03-29,3.4483
2010-03-30,13.3333
2010-03-31,-23.5294
2010-04-01,15.3846
2010-04-05,0.0
2010-04-06,16.6667
2010-04-07,-2.8571
2010-04-08,2.9412000000000003
2010-04-09,-14.2857
2010-04-12,16.6667
2010-04-13,8.5714
2010-04-14,0.0
2010-04-15,0.0
2010-04-16,-7.8947
2010-04-19,-2.8571
2010-04-20,17.647100000000002
2010-04-21,5.0
2010-04-23,-9.5238
2010-04-26,5.2632
2010-04-27,0.0
2010-04-28,5.0
2010-04-29,-14.2857
2010-04-30,0.0
2010-05-04,-8.3333
2010-05-05,3.0303
2010-05-06,-11.7647
2010-05-07,6.6667
2010-05-10,-12.5
2010-05-11,14.642900000000001
2010-05-12,-3.4268
2010-05-13,3.2258
2010-05-14,21.875
2010-05-17,7.6923
2010-05-18,-19.0476
2010-05-19,-2.9412000000000003
2010-05-20,-6.0606
2010-05-26,0.0
2010-05-27,-3.2258
2010-05-28,0.0
2010-06-01,6.6667
2010-06-02,6.25
2010-06-03,0.0
2010-06-04,5.8824
2010-06-07,-8.3333
2010-06-09,15.1515
2010-06-10,-10.526299999999999
2010-06-11,0.0
2010-06-14,-11.7647
2010-06-15,16.6667
2010-06-17,2.8571
2010-06-18,5.5556
2010-06-21,0.0
2010-06-22,-20.7895
2010-06-23,-0.3322
2010-06-24,0.0
2010-06-29,-16.6667
2010-06-30,12.0
2010-07-07,-21.4286
2010-07-08,13.6364
2010-07-09,-12.0
2010-07-14,-20.5114
2010-07-15,37.2409
2010-07-16,4.1667
2010-07-20,-20.0
2010-07-21,50.0
2010-07-22,-6.6667
2010-07-23,0.0
2010-07-26,-39.2857
2010-07-27,58.8235
2010-07-29,-29.6296
2010-07-30,10.526299999999999
2010-08-02,-23.8095
2010-08-03,-12.5
2010-08-04,57.1429
2010-08-05,-13.6364
2010-08-09,-15.7895
2010-08-10,37.5
2010-08-11,0.0
2010-08-12,13.6364
2010-08-13,32.0
2010-08-17,-3.0303
2010-08-18,-9.375
2010-08-20,3.4483
2010-08-25,0.0
2010-08-26,0.0
2010-08-30,-23.3333
2010-08-31,8.6957
2010-09-14,-44.0
2010-09-15,28.5714
2010-09-16,10.0
2010-09-17,1.0101
2010-09-20,0.0
2010-09-21,-25.0
2010-09-22,31.3333
2010-09-24,26.9036
2010-09-27,0.0
2010-09-29,16.0
2010-09-30,10.3448
2010-10-04,0.0
2010-10-07,-56.25
2010-10-08,21.4286
2010-10-11,17.647100000000002
2010-10-12,60.0
2010-10-14,-37.5
2010-10-15,45.0
2010-10-21,-31.0345
2010-10-25,0.0
2010-10-26,-10.0
2010-10-27,0.0
2010-10-28,66.6667
2010-10-29,0.0
2010-11-01,-33.3333
2010-11-02,50.0
2010-11-03,0.0
2010-11-05,6.6667
2010-11-09,3.125
2010-11-10,0.0
2010-11-11,6.0606
2010-11-12,-14.2857
2010-11-15,16.6667
2010-11-16,0.0
2010-11-17,5.7143
2010-11-18,-2.7027
2010-11-19,0.0
2010-11-22,0.0
2010-11-23,0.0
2010-11-24,2.7778
2010-11-29,-5.4054
2010-11-30,0.0
2010-12-01,0.0
2010-12-03,-11.4286
2010-12-06,3.2258
2010-12-07,-3.125
2010-12-08,-6.4516
2010-12-09,-10.3448
2010-12-10,3.8462
2010-12-13,11.1111
2010-12-15,0.0
2010-12-16,16.6667
2010-12-20,0.0
2010-12-21,-14.2857
2010-12-22,10.0
2010-12-23,0.0
2010-12-28,-3.0303
2010-12-29,0.0
2010-12-30,15.625
2010-12-31,0.0
2011-01-03,-5.4054
2011-01-04,28.5714
2011-01-05,0.0
2011-01-06,4.4444
2011-01-07,0.0
2011-01-10,0.0
2011-01-11,0.0
2011-01-12,-2.1277
2011-01-13,0.0
2011-01-14,17.3913
2011-01-19,1.8519
2011-01-20,-9.0909
2011-01-21,4.0
2011-01-24,-5.7692
2011-01-25,6.1224
2011-01-26,-1.4423
2011-01-31,-4.3902
2011-02-03,-8.1633
2011-02-04,8.8889
2011-02-07,12.2449
2011-02-09,-5.4545
2011-02-10,5.7692
2011-02-11,7.2727
2011-02-14,10.1695
2011-02-15,-7.6923
2011-02-17,16.6667
2011-02-18,0.0
2011-02-22,0.0
2011-02-23,2.8571
2011-02-25,-9.7222
2011-02-28,0.0
2011-03-01,-16.9231
2011-03-02,11.1111
2011-03-03,8.3333
2011-03-08,-47.6923
2011-03-09,0.0
2011-03-10,2.9412000000000003
2011-03-11,114.2857
2011-03-30,-6.6667
2011-04-05,-24.2857
2011-04-06,3.7736
2011-04-12,-20.0
2011-04-15,15.9091
2011-04-20,7.8431
2011-04-21,0.0
2011-04-25,0.0
2011-04-28,0.0
2011-04-29,-23.6364
2011-05-05,-40.4762
2011-05-06,56.0
2011-05-09,-2.5641
2011-05-16,-7.8947
2011-05-24,-2.8571
2011-05-25,17.647100000000002
2011-05-26,0.0
2011-05-27,-12.5
2011-05-31,8.5714
2011-06-08,0.0
2011-06-10,-7.8947
2011-06-14,14.2857
2011-06-20,-62.25
2011-06-21,65.4801
2011-06-22,-3.952
2011-06-23,0.0
2011-06-24,0.0
2011-06-27,-8.3333
2011-06-28,0.0
2011-06-29,22.7273
2011-06-30,7.4074
2011-07-05,0.0
2011-07-08,1.7241
2011-07-15,-25.4237
2011-07-18,4.5455
2011-07-19,26.087
2011-07-20,20.6897
2011-07-22,0.0
2011-07-26,-17.1429
2011-07-28,0.0
2011-07-29,3.4483
2011-08-03,3.3333
2011-08-04,-32.2581
2011-08-05,33.3333
2011-08-08,-10.7143
2011-08-09,0.0
2011-08-11,0.0
2011-08-16,12.0
2011-08-17,-36.0714
2011-08-18,62.0112
2011-08-23,-10.3448
2011-08-24,-3.8462
2011-08-25,12.0
2011-08-26,3.5714
2011-08-29,17.2414
2011-08-30,17.647100000000002
2011-08-31,10.0
2011-09-01,0.0
2011-09-06,59.0909
2011-09-07,-22.8571
2011-09-08,0.0
2011-09-09,1.8519
2011-09-12,-12.7273
2011-09-14,4.1667
2011-09-15,-8.0
2011-09-21,-17.3913
2011-09-28,5.2632
2011-09-30,17.5
2011-10-03,-57.4468
2011-10-04,100.0
2011-10-05,0.0
2011-10-07,-5.0
2011-10-11,-7.8947
2011-10-14,-8.5714
2011-10-19,3.125
2011-10-21,0.0
2011-10-24,-9.0909
2011-10-25,-50.0
2011-10-26,93.3333
2011-10-27,0.0
2011-10-31,3.4483
2011-11-02,10.0
2011-11-03,-9.0909
2011-11-04,26.6667
2011-11-07,0.0
2011-11-08,0.0
2011-11-09,15.7895
2011-11-11,-6.8182
2011-11-14,7.3171
2011-11-15,9.0909
2011-11-16,-4.1667
2011-11-17,-2.1739
2011-11-21,0.0
2011-11-22,-2.2222
2011-11-23,11.3636
2011-11-30,2.0408
2011-12-01,4.0
2011-12-05,-5.7692
2011-12-07,-32.6531
2011-12-08,0.0
2011-12-09,-9.0909
2011-12-13,26.6667
2011-12-19,-21.0526
2011-12-21,26.6667
2011-12-22,0.0
2011-12-23,0.0
2011-12-27,-23.6842
2011-12-28,51.7241
2011-12-30,-11.3636
2012-01-03,-23.0769
2012-01-05,0.0
2012-01-09,0.0
2012-01-10,26.6667
2012-01-11,-7.8947
2012-01-17,-25.7143
2012-01-18,-3.8462
2012-01-26,0.0
2012-01-27,0.0
2012-01-30,20.0
2012-02-07,-3.3333
2012-02-10,3.4483
2012-02-14,-3.3333
2012-02-15,0.0
2012-02-16,0.0
2012-02-17,13.7931
2012-02-21,0.0
2012-02-22,3.0303
2012-02-24,-35.2941
2012-02-27,45.4545
2012-02-29,0.0
2012-03-02,0.0
2012-03-05,-40.625
2012-03-06,57.8947
2012-03-07,3.3333
2012-03-08,-41.9355
2012-03-09,72.2222
2012-03-12,0.0
2012-03-13,0.0
2012-03-14,19.3548
2012-03-19,0.0
2012-03-20,2.7027
2012-03-21,2.6316
2012-03-22,2.5641
2012-03-23,-7.5
2012-03-26,59.4595
2012-03-27,-13.5593
2012-03-28,3.9215999999999998
2012-03-29,24.5283
2012-03-30,0.0
2012-04-02,1.5152
2012-04-03,-7.4627
2012-04-04,-12.9032
2012-04-05,-7.4074
2012-04-09,-10.0
2012-04-10,-8.8889
2012-04-11,0.0
2012-04-13,-2.439
2012-04-16,12.5
2012-04-17,13.3333
2012-04-18,-1.9607999999999999
2012-04-20,10.0
2012-04-23,-18.1818
2012-04-24,0.0
2012-04-25,22.2222
2012-04-26,-9.0909
2012-04-27,-10.0
2012-04-30,-2.2222
2012-05-01,2.2727
2012-05-02,0.0
2012-05-03,-11.1111
2012-05-04,0.0
2012-05-07,0.0
2012-05-08,37.5
2012-05-09,0.0
2012-05-10,-1.8182
2012-05-11,1.8519
2012-05-14,-9.0909
2012-05-15,10.0
2012-05-16,1.8182
2012-05-17,1.7856999999999998
2012-05-18,5.2632
2012-05-21,-8.3333
2012-05-22,7.2727
2012-05-23,-3.3898
2012-05-24,-1.7544
2012-05-25,5.3571
2012-05-29,0.0
2012-05-30,0.0
2012-05-31,1.6949
2012-06-01,5.0
2012-06-04,-1.5873
2012-06-05,-11.2903
2012-06-06,7.2727
2012-06-07,6.6102
2012-06-08,0.0
2012-06-11,-4.6105
2012-06-12,-3.3333
2012-06-13,6.8966
2012-06-14,4.8387
2012-06-15,-7.6923
2012-06-18,8.3333
2012-06-19,0.0
2012-06-20,1.5385
2012-06-21,-1.5152
2012-06-22,0.0
2012-06-25,-1.5385
2012-06-26,0.0
2012-06-27,6.25
2012-06-28,1.4706000000000001
2012-06-29,7.2464
2012-07-02,0.0
2012-07-03,2.7027
2012-07-05,-2.6316
2012-07-06,-5.4054
2012-07-09,2.8571
2012-07-10,-16.6667
2012-07-11,5.0
2012-07-12,0.0
2012-07-13,1.5873
2012-07-16,-1.5625
2012-07-17,1.5873
2012-07-18,0.0
2012-07-19,-1.5625
2012-07-20,-1.5873
2012-07-23,3.2258
2012-07-24,-0.3125
2012-07-25,6.5831
2012-07-26,-8.5294
2012-07-27,-1.9293
2012-07-30,11.4754
2012-07-31,-7.3529
2012-08-01,-0.1587
2012-08-02,-4.6105
2012-08-03,4.8333
2012-08-06,-9.38
2012-08-07,1.7544
2012-08-08,13.7931
2012-08-09,-1.5152
2012-08-10,-7.6923
2012-08-13,-16.6667
2012-08-14,16.0
2012-08-15,3.4483
2012-08-16,-16.6667
2012-08-17,6.0
2012-08-20,-5.6604
2012-08-21,-18.0
2012-08-22,19.5122
2012-08-23,-14.2857
2012-08-24,-4.7619
2012-08-27,12.5
2012-08-28,-6.6667
2012-08-29,7.1429
2012-08-30,-11.1111
2012-08-31,20.0
2012-09-04,8.3333
2012-09-05,-7.6923
2012-09-06,0.0
2012-09-07,-4.1667
2012-09-10,0.0
2012-09-11,0.0
2012-09-12,0.0
2012-09-13,13.0435
2012-09-14,-5.7692
2012-09-17,0.0
2012-09-18,0.0
2012-09-19,4.0816
2012-09-20,-9.8039
2012-09-21,-8.6957
2012-09-24,7.1429
2012-09-25,-4.4444
2012-09-26,-4.6512
2012-09-27,-2.439
2012-09-28,10.0
2012-10-01,-2.2727
2012-10-02,-6.9767
2012-10-03,0.0
2012-10-04,2.5
2012-10-05,-4.878
2012-10-08,-2.5641
2012-10-09,5.2632
2012-10-10,-2.5
2012-10-11,-1.2821
2012-10-12,-9.0909
2012-10-15,10.0
2012-10-16,3.8961
2012-10-17,0.0
2012-10-18,0.0
2012-10-19,-1.25
2012-10-22,-11.3924
2012-10-23,12.857099999999999
2012-10-24,-1.2658
2012-10-26,-17.9167
2012-10-31,9.3323
2012-11-05,0.0
2012-11-06,11.4286
2012-11-07,0.0
2012-11-08,-5.1282
2012-11-09,5.4054
2012-11-12,0.0
2012-11-13,2.5641
2012-11-14,14.5
2012-11-15,0.4367
2012-11-19,-8.6957
2012-11-20,0.0
2012-11-21,27.619
2012-11-26,-10.8209
2012-11-29,-0.4184
2012-11-30,-1.2605
2012-12-04,0.0
2012-12-05,0.0
2012-12-06,12.766
2012-12-07,9.434
2012-12-10,10.3448
2012-12-11,5.3125
2012-12-12,-2.0772
2012-12-13,-4.8485
2012-12-14,-1.2739
2012-12-17,-3.871
2012-12-18,-9.0604
2012-12-19,2.952
2012-12-20,-3.5842
2012-12-21,12.2677
2012-12-24,1.3245
2012-12-26,-2.2876
2012-12-27,-3.01
2012-12-28,-2.069
2012-12-31,2.1127
2013-01-02,-8.6207
2013-01-03,9.0566
2013-01-04,-4.8443000000000005
2013-01-08,5.4545
2013-01-09,1.7241
2013-01-10,-1.3559
2013-01-11,-0.6873
2013-01-14,-4.8443000000000005
2013-01-16,5.4545
2013-01-17,0.0
2013-01-18,3.4483
2013-01-22,4.0
2013-01-23,4.1667
2013-01-24,-3.0769
2013-01-25,10.7937
2013-01-28,-6.8768
2013-01-29,-2.7692
2013-01-30,-8.2278
2013-01-31,-7.5862
2013-02-01,-6.7164
2013-02-04,-6.0
2013-02-05,11.4894
2013-02-06,0.0
2013-02-07,2.2901
2013-02-11,2.6119
2013-02-12,10.5455
2013-02-13,-1.3158
2013-02-14,2.3333
2013-02-15,0.3257
2013-02-19,-2.5974
2013-02-20,-1.0
2013-02-21,2.0202
2013-02-25,-12.5413
2013-02-26,3.7736
2013-02-27,4.7273
2013-02-28,0.3472
2013-03-01,-2.0761
2013-03-04,0.0
2013-03-05,-11.6608
2013-03-07,16.0
2013-03-08,-2.4138
2013-03-11,2.4735
2013-03-12,1.7241
2013-03-13,-6.1017
2013-03-14,3.9711
2013-03-15,0.0
2013-03-18,2.4306
2013-03-19,-8.1356
2013-03-20,1.476
2013-03-21,-6.5455
2013-03-22,6.2257
2013-03-25,0.0
2013-03-26,0.7326
2013-03-27,1.8182
2013-03-28,7.1429
2013-04-01,0.6667
2013-04-02,0.9934
2013-04-03,0.0
2013-04-04,-5.2459
2013-04-05,10.3806
2013-04-08,-1.2539
2013-04-09,-4.7619
2013-04-10,5.0
2013-04-11,2.2222
2013-04-12,0.9317
2013-04-15,-1.5385
2013-04-16,-6.25
2013-04-17,6.3333
2013-04-18,-4.0752
2013-04-19,1.3072
2013-04-22,-3.2258
2013-04-23,0.0
2013-04-24,1.6667
2013-04-25,-0.9836
2013-04-26,-5.6291
2013-04-29,-2.4561
2013-04-30,0.3597
2013-05-01,3.9427
2013-05-02,-1.7241
2013-05-03,-2.1053
2013-05-06,-7.5269
2013-05-07,4.2636
2013-05-08,-1.487
2013-05-09,1.5093999999999999
2013-05-10,-2.2305
2013-05-13,1.5209000000000001
2013-05-14,-0.7491
2013-05-16,-5.6604
2013-05-17,2.0
2013-05-20,-4.7059
2013-05-21,0.0
2013-05-22,-1.2346
2013-05-23,0.0
2013-05-24,0.0
2013-05-28,12.0833
2013-05-29,7.8067
2013-05-30,-21.0345
2013-05-31,13.5371
2013-06-03,-0.3846
2013-06-04,-3.8609999999999998
2013-06-05,0.4016
2013-06-07,0.0
2013-06-10,-2.4
2013-06-11,-5.7377
2013-06-12,5.6522
2013-06-13,6.9959
2013-06-14,11.538499999999999
2013-06-17,1.7241
2013-06-18,1.3559
2013-06-19,-0.3344
2013-06-20,-2.349
2013-06-21,0.0
2013-06-24,-2.0619
2013-06-25,3.1579
2013-06-26,0.3401
2013-06-27,-0.339
2013-06-28,0.0
2013-07-01,-11.5646
2013-07-02,6.5385
2013-07-03,3.9711
2013-07-05,-4.8611
2013-07-08,0.0
2013-07-09,-1.4599
2013-07-10,-11.1111
2013-07-11,14.5833
2013-07-12,4.7273
2013-07-15,-7.9861
2013-07-16,-5.6604
2013-07-17,16.0
2013-07-18,0.0
2013-07-19,0.0
2013-07-22,-1.7241
2013-07-24,-3.8596
2013-07-25,-4.0146
2013-07-26,4.5626999999999995
2013-07-29,3.6364
2013-07-30,-8.7719
2013-07-31,7.3077
2013-08-01,3.9427
2013-08-02,-2.069
2013-08-05,-1.4085
2013-08-06,0.0
2013-08-07,0.7143
2013-08-08,-1.0638
2013-08-09,0.0
2013-08-12,0.3584
2013-08-14,-2.5
2013-08-15,-1.0989
2013-08-16,-4.4444
2013-08-19,-3.1008
2013-08-20,5.6
2013-08-21,0.3788
2013-08-22,-0.7547
2013-08-23,1.9011
2013-08-26,-7.0896
2013-08-27,2.4096
2013-08-28,3.9215999999999998
2013-08-29,-7.5472
2013-08-30,10.2041
2013-09-03,-9.2593
2013-09-04,1.6327
2013-09-05,2.4096
2013-09-09,-1.9607999999999999
2013-09-10,0.0
2013-09-11,-8.4
2013-09-12,4.3668
2013-09-13,-4.1841
2013-09-16,0.4367
2013-09-17,0.0
2013-09-18,0.0
2013-09-19,0.0
2013-09-20,4.7826
2013-09-23,-6.639
2013-09-24,-2.6667
2013-09-25,9.589
2013-09-26,0.4167
2013-09-27,-3.3195
2013-09-30,-0.4292
2013-10-01,-3.4483
2013-10-02,0.4464
2013-10-03,0.0
2013-10-04,-2.2222
2013-10-07,3.1818
2013-10-08,1.3216
2013-10-10,0.0
2013-10-11,-13.0435
2013-10-14,10.0
2013-10-15,-2.2727
2013-10-16,-4.6512
2013-10-17,7.3171
2013-10-18,-6.8182
2013-10-21,0.0
2013-10-22,-2.439
2013-10-23,0.0
2013-10-24,-2.0
2013-10-25,16.3265
2013-10-28,0.8772
2013-10-29,-0.4348
2013-10-31,-7.8603
2013-11-01,9.0047
2013-11-04,6.087
2013-11-05,-9.8361
2013-11-06,13.1818
2013-11-07,0.4016
2013-11-08,-4.0
2013-11-11,6.25
2013-11-12,3.9215999999999998
2013-11-13,-1.8868
2013-11-14,5.7692
2013-11-15,3.2727
2013-11-18,-10.2113
2013-11-19,8.2353
2013-11-20,-2.1739
2013-11-21,-3.7037
2013-11-22,3.8462
2013-11-25,5.5556
2013-11-26,-8.7719
2013-11-27,-3.8462
2013-11-29,14.0
2013-12-02,-4.9123
2013-12-03,-9.5941
2013-12-04,0.0
2013-12-05,-10.2041
2013-12-06,10.9091
2013-12-10,-9.8361
2013-12-11,-3.1818
2013-12-12,-3.7559
2013-12-13,7.3171
2013-12-16,-2.2727
2013-12-17,-6.9767
2013-12-18,7.5
2013-12-19,4.6512
2013-12-20,-8.8889
2013-12-23,-2.439
2013-12-24,4.0
2013-12-26,3.3654
2013-12-27,-2.3256
2013-12-30,0.0
2014-01-02,2.3810000000000002
2014-01-03,-0.9302
2014-01-06,0.0
2014-01-07,1.4085
2014-01-09,3.7037
2014-01-10,-5.8036
2014-01-13,1.8957000000000002
2014-01-14,-4.6512
2014-01-15,0.0
2014-01-16,1.561
2014-01-21,-1.537
2014-01-22,-0.2927
2014-01-23,0.2935
2014-01-24,-2.439
2014-01-27,0.0
2014-01-28,2.5
2014-01-29,-2.439
2014-01-30,2.5
2014-02-03,-0.4878
2014-02-05,-0.1961
2014-02-07,1.6699000000000002
2014-02-10,6.2802
2014-02-11,-6.3636
2014-02-12,1.9417
2014-02-13,0.0
2014-02-14,-2.3810000000000002
2014-02-18,2.439
2014-02-19,3.3333
2014-02-20,-7.8341
2014-02-21,0.0
2014-02-24,10.0
2014-02-25,10.9091
2014-02-26,-5.7377
2014-02-27,-10.8696
2014-02-28,6.3415
2014-03-03,-1.3761
2014-03-04,1.3953
2014-03-05,-3.6696999999999997
2014-03-06,0.0
2014-03-07,16.6667
2014-03-10,-12.2449
2014-03-11,0.0
2014-03-12,0.0
2014-03-13,4.6512
2014-03-14,2.2222
2014-03-17,0.0
2014-03-18,4.3478
2014-03-19,-3.25
2014-03-20,0.3445
2014-03-21,-3.8627000000000002
2014-03-24,3.5714
2014-03-25,1.2931
2014-03-26,-2.1277
2014-03-27,-3.9130000000000003
2014-03-28,4.0724
2014-03-31,-7.8261
2014-04-01,0.0
2014-04-02,0.0
2014-04-03,4.2453
2014-04-07,-4.9774
2014-04-08,-0.8571
2014-04-09,0.3842
2014-04-10,0.4785
2014-04-14,4.7619
2014-04-15,-4.5455
2014-04-16,0.4762
2014-04-17,-0.4739
2014-04-21,2.3810000000000002
2014-04-22,4.6512
2014-04-23,-2.6667
2014-04-24,2.7397
2014-04-25,-4.4444
2014-04-28,3.7209
2014-04-29,-2.6906
2014-04-30,8.7558
2014-05-01,1.6949
2014-05-02,2.0833
2014-05-05,0.0
2014-05-06,0.0
2014-05-07,8.1633
2014-05-08,2.2641999999999998
2014-05-09,7.0111
2014-05-12,-1.0345
2014-05-13,6.2718
2014-05-14,0.9836
2014-05-15,-0.6494
2014-05-16,8.1699
2014-05-19,5.7402
2014-05-20,3.4286
2014-05-21,3.5911999999999997
2014-05-22,4.5333
2014-05-23,13.7755
2014-05-27,-4.0359
2014-05-28,0.7009
2014-05-29,2.5522
2014-05-30,7.4661
2014-06-02,9.0526
2014-06-03,9.4595
2014-06-04,6.7019
2014-06-05,0.6612
2014-06-06,-5.7471
2014-06-09,-1.3937
2014-06-10,-17.3145
2014-06-11,-1.7094
2014-06-12,0.4348
2014-06-13,14.7186
2014-06-16,-1.3208
2014-06-17,1.3384
2014-06-18,4.717
2014-06-19,0.9009
2014-06-20,2.5
2014-06-23,0.0
2014-06-24,-0.1742
2014-06-25,-5.0611
2014-06-26,-0.1838
2014-06-27,0.7366
2014-06-30,-4.7532
2014-07-01,1.7274
2014-07-02,-1.5093999999999999
2014-07-03,-2.1073
2014-07-07,3.5225
2014-07-08,-0.7561
2014-07-09,-9.5238
2014-07-10,2.3158
2014-07-11,-3.2922000000000002
2014-07-14,-11.2766
2014-07-15,1.199
2014-07-16,3.3175
2014-07-17,-2.5229
2014-07-18,4.2353
2014-07-21,-4.5147
2014-07-22,0.7092
2014-07-23,-0.939
2014-07-24,-5.2133
2014-07-25,1.5
2014-07-28,2.7094
2014-07-29,2.8777
2014-07-30,0.6993
2014-07-31,-3.2407
2014-08-01,-3.3493
2014-08-04,-0.2475
2014-08-05,-6.6998
2014-08-06,-2.3936
2014-08-07,2.1798
2014-08-08,4.5333
2014-08-11,4.8469
2014-08-12,-3.6496
2014-08-13,3.7879
2014-08-14,-1.2165
2014-08-15,1.7241
2014-08-18,0.4843
2014-08-19,-2.8916
2014-08-20,-4.4665
2014-08-21,-2.0779
2014-08-22,-0.2653
2014-08-25,4.2553
2014-08-26,1.2755
2014-08-27,-2.0151
2014-08-28,2.5707
2014-08-29,-1.7544
2014-09-02,-1.2755
2014-09-03,0.5168
2014-09-04,0.2571
2014-09-05,-6.6667
2014-09-08,11.8132
2014-09-09,-0.2457
2014-09-10,2.2167
2014-09-11,-0.9639
2014-09-12,-1.9465
2014-09-15,-5.4591
2014-09-16,3.6745
2014-09-17,-0.7595
2014-09-18,-10.7143
2014-09-19,-50.0
2014-09-22,-3.4286
2014-09-23,5.3254
2014-09-24,-2.2472
2014-09-25,-9.7701
2014-09-26,6.3694
2014-09-29,-4.1916
2014-09-30,7.5
2014-10-01,-6.3953
2014-10-02,0.6211
2014-10-03,1.8519
2014-10-06,-0.6061
2014-10-07,-2.439
2014-10-08,3.75
2014-10-09,-7.8313
2014-10-10,-7.8431
2014-10-13,2.1277
2014-10-14,3.4722
2014-10-15,-4.0268
2014-10-16,5.5944
2014-10-17,-2.649
2014-10-20,-0.6803
2014-10-21,5.4795
2014-10-22,-4.5455
2014-10-23,3.4013999999999998
2014-10-24,-3.9474
2014-10-27,0.6849
2014-10-28,2.0408
2014-10-29,0.0
2014-10-30,4.6667
2014-10-31,-0.6369
2014-11-03,-3.2051
2014-11-04,-2.649
2014-11-05,0.0
2014-11-06,0.6803
2014-11-07,-1.3514
2014-11-10,8.2192
2014-11-11,-5.0633
2014-11-12,-0.6667
2014-11-13,-2.0134
2014-11-14,3.4247
2014-11-17,-1.3245
2014-11-18,2.6846
2014-11-19,-4.5752
2014-11-20,2.0548
2014-11-21,-3.3557
2014-11-24,0.0
2014-11-25,-2.0833
2014-11-26,0.0
2014-11-28,-2.1277
2014-12-01,-2.1739
2014-12-02,2.963
2014-12-03,0.0
2014-12-04,-3.5971
2014-12-05,-0.7463
2014-12-08,-2.2556
2014-12-09,-0.7692
2014-12-10,1.5504
2014-12-11,0.0
2014-12-12,-1.5267
2014-12-15,5.4264
2014-12-16,0.0
2014-12-17,6.6176
2014-12-18,-3.4483
2014-12-19,-7.1429
2014-12-22,3.8462
2014-12-23,4.4444
2014-12-24,0.7092
2014-12-26,1.4085
2014-12-29,0.0
2014-12-30,0.0
2014-12-31,0.0
2015-01-02,5.5556
2015-01-05,-0.6579
2015-01-06,-5.9603
2015-01-07,2.1127
2015-01-08,0.6897
2015-01-09,3.4247
2015-01-12,-3.9735
2015-01-13,0.0
2015-01-14,-2.069
2015-01-15,-2.1127
2015-01-16,-2.1583
2015-01-20,-0.7353
2015-01-21,-1.4815
2015-01-22,2.2556
2015-01-23,-2.9412000000000003
2015-01-26,-3.0303
2015-01-27,1.5625
