ticker,HAON US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2005-10-25,110.0
2005-10-26,-38.0952
2005-11-28,56.9231
2005-12-15,-75.4902
2005-12-16,0.0
2005-12-19,-56.0
2005-12-20,-7.2727
2005-12-22,0.0
2005-12-23,0.0
2005-12-27,0.0
2005-12-28,-29.4118
2005-12-29,41.6667
2005-12-30,9.8039
2006-01-03,0.0
2006-01-05,0.0
2006-01-06,0.0
2006-01-11,0.0
2006-01-18,0.0
2006-01-19,-8.9286
2006-01-20,0.0
2006-01-24,0.0
2006-01-25,0.0
2006-01-27,1.9607999999999999
2006-01-31,5.7692
2006-02-10,63.6364
2006-02-28,0.0
2006-03-02,0.0
2006-03-22,-27.7778
2006-03-30,38.4615
2006-03-31,0.0
2006-04-06,0.0
2006-04-26,-33.3333
2006-04-27,0.0
2006-04-28,48.3333
2006-05-03,0.0
2006-05-04,0.0
2006-06-30,-32.5843
2006-07-03,41.6667
2006-07-05,-29.4118
2006-07-06,41.6667
2006-08-14,-23.5294
2006-08-29,-15.3846
2006-09-25,0.0
2006-09-29,0.0
2006-10-23,18.1818
2006-10-27,0.0
2006-12-11,0.0
2006-12-20,-21.5385
2006-12-29,-1.9607999999999999
2007-02-05,-30.0
2007-02-13,-14.2857
2007-02-14,-50.0
2007-02-15,33.3333
2007-02-23,-25.0
2007-03-22,40.0
2007-03-23,19.0476
2007-04-10,20.0
2007-04-24,0.0
2007-04-30,-30.0
2007-05-04,0.0
2007-05-29,-4.7619
2007-05-30,0.0
2007-06-21,15.0
2007-07-16,0.0
2007-07-23,0.0
2007-07-31,0.0
2007-08-10,0.0
2007-08-20,-13.0435
2007-08-23,-10.0
2007-08-24,11.1111
2007-08-27,-10.0
2007-08-31,0.0
2007-09-11,-16.6667
2007-11-05,6.6667
2007-11-07,-6.25
2007-11-29,-13.3333
2007-12-13,0.0
2007-12-19,7.6923
2007-12-24,28.5714
2007-12-27,-22.2222
2007-12-28,14.2857
2007-12-31,12.5
2008-01-02,-11.1111
2008-01-15,-12.5
2008-01-18,28.5714
2008-02-13,11.1111
2008-02-29,-20.0
2008-03-17,-12.5
2008-04-03,21.4286
2008-09-16,-29.4118
2008-09-18,25.0
2008-09-23,-33.3333
2008-09-25,100.0
2008-10-01,-60.0
2008-10-20,0.0
2008-11-10,12.5
2008-11-28,-44.4444
2008-12-02,0.0
2008-12-08,-20.0
2009-01-23,-25.0
2009-02-09,166.6667
2009-02-10,-62.5
2009-02-12,0.0
2009-02-27,-16.6667
