ticker,BILI US Equity
2018-08-16,2.8738
2018-08-17,1.3258
2018-08-20,5.6075
2018-08-21,4.8673
2018-08-22,-7.0886
2018-08-23,-4.3597
2018-08-24,3.6087
2018-08-27,5.6829
2018-08-28,13.4432
2018-08-29,5.1988
2018-08-30,-4.5058
2018-08-31,-2.3592
2018-09-04,-2.5721
2018-09-05,-8.88
2018-09-06,0.0878
2018-09-07,2.7193
2018-09-10,-3.4159
2018-09-11,4.6861
2018-09-12,10.0507
2018-09-13,2.4559
2018-09-14,1.2734
2018-09-17,-2.145
2018-09-18,4.006
2018-09-19,-3.9244
2018-09-20,1.6641
2018-09-21,-7.5149
2018-09-24,-3.4594
2018-09-25,4.5833
2018-09-26,2.5498
2018-09-27,1.1655
2018-09-28,3.533
2018-10-01,3.4866
2018-10-02,-4.5878
2018-10-03,7.9639
2018-10-04,-5.7063
2018-10-05,-1.476
2018-10-08,2.0974
2018-10-09,-3.3749000000000002
2018-10-10,-5.6948
2018-10-11,2.1739
2018-10-12,8.0378
2018-10-15,1.7505
2018-10-16,-3.5125
2018-10-17,-1.5602
2018-10-18,-4.8302
2018-10-19,-0.9516
2018-10-22,4.4836
2018-10-23,-0.613
2018-10-24,-7.5559
2018-10-25,4.8374
2018-10-26,4.7733
2018-10-29,-5.3151
2018-10-30,5.0521
2018-10-31,3.0534
2018-11-01,5.1111
2018-11-02,1.6913
2018-11-05,-0.4851
2018-11-06,3.8301
2018-11-07,1.6097000000000001
2018-11-08,-4.3564
2018-11-09,-7.5224
2018-11-12,-3.7313
2018-11-13,6.7442
2018-11-14,-1.5251000000000001
2018-11-15,6.7109
2018-11-16,0.2073
2018-11-19,-10.1724
2018-11-20,4.4146
2018-11-21,11.3235
2018-11-23,-1.0568
2018-11-26,-0.267
2018-11-27,0.2008
2018-11-28,7.8156
2018-11-29,-7.4969
2018-11-30,4.5546
2018-12-03,-1.2172
2018-12-04,-7.0687
2018-12-06,2.4424
2018-12-07,0.0681
2018-12-10,0.1361
2018-12-11,2.3114
2018-12-12,1.5947
2018-12-13,-2.2237
2018-12-14,1.806
2018-12-17,-6.1761
2018-12-18,3.0812
2018-12-19,-1.1549
2018-12-20,0.5498
2018-12-21,-9.0909
2018-12-24,3.0827
2018-12-26,1.0212
2018-12-27,1.6606
2018-12-28,2.0597
2018-12-31,1.5310000000000001
2019-01-02,-2.1247
2019-01-03,-9.3137
2019-01-04,5.7915
2019-01-07,4.1606
2019-01-08,3.5739
2019-01-09,6.5629
2019-01-10,3.2381
2019-01-11,-5.5351
2019-01-14,-1.9531
2019-01-15,2.988
2019-01-16,3.3527
2019-01-17,3.1192
2019-01-18,1.0889
2019-01-22,-4.6679
2019-01-23,0.1255
2019-01-24,5.8934
2019-01-25,3.2564
2019-01-28,3.0963
2019-01-29,-0.7786
2019-01-30,-0.4484
2019-01-31,3.6599
2019-02-01,-3.1505
2019-02-04,-0.7291
2019-02-05,2.8814
2019-02-06,0.0
2019-02-07,-5.6562
2019-02-08,1.6298
2019-02-11,-0.9737
2019-02-12,3.2967
2019-02-13,1.9037
2019-02-14,3.956
2019-02-15,-6.2368
2019-02-19,0.3382
2019-02-20,2.8651999999999997
2019-02-21,-0.9285
2019-02-22,7.3870000000000005
2019-02-25,4.0041
2019-02-26,-2.616
2019-02-27,0.6589
2019-02-28,-4.431
2019-03-01,-5.2687
2019-03-04,4.6719
2019-03-05,1.7003
2019-03-06,-2.5078
2019-03-07,-4.6088000000000005
2019-03-08,0.7865
2019-03-11,3.6789
2019-03-12,1.6129
2019-03-13,-3.7037
2019-03-14,1.6484
2019-03-15,1.1351
2019-03-18,-1.1224
2019-03-19,0.8108
2019-03-20,-4.8257
2019-03-21,-0.2254
2019-03-22,-2.8233
2019-03-25,2.208
2019-03-26,0.6254
2019-03-27,0.0565
2019-03-28,2.2021
2019-03-29,4.6961
2019-04-01,-0.7916
2019-04-02,-3.9894
2019-04-03,0.1662
2019-04-04,-4.7013
2019-04-05,4.585
2019-04-08,-0.6104
2019-04-09,-0.3908
2019-04-10,-1.1771
2019-04-11,-0.9075
2019-04-12,4.8655
2019-04-15,-6.2227
2019-04-16,-0.4657
2019-04-17,-0.9942
2019-04-18,3.0715
2019-04-22,1.5473
2019-04-23,0.0564
2019-04-24,0.2256
2019-04-25,-1.5756999999999999
2019-04-26,1.6581000000000001
2019-04-29,-0.5624
2019-04-30,0.6787
2019-05-01,0.1685
2019-05-02,-0.6169
2019-05-03,2.6524
2019-05-06,-4.343
2019-05-07,-1.7816
2019-05-08,0.2926
2019-05-09,0.0
2019-05-10,-0.2334
2019-05-13,-5.2047
2019-05-14,-5.0586
2019-05-15,0.9097
2019-05-16,1.803
2019-05-17,-2.9096
2019-05-20,-5.0163
2019-05-21,1.3032
2019-05-22,-0.5416
2019-05-23,-2.5187
2019-05-24,-1.8855
2019-05-28,-0.2847
2019-05-29,-1.6417000000000002
2019-05-30,0.7983
2019-05-31,-2.8078
2019-06-03,-0.1481
2019-06-04,4.6736
2019-06-05,-0.8505
2019-06-06,1.2866
2019-06-07,4.446
2019-06-10,1.7568000000000001
2019-06-11,-0.9296
2019-06-12,-1.5415999999999999
2019-06-13,-1.4295
2019-06-14,-1.4503
2019-06-17,0.6307
2019-06-18,5.571
2019-06-19,0.1979
2019-06-20,2.5675
2019-06-21,-0.8986
2019-06-24,4.0803
2019-06-25,-2.6757999999999997
2019-06-26,2.11
2019-06-27,0.814
2019-06-28,1.0559
2019-07-01,1.2907
2019-07-02,0.7888
2019-07-03,0.1204
2019-07-05,0.6615
2019-07-08,-1.0753
2019-07-09,0.2415
2019-07-10,-0.0602
2019-07-11,-0.7233
2019-07-12,-0.425
2019-07-15,0.3049
2019-07-16,-2.31
2019-07-17,-3.0492
2019-07-18,-0.3209
2019-07-19,0.0644
2019-07-22,0.1287
2019-07-23,0.964
2019-07-24,0.5729
2019-07-25,-0.6329
2019-07-26,1.6561
2019-07-29,1.0652
2019-07-30,-3.9678
2019-07-31,-2.195
2019-08-01,-2.6403
2019-08-02,-0.2034
2019-08-05,-6.1821
2019-08-06,1.0138
2019-08-07,0.6452
2019-08-08,1.0684
2019-08-09,-1.9731999999999998
2019-08-12,-0.5032
2019-08-13,1.2283
2019-08-14,-1.4276
2019-08-15,1.4482
2019-08-16,3.6403
2019-08-19,-0.1377
2019-08-20,-1.3103
2019-08-21,0.6988
2019-08-22,2.0125
2019-08-23,0.0
2019-08-26,-1.3605
2019-08-27,-4.0
2019-08-28,-2.8017
2019-08-29,1.2565
2019-08-30,2.5547
2019-09-03,0.7829
2019-09-04,-2.7542
2019-09-05,5.955
2019-09-06,-0.891
2019-09-09,-0.8299
2019-09-10,3.6959999999999997
2019-09-11,2.2865
2019-09-12,-0.4602
2019-09-13,-0.5284
2019-09-16,-0.3984
2019-09-17,1.6
2019-09-18,-0.1969
2019-09-19,-0.7232
2019-09-20,1.0596
2019-09-23,-1.0485
2019-09-24,-3.3113
2019-09-25,1.9863
2019-09-26,0.8731
2019-09-27,-4.5939
2019-09-30,-1.4655
2019-10-01,-2.2663
2019-10-02,0.0
2019-10-03,3.0435
2019-10-04,-2.1097
2019-10-07,-2.0115
2019-10-08,-1.4663
2019-10-09,2.6042
2019-10-10,1.5954000000000002
2019-10-11,2.5696
2019-10-14,-0.1392
2019-10-15,1.115
2019-10-16,0.3446
2019-10-17,-1.4423
2019-10-18,0.4181
2019-10-21,3.1228
2019-10-22,-2.0188
2019-10-23,-0.9615
2019-10-24,5.8252
2019-10-25,1.7038
2019-10-28,1.2887
2019-10-29,-0.9542
2019-10-30,0.8992
2019-10-31,0.5092
2019-11-01,4.2432
2019-11-04,1.9441000000000002
2019-11-05,-2.1454
2019-11-06,0.1218
2019-11-07,3.1022
2019-11-08,-2.1829
2019-11-11,1.146
2019-11-12,-0.5367
2019-11-13,0.5396
2019-11-14,-2.6237
2019-11-15,2.327
2019-11-18,-1.9748999999999999
2019-11-19,-3.9683
2019-11-20,3.5601000000000003
2019-11-21,3.8674
2019-11-22,-1.9504000000000001
2019-11-25,1.3261
2019-11-26,-0.0595
2019-11-27,1.1905000000000001
2019-11-29,1.6471
2019-12-02,0.7523
2019-12-03,-4.193
2019-12-04,-1.5588
2019-12-05,3.2278000000000002
2019-12-06,1.2979
2019-12-09,-1.0483
2019-12-10,-0.1766
2019-12-11,3.4198
2019-12-12,1.1403
2019-12-13,0.9019
2019-12-16,0.3352
2019-12-17,-0.6125
2019-12-18,-0.8964
2019-12-19,1.9785
2019-12-20,-0.5543
2019-12-23,2.6756
2019-12-24,0.1086
2019-12-26,-0.5423
2019-12-27,-0.5453
2019-12-30,1.1513
2019-12-31,0.9214
2020-01-02,12.5134
2020-01-03,5.3938
2020-01-06,5.1178
2020-01-07,-0.3447
2020-01-08,3.0696
2020-01-09,-2.8523
2020-01-10,-6.9516
2020-01-13,2.0418
2020-01-14,4.0018
2020-01-15,0.6996
2020-01-16,-0.2605
2020-01-17,-0.7401
2020-01-21,-0.8333
2020-01-22,-0.3538
2020-01-23,-0.0888
2020-01-24,-3.0653
2020-01-27,2.1998
2020-01-28,0.4933
2020-01-29,-0.1339
2020-01-30,-5.0045
2020-01-31,1.3641
2020-02-03,6.9142
2020-02-04,2.3438
2020-02-05,-1.3571
2020-02-06,13.2416
2020-02-07,-5.1253
2020-02-10,1.8808
2020-02-11,4.2812
2020-02-12,3.6911
2020-02-13,0.8355
2020-02-14,3.3501
2020-02-18,-5.4374
2020-02-19,2.1747
2020-02-20,0.7937
2020-02-21,-3.7938
2020-02-24,0.1488
2020-02-25,-0.7429
2020-02-26,3.1811
2020-02-27,-3.4095
2020-02-28,-3.5674
2020-03-02,6.0358
2020-03-03,-3.6357
2020-03-04,4.9924
2020-03-05,2.0327
2020-03-06,-5.0872
2020-03-09,-5.8471
2020-03-10,3.5032
2020-03-11,-1.2692
2020-03-12,-7.2848
2020-03-13,-1.8067
2020-03-16,-5.1776
2020-03-17,9.8827
2020-03-18,-13.7166
2020-03-19,-0.8091
2020-03-20,-3.1189999999999998
2020-03-23,0.3467
2020-03-24,9.5755
2020-03-25,3.018
2020-03-26,0.7433
2020-03-27,-4.0365
2020-03-30,3.8444000000000003
2020-03-31,2.0035
2020-04-01,2.7327
2020-04-02,1.4963
2020-04-03,-1.2695
2020-04-06,6.0141
2020-04-07,3.6385
2020-04-08,-1.0948
2020-04-09,2.4046
2020-04-13,-2.3108
2020-04-14,4.8455
2020-04-15,2.2561999999999998
2020-04-16,2.4199
2020-04-17,0.7644
2020-04-20,2.3448
2020-04-21,-3.7399
2020-04-22,5.7053
2020-04-23,-7.2517
2020-04-24,-0.9639
2020-04-27,-0.1081
2020-04-28,-2.7066
2020-04-29,2.9674
2020-04-30,-1.3329
2020-05-01,-8.2147
2020-05-04,5.529
2020-05-05,3.6939
2020-05-06,1.7085
2020-05-07,2.3946
2020-05-08,1.2216
2020-05-11,-1.1034
2020-05-12,1.9526
2020-05-13,4.9248
2020-05-14,1.1408
2020-05-15,-0.4834
2020-05-18,9.0026
2020-05-19,4.6346
2020-05-20,-7.155
2020-05-21,3.7615
2020-05-22,-2.623
2020-05-26,0.2724
2020-05-27,-2.5053
2020-05-28,-4.8297
2020-05-29,5.4977
2020-06-01,1.9426
2020-06-02,3.418
2020-06-03,-0.117
2020-06-04,-1.7277
2020-06-05,2.801
2020-06-08,1.3333
2020-06-09,-3.1178
2020-06-10,4.7535
2020-06-11,-4.4532
2020-06-12,5.8112
2020-06-15,6.5236
2020-06-16,2.9573
2020-06-17,4.4992
2020-06-18,3.6487
2020-06-19,4.9519
2020-06-22,-4.0921
2020-06-23,4.0802
2020-06-24,-1.3665
2020-06-25,1.2264
2020-06-26,-0.1122
2020-06-29,2.2013
2020-06-30,1.8022
2020-07-01,1.7919
2020-07-02,2.1845
2020-07-06,-8.3852
2020-07-07,4.7349
2020-07-08,0.9518
2020-07-09,3.3426
2020-07-10,-1.4099
2020-07-13,-4.7108
2020-07-14,-2.9353
2020-07-15,-1.7281
2020-07-16,-1.5733000000000001
2020-07-17,-1.5045
2020-07-20,1.1456
2020-07-21,4.2001
2020-07-22,-4.1893
2020-07-23,-3.0962
2020-07-24,-2.1951
2020-07-27,3.0424
2020-07-28,-1.1133
2020-07-29,2.2271
2020-07-30,-1.1252
2020-07-31,5.5206
