ticker,CBLI US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2006-07-21,-10.0
2006-07-24,-4.4444
2006-07-25,2.7132
2006-07-26,0.0
2006-07-27,-0.9434
2006-07-28,-0.9524
2006-07-31,-1.3462
2006-08-01,0.3899
2006-08-02,0.9709
2006-08-03,-1.1538
2006-08-04,-0.3891
2006-08-07,-2.1484
2006-08-08,-4.1916
2006-08-09,-0.2083
2006-08-10,-0.8351
2006-08-11,-3.1579
2006-08-14,0.0
2006-08-15,6.9565
2006-08-16,1.0163
2006-08-17,0.2012
2006-08-18,-3.2129
2006-08-21,-0.4149
2006-08-22,-1.0417
2006-08-23,-0.4211
2006-08-24,-1.4799
2006-08-25,-1.073
2006-08-28,-1.0846
2006-08-29,0.2193
2006-08-30,-1.5316999999999998
2006-08-31,0.0
2006-09-05,-2.2222
2006-09-06,4.3182
2006-09-07,4.793
2006-09-08,-8.1081
2006-09-11,8.7783
2006-09-12,-1.6223
2006-09-13,3.8055
2006-09-14,0.8147
2006-09-15,-1.2121
2006-09-18,2.045
2006-09-19,-3.8076
2006-09-20,0.0
2006-09-21,-2.9167
2006-09-22,7.6395
2006-09-25,-0.319
2006-09-26,-4.8
2006-09-27,2.521
2006-09-28,1.4344000000000001
2006-09-29,0.8081
2006-10-02,-2.6052
2006-10-03,-4.51
2006-10-04,5.3695
2006-10-05,-0.8154
2006-10-06,-1.0335
2006-10-09,0.8333
2006-10-10,0.2066
2006-10-11,0.0
2006-10-12,-0.2062
2006-10-13,1.0331
2006-10-16,0.0
2006-10-17,5.3144
2006-10-18,4.2744
2006-10-19,4.2831
2006-10-20,-3.8214
2006-10-23,-5.1244
2006-10-24,4.1487
2006-10-25,0.5261
2006-10-26,0.9346
2006-10-27,1.8519
2006-10-30,1.0909
2006-10-31,0.5396
2006-11-01,0.1789
2006-11-02,-1.9643000000000002
2006-11-03,2.0036
2006-11-06,0.8929
2006-11-07,1.5929
2006-11-08,0.1742
2006-11-09,-2.6087
2006-11-10,-1.7856999999999998
2006-11-13,1.2727
2006-11-14,0.1795
2006-11-15,0.0
2006-11-16,-2.1505
2006-11-17,-2.1978
2006-11-20,3.9326
2006-11-21,-2.7027
2006-11-22,2.5926
2006-11-24,0.1805
2006-11-27,0.0
2006-11-28,-0.3604
2006-11-29,-2.3508
2006-11-30,-5.3704
2006-12-01,-2.1526
2006-12-04,0.0
2006-12-05,-6.2
2006-12-06,-1.919
2006-12-07,0.4348
2006-12-08,-0.2165
2006-12-11,-4.7722
