ticker,CTRN US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2005-05-18,12.1429
2005-05-19,-0.9554
2005-05-20,-5.1447
2005-05-23,1.0847
2005-05-24,0.6036
2005-05-25,2.2
2005-05-26,-1.0437
2005-05-27,3.8233
2005-05-31,3.4920999999999998
2005-06-01,3.9264
2005-06-02,10.9799
2005-06-03,0.266
2005-06-06,-5.0398
2005-06-07,-4.3575
2005-06-08,-1.285
2005-06-09,2.3077
2005-06-10,4.9161
2005-06-13,2.4256
2005-06-14,-0.7535
2005-06-15,2.2234
2005-06-16,-3.7135
2005-06-17,-4.4628
2005-06-20,-3.9215999999999998
2005-06-21,1.3205
2005-06-22,-3.9692
2005-06-23,2.4059
2005-06-24,-1.506
2005-06-27,1.5291000000000001
2005-06-28,2.7108
2005-06-29,2.4633
2005-06-30,3.4917
2005-07-01,2.0465
2005-07-05,10.4065
2005-07-06,4.3201
2005-07-07,8.8
2005-07-08,1.9896
2005-07-11,1.7812000000000001
2005-07-12,0.9583
2005-07-13,3.7969
2005-07-14,0.0
2005-07-15,0.3976
2005-07-18,-2.3762
2005-07-19,-1.0142
2005-07-20,4.3443
2005-07-21,-0.4713
2005-07-22,4.1634
2005-07-25,-1.9510999999999998
2005-07-26,2.7821
2005-07-27,1.4285999999999999
2005-07-28,2.7798
2005-07-29,-0.6491
2005-08-01,7.2232
2005-08-02,-1.2864
2005-08-03,-0.1029
2005-08-04,-6.5911
2005-08-05,2.6093
2005-08-08,-4.2264
2005-08-09,-2.5617
2005-08-10,5.3157
2005-08-11,0.6924
2005-08-12,-1.4839
2005-08-15,-0.7715
2005-08-16,-4.4428
2005-08-17,0.31
2005-08-18,-1.6221999999999999
2005-08-19,3.3765
2005-08-22,0.6836
2005-08-23,-1.8484
2005-08-24,1.3451
2005-08-25,0.7964
2005-08-26,3.4989
2005-08-29,-0.3635
2005-08-30,-1.8971
2005-08-31,1.1157
2005-09-01,-5.7742
2005-09-02,1.6002999999999998
2005-09-06,0.0384
2005-09-07,0.0
2005-09-08,-0.6912
2005-09-09,0.9667
2005-09-12,3.1789
2005-09-13,-2.3385
2005-09-14,-1.5583
2005-09-15,0.0386
2005-09-16,-1.3122
2005-09-19,-2.2292
2005-09-20,-4.52
2005-09-21,-10.8504
2005-09-22,2.2556
2005-09-23,1.1029
2005-09-26,5.4545
2005-09-27,-0.819
2005-09-28,-1.3472
2005-09-29,0.4405
2005-09-30,-4.2544
2005-10-03,0.8246
2005-10-04,2.7715
2005-10-05,-2.7409
