ticker,CMXC US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2013-12-06,950.0
2013-12-09,9.5238
2013-12-10,0.0
2013-12-11,0.0
2013-12-12,4.3478
2013-12-16,-4.1667
2013-12-19,0.0
2013-12-24,-13.0435
2013-12-31,0.0
2014-01-24,80.0
2014-01-27,0.0
2014-03-24,0.0
2014-03-25,-30.5556
2014-03-26,-20.0
2014-03-27,2.0
2014-03-28,0.9804
2014-03-31,0.9709
2014-04-01,0.9615
2014-04-02,0.0
2014-04-03,0.9524
2014-04-04,0.9434
2014-04-07,0.9346
2014-04-08,0.9259
2014-04-09,0.0
2014-04-11,-2.7523
2014-05-13,-4.717
2014-05-19,-22.7723
2014-05-22,0.0
2014-06-06,0.0
2014-08-05,-2.5641
2014-09-18,-22.3684
2014-09-25,27.1186
2014-09-26,0.0
2014-10-17,-25.3333
2014-10-20,1.7856999999999998
2014-10-22,5.2632
2014-10-23,0.0
2014-10-24,0.0
2014-10-27,-1.6667
2014-10-28,10.1695
2014-10-29,-1.5385
2014-10-30,0.0
2014-10-31,0.0
2014-11-03,-3.125
2014-11-04,3.2258
2014-11-05,4.6875
2014-11-06,0.0
2014-11-07,0.0
2014-11-10,2.9851
2014-11-11,0.0
2014-11-12,2.8986
2014-11-13,0.0
2014-11-14,-2.8169
2014-11-17,-2.8986
2014-11-18,1.4925
2014-11-19,1.4706000000000001
2014-11-20,4.3478
2014-11-21,0.6944
2014-11-24,-0.6897
2014-11-25,0.0
2014-11-26,-1.3889
2014-12-01,-0.0176
2014-12-03,0.0176
2014-12-04,2.8169
2014-12-05,4.1096
2014-12-08,-1.3158
2014-12-09,4.0
2014-12-10,-1.2821
2014-12-11,0.0
2014-12-12,-1.2987
2014-12-15,-5.2632
2014-12-16,2.7778
2014-12-18,-0.6757
2014-12-19,-6.1224
2014-12-22,1.4493
2014-12-23,-11.4107
2014-12-24,-4.8579
2014-12-30,1.6949
2014-12-31,3.3333
2015-01-02,-3.2258
2015-01-05,10.0
2015-01-06,6.0606
2015-01-07,0.7143
2015-01-08,-0.7092
2015-01-09,2.1429
2015-01-12,-4.8951
2015-01-13,6.6176
2015-01-14,4.8276
2015-01-15,-3.2895
2015-01-16,-0.6803
2015-01-20,3.5103
2015-01-21,-2.0926
2015-01-22,4.7562999999999995
2015-01-23,-1.9355
2015-01-26,-3.2895
2015-01-27,-3.4013999999999998
2015-01-28,-11.2676
2015-01-29,0.0
2015-01-30,-14.2857
2015-02-02,-18.5185
2015-02-03,12.0455
