ticker,CRNC US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2019-09-17,-14.2486
2019-09-19,-13.8924
2019-09-20,-7.0573
2019-09-23,1.3394
2019-09-24,1.4977
2019-09-25,-0.2778
2019-09-26,-2.507
2019-09-30,-1.4285999999999999
2019-10-01,2.8986
2019-10-02,-13.5211
2019-10-03,2.2801
2019-10-04,-11.7834
2019-10-07,0.722
2019-10-08,0.5735
2019-10-09,9.1233
2019-10-10,4.6375
2019-10-11,1.4981
2019-10-14,3.198
2019-10-15,-4.9464
2019-10-16,-1.3166
2019-10-17,-4.0025
2019-10-18,-0.3971
2019-10-21,4.8505
2019-10-22,1.2674
2019-10-23,-1.627
2019-10-24,-2.0992
2019-10-25,0.9747
2019-10-28,-0.5792
2019-10-29,0.8414
2019-10-30,1.2195
2019-10-31,-1.7121
2019-11-01,1.9355
2019-11-04,0.8861
2019-11-05,-0.2509
2019-11-06,-0.4403
2019-11-07,2.3373
2019-11-08,-0.6173
2019-11-11,-1.1801
2019-11-12,-2.2627
2019-11-13,-2.508
2019-11-14,0.7256
2019-11-15,1.6372
2019-11-18,-3.9948
2019-11-19,-0.2685
2019-11-20,0.1346
2019-11-21,-0.5376
2019-11-22,1.6216
2019-11-25,0.9973
2019-11-26,-3.95
2019-11-27,3.0158
2019-11-29,3.5263
2019-12-02,0.1285
2019-12-03,1.027
2019-12-04,-4.1296
2019-12-05,0.9278
2019-12-06,-0.1313
2019-12-09,1.2492
2019-12-10,1.8182
2019-12-11,-0.5102
2019-12-12,2.4359
2019-12-13,3.3792
2019-12-16,8.1114
2019-12-17,5.8791
2019-12-18,9.0957
2019-12-19,0.4847
2019-12-20,4.3415
2019-12-23,-0.2312
2019-12-24,-0.6487
2019-12-26,-0.8396
2019-12-27,-1.3876
2019-12-30,4.6029
2019-12-31,3.192
2020-01-02,0.3093
2020-01-03,0.8811
2020-01-06,-4.0175
2020-01-07,-6.1419
2020-01-08,-1.5027
2020-01-09,1.1811
2020-01-10,-2.7724
2020-01-13,1.901
2020-01-14,6.5292
2020-01-15,-0.8295
2020-01-16,0.4182
2020-01-17,-0.1851
2020-01-21,0.6027
2020-01-22,5.2535
2020-01-23,-0.394
2020-01-24,-0.7473
2020-01-27,-2.3472
2020-01-28,6.3039
2020-01-29,1.1945000000000001
2020-01-30,-6.914
2020-01-31,-3.3062
2020-02-03,-1.2178
2020-02-04,-0.9957
2020-02-05,-1.4368
2020-02-06,5.2478
2020-02-07,3.1394
2020-02-10,3.5362999999999998
