ticker,ATYM US Equity
2008-07-02,-2.4017
2008-07-03,2.2148
2008-07-07,-0.963
2008-07-08,-0.7735
2008-07-09,-0.8018
2008-07-10,-0.0898
2008-07-11,-2.9213
2008-07-14,-0.463
2008-07-15,-1.814
2008-07-16,-8.2189
2008-07-17,4.7742
2008-07-18,0.7389
2008-07-21,-3.912
2008-07-22,5.598
2008-07-23,-2.4096
2008-07-24,-0.9877
2008-07-25,2.1446
2008-07-28,-3.8086
2008-07-29,-0.5076
2008-07-30,0.5102
2008-07-31,-1.0152
2008-08-04,3.8429
2008-08-05,7.4107
2008-08-06,-3.4798999999999998
2008-08-07,-1.1581
2008-08-08,-1.2048
2008-08-11,-7.314
2008-08-12,2.3618
2008-08-13,-2.1562
2008-08-14,1.9443000000000001
2008-08-15,-2.0619
2008-08-18,-0.2632
2008-08-19,-0.5277
2008-08-20,0.7958
2008-08-21,-2.6316
2008-08-22,2.7027
2008-08-25,-0.3947
2008-08-26,-0.9247
2008-08-27,-1.3333
2008-08-28,2.4595000000000002
2008-08-29,-1.2134
2008-09-02,-0.0534
2008-09-03,-6.4921
2008-09-04,0.0036
2008-09-05,9.0247
2008-09-08,-5.6604
2008-09-09,-2.7778
2008-09-10,3.4286
2008-09-11,-2.7072000000000003
2008-09-12,2.7824999999999998
2008-09-15,3.0387
2008-09-16,-6.1662
2008-09-17,-7.1429
2008-09-18,0.9231
2008-09-19,4.5732
2008-09-22,-2.0408
2008-09-23,6.8415
2008-09-24,-5.2892
2008-09-25,2.6471
2008-09-26,-1.4362
2008-09-29,-4.0663
2008-09-30,-5.3939
2008-10-01,-3.9078
2008-10-02,1.6667
2008-10-03,1.5737999999999999
2008-10-06,-1.5493999999999999
2008-10-07,1.6393
2008-10-08,0.6452
2008-10-09,-1.4423
2008-10-10,1.4634
2008-10-13,-1.6026
2008-10-14,-3.9088000000000003
2008-10-15,5.0847
2008-10-16,-1.2903
2008-10-17,-10.1307
2008-10-20,5.4545
2008-10-21,5.1767
2008-10-22,-8.5283
2008-10-23,7.5269
2008-10-24,6.6667
2008-10-27,-9.375
2008-10-28,0.0
2008-10-29,7.2414
2008-10-30,-1.9293
2008-10-31,1.6393
2008-11-03,-2.5806
2008-11-04,2.053
2008-11-05,-2.6606
2008-11-06,-2.6667
2008-11-07,-0.3467
2008-11-10,1.5508
2008-11-11,-4.5685
2008-11-12,-10.2837
2008-11-13,-9.4862
2008-11-14,9.1703
2008-11-17,-10.0
2008-11-18,0.0
2008-11-19,0.8889
2008-11-20,-11.8943
2008-11-21,5.0
2008-11-24,-16.1905
2008-11-25,5.1136
2008-11-26,13.5135
2008-11-28,1.8988
2008-12-01,-13.7566
2008-12-02,-3.5492
2008-12-03,-0.5618
2008-12-04,0.3284
2008-12-05,-1.4606
2008-12-08,-13.7081
2008-12-09,-13.9073
2008-12-10,-1.5385
2008-12-11,0.0
2008-12-12,-0.7813
2008-12-15,-0.5659
2008-12-16,0.5593
2008-12-17,-14.9523
2008-12-18,-7.4074
2008-12-19,-10.0
2008-12-22,-7.7778
2008-12-23,-8.4337
2008-12-24,-3.4211
2008-12-26,21.1172
2008-12-29,-10.0112
2008-12-30,0.0
2008-12-31,6.4219
2009-01-02,13.9333
2009-01-05,-12.3711
2009-01-06,2.3529
2009-01-07,0.0
2009-01-08,-2.2989
2009-01-09,-6.2353
2009-01-12,0.3764
2009-01-13,-6.25
2009-01-14,-5.2
2009-01-15,-2.9536
2009-01-16,-10.1449
2009-01-20,-10.9677
2009-01-21,3.2609
2009-01-22,-7.7193000000000005
2009-01-23,-18.251
2009-01-26,7.2384
2009-01-27,19.2329
2009-01-28,-3.6035
2009-01-29,-5.6368
2009-01-30,2.6368
2009-02-02,3.2509
2009-02-03,-1.8868
2009-02-04,3.8462
2009-02-05,5.5556
2009-02-06,-7.0175
2009-02-09,-15.0708
2009-02-10,-17.8006
2009-02-11,0.0
2009-02-12,-18.9189
2009-02-13,-16.6667
2009-02-17,16.25
2009-02-18,10.6237
2009-02-19,-6.6874
2009-02-20,6.6667
2009-02-23,-3.125
2009-02-24,12.9032
2009-02-25,11.4286
2009-02-26,-12.8205
2009-02-27,-17.0588
2009-03-02,6.383
2009-03-03,-9.375
2009-03-04,13.954
2009-03-05,-6.4353
2009-03-06,0.0431
2009-03-09,-13.7931
2009-03-10,-8.0
2009-03-11,-4.3478
2009-03-12,18.0398
2009-03-13,-7.5812
2009-03-16,0.0
2009-03-17,12.5
2009-03-18,3.7037
2009-03-19,0.0
2009-03-20,0.0
2009-03-23,7.1429
2009-03-24,0.0
2009-03-25,3.2917
2009-03-26,-6.4139
2009-03-27,-0.0431
2009-03-30,-3.4066
2009-03-31,3.5714
2009-04-01,-13.1034
2009-04-02,-2.7778
2009-04-03,18.3673
2009-04-06,6.8966
2009-04-22,-83.871
2009-04-23,40.0
2009-04-24,-14.2857
2009-04-27,-33.3333
2009-04-28,62.5
2009-04-29,-38.4615
2009-04-30,-25.0
2009-05-01,0.0
2009-05-04,-33.3333
2009-05-05,100.0
2009-05-06,-25.0
2009-05-07,0.0
2009-05-08,-33.3333
2009-05-13,50.0
2009-05-14,-33.3333
2009-05-15,0.0
2009-05-18,0.0
2009-05-19,0.0
2009-05-20,0.0
2009-05-21,0.0
2009-05-22,50.0
2009-05-26,33.3333
2009-05-28,0.0
2009-05-29,0.0
2009-06-01,6.25
2009-06-02,3.5294
2009-06-03,-31.8182
2009-06-04,0.0
2009-06-05,0.0
2009-06-08,33.3333
2009-06-09,0.0
2009-06-11,0.0
2009-06-16,-25.0
2009-06-18,0.0
2009-06-19,33.3333
2009-06-22,0.0
2009-06-25,0.3125
2009-06-26,24.6106
2009-06-29,0.0
2009-06-30,0.0
2009-07-08,-38.0
2009-07-09,-3.2258
2009-07-10,0.0
2009-07-13,0.0
2009-07-15,-30.0
2009-07-21,-4.7619
2009-07-22,5.0
2009-07-23,-4.7619
2009-07-29,15.0
2009-07-30,0.0
2009-07-31,-34.7826
2009-08-03,0.0
2009-08-05,0.0
2009-08-06,0.0
2009-08-11,33.3333
2009-08-12,0.0
2009-08-13,25.0
2009-08-20,58.0
2009-08-21,-49.3671
2009-08-31,0.0
2009-09-08,45.0
2009-09-09,-24.1379
2009-09-10,-31.8182
2009-09-11,33.3333
2009-09-14,-25.0
2009-09-16,-33.3333
2009-09-18,50.0
2009-09-21,30.0
2009-09-22,2.5641
2009-09-25,192.5
2009-09-28,-48.7179
2009-09-29,-33.3333
2009-10-06,-47.5
2009-10-09,277.9762
2009-10-12,0.0
2009-10-15,-49.6063
2009-10-16,49.0625
2009-10-19,0.0
2009-10-21,34.1719
2009-10-22,-10.0
2009-10-23,11.1111
2009-10-26,0.0
2009-10-28,-16.25
2009-10-29,-10.4478
2009-10-30,-16.6667
2009-11-03,-20.0
2009-11-05,75.0
2009-11-06,-42.8571
2009-11-09,40.0
2009-11-11,-17.8571
2009-11-12,0.0
2009-11-17,-13.0435
2009-11-19,0.0
2009-11-20,0.0
2009-11-24,0.0
2009-11-25,0.0
2009-12-01,0.0
2009-12-02,0.0
2009-12-04,0.0
2009-12-07,0.0
2009-12-08,0.0
2009-12-09,0.0
2009-12-11,-50.0
2009-12-16,0.0
2009-12-22,0.0
2009-12-31,0.0
2010-01-05,0.0
2010-01-06,150.0
2010-01-07,-20.0
2010-01-08,50.0
2010-01-12,-33.3333
2010-01-13,0.0
2010-01-14,25.0
2010-01-15,0.0
2010-01-19,0.0
2010-01-20,20.0
2010-01-21,0.0
2010-01-22,0.0
2010-01-25,-33.3333
2010-01-26,30.0
2010-01-27,0.0
2010-01-29,-23.0769
2010-02-01,-50.0
2010-02-02,200.0
2010-02-03,-66.6667
2010-02-04,200.0
2010-02-05,0.0
2010-02-08,0.0
2010-02-09,0.0
2010-02-10,0.0
2010-02-11,-48.9583
2010-02-16,95.9184
2010-02-17,-3.3333
2010-02-18,-47.8448
2010-02-19,78.5124
2010-02-22,11.1111
2010-02-23,0.0
2010-02-24,0.0
2010-02-25,-3.3333
2010-03-01,0.0
2010-03-02,3.4483
2010-03-03,0.0
2010-03-04,33.3333
2010-03-10,0.0
2010-03-11,25.0
2010-03-15,-40.0
2010-03-16,0.0
2010-03-17,-29.5833
2010-03-22,23.0769
2010-03-23,0.0
2010-03-25,-18.75
2010-03-31,4.142
2010-04-01,13.6364
2010-04-05,-16.0
2010-04-06,-27.9762
2010-04-08,38.843
2010-04-09,41.9643
2010-04-13,-49.0566
2010-04-15,15.2263
2010-04-16,-13.5714
2010-04-21,0.0
2010-04-22,0.0
2010-04-26,0.0
2010-04-27,0.0
2010-04-28,98.3471
2010-05-03,-50.0
2010-05-04,73.3333
2010-05-05,-61.5385
2010-05-25,0.0
2010-05-26,25.0
2010-05-27,20.0
2010-05-28,0.0
2010-06-02,-66.6667
2010-06-04,-97.5
2010-06-15,39900.0
2010-06-16,-50.25
2010-06-17,-59.799
2010-06-21,100.0
2010-06-22,25.0
2010-06-24,4.0
2010-06-28,15.3846
2010-06-29,0.0
2010-06-30,0.0
2010-07-01,0.0
2010-07-02,0.0
2010-07-06,0.0
2010-07-07,6.25
2010-07-12,25.4902
2010-07-13,-25.0
2010-07-14,33.3333
2010-07-15,0.0
2010-07-19,5.0
2010-07-20,0.0
2010-07-22,-28.5714
2010-07-23,33.3333
2010-07-26,0.0
2010-07-27,0.0
2010-07-28,0.0
2010-08-12,-25.0
2010-08-16,0.0
2010-08-24,-46.0417
2010-08-25,23.5521
2010-08-26,0.0
2010-08-31,0.0
2010-09-03,0.0
2010-09-14,0.0
2010-09-16,100.0
2010-09-21,-25.0
2010-09-22,-59.375
2010-09-23,-17.9487
2010-09-30,0.0
2010-10-08,0.0
2010-10-14,0.0
2010-10-15,0.0
2010-10-18,0.0
2010-10-27,350.0
2010-10-29,-55.5556
2010-11-12,-50.0
2010-11-17,0.0
2010-11-24,250.0
2010-11-26,-71.4286
2011-02-16,100.0
2011-02-17,0.0
2011-02-18,0.0
2011-02-22,0.0
2011-02-23,0.0
2011-02-24,50.0
2011-02-25,0.0
2011-02-28,0.0
2011-03-01,33.3333
2011-03-02,7.5
2011-03-03,16.2791
2011-03-04,0.0
2011-03-07,-40.0
2011-03-08,0.0
2011-03-09,66.6667
2011-03-10,0.0
2011-03-11,0.0
2011-03-14,-80.0
2011-03-18,370.0
2011-03-24,27.6596
2011-03-28,-0.2083
2011-03-31,-49.8956
2011-04-01,183.3333
2011-04-13,0.0
2011-04-15,5.8824
2011-04-28,0.0
2011-05-02,0.0
2011-05-06,-11.1111
2011-05-13,25.0
2011-05-31,-90.0
2011-06-08,900.0
2011-06-15,-10.0
2011-06-20,-77.7778
2011-06-22,150.0
2011-06-23,0.0
2011-06-30,0.0
2011-07-11,-60.0
2011-07-13,0.0
2011-07-27,100.0
2011-08-25,-75.0
2011-09-15,300.0
2011-09-19,0.0
2011-09-22,0.0
2011-10-07,0.0
2011-10-20,25.0
2011-10-26,-70.0
2011-11-10,33.3333
2011-11-11,50.0
2011-11-15,0.0
2011-11-17,66.6667
2011-11-18,-80.0
2011-11-23,300.0
2011-11-30,0.0
2011-12-15,0.0
2011-12-16,0.0
2011-12-23,0.0
2011-12-27,0.0
2012-01-04,-50.0
2012-01-24,-50.0
2012-03-30,0.0
2012-04-04,0.0
2012-04-26,0.0
2012-04-27,0.0
2012-05-01,0.0
2012-05-03,0.0
2012-05-08,0.0
2012-05-10,0.0
2012-05-14,0.0
2012-05-15,0.0
2012-05-16,0.0
2012-06-08,100.0
2012-06-11,-50.0
2012-06-19,100.0
2012-07-31,-50.0
2012-09-20,-90.0
2012-12-07,-87.5
2013-03-12,7900.0
2013-11-01,-98.75
2014-05-23,0.0
2014-12-01,700.0
2015-10-13,-87.5
2015-12-31,-99.2
2016-12-01,12400.0
2017-01-26,0.0
2017-02-02,0.0
2017-07-10,-20.0
2018-01-09,-99.0
2018-01-26,0.0
2018-06-11,0.0
2018-09-14,900.0
2018-11-30,4900.0001
2019-05-14,-99.8
2019-05-16,0.0
2019-09-17,0.0
2019-10-24,0.0
2019-12-17,0.0
2019-12-27,0.0
