ticker,TDCH US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2008-09-16,0.0
2008-09-18,0.0
2008-09-19,0.0
2008-10-14,0.0
2008-10-17,0.0
2008-10-23,-12.5
2008-10-24,-21.4286
2008-10-29,5.4545
2008-11-03,0.0
2008-11-04,3.4483
2008-11-05,-8.3333
2008-11-06,5.4545
2008-11-10,-12.069
2008-11-18,-21.5686
2008-11-20,0.0
2008-12-18,12.5
2008-12-19,0.0
2008-12-22,11.1111
2008-12-24,0.0
2008-12-26,0.0
2008-12-29,0.0
2008-12-31,0.0
2009-01-02,0.0
2009-01-05,0.0
2009-01-09,0.0
2009-01-13,-40.0
2009-01-14,50.0
2009-01-15,0.0
2009-01-16,0.0
2009-01-21,0.0
2009-01-23,0.0
2009-01-26,0.0
2009-01-27,0.0
2009-01-28,0.0
2009-01-29,0.0
2009-01-30,11.1111
2009-02-02,-4.0
2009-02-03,4.1667
2009-02-06,-10.0
2009-02-09,0.0
2009-03-03,-55.5556
2009-03-09,0.0
2009-03-13,120.0
2009-03-26,13.6364
2009-03-31,0.0
2009-04-02,0.0
2009-05-19,-20.0
2009-05-26,-72.5
2009-05-27,263.6364
2009-07-07,-72.5
2009-07-08,18.1818
2009-07-20,0.0
2009-07-22,0.0
2009-09-14,15.3846
2009-09-22,66.6667
2009-10-16,-56.0
2009-10-20,-9.0909
2009-10-30,-20.0
2009-11-09,0.0
2009-12-08,0.0
2009-12-09,0.0
2009-12-14,0.0
2010-02-24,-37.5
2010-03-04,-58.0
2010-03-15,-52.381
2010-03-18,50.0
2010-03-29,0.0
2010-04-09,233.3333
2010-06-16,0.0
2010-06-21,20.0
2010-06-22,0.0
2010-06-30,-16.6667
2010-07-06,60.0
2010-07-14,-50.0
2010-07-26,275.0
2010-07-27,0.0
2010-07-28,6.6667
2010-07-29,6.25
2010-08-03,35.2941
2010-08-04,8.6957
2010-08-05,8.0
2010-08-06,3.7037
2010-09-13,7.1429
2010-09-14,16.6667
2010-09-24,0.0
2010-09-27,11.4286
2010-09-29,-35.8974
2010-10-01,-52.0
2010-10-04,0.0
2010-10-05,66.6667
2010-10-06,-10.0
2010-10-07,22.2222
2010-10-08,27.2727
2010-10-12,-21.4286
2010-10-15,-13.6364
2010-10-20,-15.7895
2010-10-21,56.25
2010-10-26,0.0
2010-10-29,-36.0
2010-11-02,6.25
2010-11-03,0.0
2010-11-04,-5.8824
2010-11-05,50.0
2010-11-18,-58.3333
2010-11-22,-30.0
2010-11-24,42.8571
