ticker,HCCHU US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2018-06-29,-0.0993
2018-07-02,0.0
2018-07-03,0.0
2018-07-05,0.0
2018-07-06,0.1988
2018-07-09,-0.1984
2018-07-10,0.0895
2018-07-11,-0.0894
2018-07-12,0.0994
2018-07-13,0.2979
2018-07-16,0.7921
2018-07-17,0.1965
2018-07-18,0.6863
2018-07-19,0.2921
2018-07-26,-0.4854
2018-07-27,-0.4878
2018-07-30,0.9804
2018-07-31,1.1485
2018-08-02,0.1123
2018-08-06,-0.2876
2018-08-08,-0.1923
2018-08-20,-0.289
2018-08-27,0.2899
2018-09-05,-0.0963
2018-09-14,-1.4426
2018-09-25,0.727
2018-09-27,-0.3371
2018-10-10,0.2924
2018-10-15,0.0972
2018-10-18,0.2913
2018-10-31,-0.1936
2018-11-13,-0.194
2018-11-19,0.3887
2018-11-26,0.6757
2018-11-27,-0.6712
2018-11-29,0.0968
2018-11-30,0.0967
2018-12-03,0.0
2018-12-06,0.4831
2018-12-12,0.0962
2018-12-14,0.0
2018-12-17,0.0
2018-12-19,-0.4803
2018-12-20,0.0
2018-12-31,-0.0965
2019-01-04,-0.0966
2019-01-07,-0.0957
2019-01-11,-0.485
2019-01-15,-0.0973
2019-01-22,-0.1947
2019-01-23,1.2683
2019-01-29,0.0
2019-01-30,0.0
2019-01-31,-0.6744
2019-02-04,0.0
2019-02-11,0.9699
2019-02-19,0.3842
2019-02-22,-0.3828
2019-02-26,0.0
2019-03-01,-0.9606
2019-03-08,0.8729
2019-03-11,0.4808
2019-03-12,0.0
2019-03-21,-0.2871
2019-03-25,0.0
2019-03-28,0.0
2019-04-05,0.1919
2019-04-08,0.4789
2019-04-09,0.0
2019-04-12,0.0953
2019-04-22,0.0
2019-04-26,-0.1238
2019-04-29,0.0286
2019-04-30,0.3813
2019-05-08,-0.2849
2019-05-10,-0.1905
2019-05-21,-0.0954
2019-05-28,0.382
2019-05-30,0.3806
2019-06-03,-0.145
2019-06-07,0.0503
2019-06-28,0.0
2019-07-09,-0.3795
2019-07-12,0.5714
2019-08-22,0.3788
2019-08-23,0.0
2019-08-26,0.4717
2019-08-28,0.2817
2019-08-29,-0.0936
2019-09-03,-0.2812
2019-09-05,0.2115
2019-09-24,-0.5862
2019-09-25,0.0943
2019-09-26,0.2828
2019-09-30,0.0
2019-10-01,0.0
2019-10-21,0.188
2019-11-21,-0.1876
2019-12-02,-0.188
2019-12-18,1.2881
2020-01-08,-0.2491
2020-01-15,2.0503
2020-01-21,-0.274
2020-01-23,-0.1832
2020-01-27,0.7339
2020-01-28,-0.7286
2020-01-29,0.0
2020-01-30,0.4587
2020-01-31,0.0
2020-02-03,-0.4566
2020-02-07,0.0
2020-02-10,0.0
2020-02-11,0.7339
2020-02-12,0.0
2020-02-19,0.0
2020-02-20,-0.7286
2020-02-21,0.0
2020-02-24,1.6514
2020-04-24,8.574
2020-05-14,-0.2494
2020-05-18,-9.9333
2020-06-08,8.9933
2020-06-10,35.8761
2020-06-11,0.586
2020-06-12,0.9317
2020-06-16,-9.723700000000001
2020-06-17,7.3627
2020-06-19,-2.9840999999999998
2020-06-24,-14.856
2020-06-25,8.3782
2020-06-26,1.2766
2020-06-29,12.0448
2020-07-01,-2.0644
2020-07-02,-11.4757
2020-07-06,19.021
2020-07-09,6.6021
2020-07-10,-16.5341
2020-07-17,12.1852
2020-07-22,-6.0388
2020-07-29,-4.7453
2020-07-31,-7.0508
