ticker,VTR US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-4.4776
2000-01-04,0.0
2000-01-05,-1.5625
2000-01-06,1.5873
2000-01-07,-1.5625
2000-01-10,1.5873
2000-01-11,-1.5625
2000-01-12,-1.5873
2000-01-13,1.6129
2000-01-14,1.5873
2000-01-18,1.5625
2000-01-19,0.0
2000-01-20,-1.5385
2000-01-21,-1.5625
2000-01-24,-6.3492
2000-01-25,-5.0847
2000-01-26,0.0
2000-01-27,0.0
2000-01-28,-1.7856999999999998
2000-01-31,5.4545
2000-02-01,1.7241
2000-02-02,1.6949
2000-02-03,-1.6667
2000-02-04,-5.0847
2000-02-07,5.3571
2000-02-08,-5.0847
2000-02-09,0.0
2000-02-10,-1.7856999999999998
2000-02-11,-5.4545
2000-02-14,-1.9231
2000-02-15,0.0
2000-02-16,3.9215999999999998
2000-02-17,0.0
2000-02-18,0.0
2000-02-22,0.0
2000-02-23,0.0
2000-02-24,0.0
2000-02-25,1.8868
2000-02-28,1.8519
2000-02-29,-1.8182
2000-03-01,-1.8519
2000-03-02,1.8868
2000-03-03,5.5556
2000-03-06,0.0
2000-03-07,-1.7544
2000-03-08,-3.5714
2000-03-09,-3.7037
2000-03-10,-1.9231
2000-03-13,5.8824
2000-03-14,-7.4074
2000-03-15,-10.0
2000-03-16,11.1111
2000-03-17,-6.0
2000-03-20,0.0
2000-03-21,17.0213
2000-03-22,9.0909
2000-03-23,-13.3333
2000-03-24,0.0
2000-03-27,-1.9231
2000-03-28,-1.9607999999999999
2000-03-29,2.0
2000-03-30,3.9215999999999998
2000-03-31,0.0
2000-04-03,0.0
2000-04-04,3.7736
2000-04-05,-1.8182
2000-04-06,1.8519
2000-04-07,3.6364
2000-04-10,3.5088
2000-04-11,1.6949
2000-04-12,3.3333
2000-04-13,-1.6129
2000-04-14,-6.5574
2000-04-17,3.5088
2000-04-18,1.6949
2000-04-19,1.6667
2000-04-20,0.0
2000-04-24,-1.6393
2000-04-25,3.3333
2000-04-26,0.0
2000-04-27,0.0
2000-04-28,1.6129
2000-05-01,4.7619
2000-05-02,0.0
2000-05-03,0.0
2000-05-04,0.0
2000-05-05,-1.5152
2000-05-08,0.0
2000-05-09,-4.6154
2000-05-10,0.0
2000-05-11,0.0
2000-05-12,0.0
2000-05-15,1.6129
2000-05-16,-3.1746
2000-05-17,-1.6393
2000-05-18,0.0
2000-05-19,-3.3333
2000-05-22,5.1724
2000-05-23,-1.6393
2000-05-24,3.3333
