ticker,HYACU US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2019-06-07,1.0
2019-06-10,0.0
2019-06-11,-0.198
2019-06-12,0.0992
2019-06-13,0.0
2019-06-14,0.0991
2019-06-17,0.099
2019-06-18,-0.0999
2019-06-19,0.102
2019-06-20,-0.1009
2019-06-21,0.0
2019-06-24,0.0
2019-06-25,0.101
2019-06-26,0.7893
2019-06-27,0.2061
2019-06-28,-0.0098
2019-07-01,-0.0979
2019-07-02,-0.2941
2019-07-03,0.0
2019-07-08,0.0983
2019-07-09,0.5462
2019-07-10,-0.0547
2019-07-11,0.6843
2019-07-12,0.0
2019-07-15,-0.4854
2019-07-17,-0.2439
2019-07-18,0.6357
2019-07-19,-0.0972
2019-07-22,0.0973
2019-07-23,0.3887
2019-07-24,-0.1936
2019-07-25,0.2037
2019-07-26,-0.0097
2019-07-29,0.1936
2019-07-30,-0.1932
2019-07-31,-0.2904
2019-08-02,0.2039
2019-08-05,0.3246
2019-08-06,-0.0435
2019-08-08,0.1923
2019-08-15,-0.1919
2019-08-16,0.1932
2019-08-20,0.0
2019-08-26,-0.1929
2019-08-27,0.0
2019-08-28,-0.2126
2019-08-29,0.213
2019-08-30,0.0
2019-09-05,0.0
2019-09-06,0.4831
2019-09-09,-0.3846
2019-09-10,-0.0965
2019-09-11,-0.4831
2019-09-12,0.0
2019-09-13,0.1369
2019-09-17,-0.2007
2019-09-18,0.0641
2019-09-19,0.3883
2019-09-20,-0.3868
2019-09-23,0.3883
2019-09-24,0.0
2019-09-25,-0.0967
2019-09-30,0.0
2019-10-03,0.0
2019-10-04,-0.1936
2019-10-08,0.388
2019-10-09,0.1932
2019-10-10,-0.1929
2019-10-11,0.0966
2019-10-14,0.3861
2019-10-18,0.0
2019-10-22,0.0
2019-10-23,-0.3846
2019-10-24,0.8687
2019-10-28,-0.4785
2019-10-29,0.4808
2019-10-30,-0.1426
2019-10-31,-0.1447
2019-11-01,0.2879
2019-11-05,0.0
2019-11-06,0.2871
2019-11-07,0.1908
2019-11-08,-0.2857
2019-11-11,0.0
2019-11-14,1.2416
2019-11-15,-1.1887
2019-11-19,0.2797
2019-11-20,-0.317
2019-11-21,-0.0955
2019-11-22,-0.2868
2019-11-25,0.0
2019-11-26,0.1918
2019-11-27,-0.0957
2019-11-29,0.0
2019-12-02,0.0
2019-12-03,0.0
2019-12-04,-0.5747
2019-12-05,0.6744
2019-12-06,-0.0957
2019-12-09,0.0958
2019-12-10,-0.0957
2019-12-11,0.8793
2019-12-12,-0.112
2019-12-13,-0.1901
2019-12-17,-0.06
2019-12-18,0.06
2019-12-20,0.0952
2019-12-26,0.0
2019-12-27,-0.0951
2020-01-02,-0.2857
2020-01-03,-0.0936
2020-01-06,0.1893
2020-01-07,0.5821
2020-01-08,0.4174
2020-01-09,0.1417
2020-01-10,0.1887
2020-01-13,0.3766
2020-01-14,0.0
2020-01-15,-0.0938
2020-01-17,0.0
2020-01-21,0.7577
2020-01-22,0.4594
2020-01-23,-0.4638
2020-01-24,0.2796
2020-01-27,-0.0929
2020-02-05,-0.2791
2020-02-06,-0.1866
2020-02-10,0.0
2020-02-11,-0.1869
2020-02-12,0.1873
2020-02-13,0.4673
2020-02-18,-0.2791
2020-02-19,1.2127
2020-02-20,0.4608
2020-02-21,0.0
2020-02-27,0.0
2020-02-28,0.0
2020-03-02,-0.0917
2020-03-03,1.0101
2020-03-04,0.1818
2020-03-05,-0.1815
2020-03-06,0.0
2020-03-09,-0.9091
2020-03-10,-0.4587
2020-03-11,-0.4608
2020-03-12,-0.9259
2020-03-13,0.7477
2020-03-17,-0.7421
2020-03-19,-6.5421
2020-03-20,1.0
2020-03-23,0.0
2020-03-24,-0.9901
2020-03-25,0.0
2020-03-26,0.65
2020-03-30,-0.149
2020-03-31,0.4975
2020-04-01,0.495
2020-04-06,0.9852
2020-04-09,0.4878
2020-04-24,2.9126
2020-04-27,-0.9434
2020-04-29,1.4285999999999999
2020-05-15,-0.0939
2020-05-22,1.8797000000000001
2020-06-04,-0.9225
2020-06-15,-0.3724
2020-06-16,0.3738
2020-06-18,0.0931
2020-06-22,0.0
2020-06-23,-1.0233
2020-06-25,2.2556
2020-06-29,-0.5515
2020-06-30,1.2015
2020-07-01,-5.0228
2020-07-02,5.0481
2020-07-06,-1.5561
2020-07-07,-0.2129
2020-07-08,1.0986
2020-07-13,-1.3825
2020-07-14,1.4019
2020-07-15,0.0
2020-07-16,0.4608
2020-07-17,-1.6514
2020-07-20,-0.1073
2020-07-21,1.3214000000000001
2020-07-22,-0.6452
2020-07-23,0.1855
2020-07-24,0.7407
2020-07-27,-0.2757
2020-07-30,0.1521
2020-07-31,-1.5322
