ticker,ACRE US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2012-04-26,-2.7027
2012-04-27,-1.0
2012-04-30,0.8979
2012-05-01,0.1112
2012-05-02,-0.8889
2012-05-03,-0.5045
2012-05-04,-1.2394
2012-05-07,-0.1711
2012-05-08,-0.8
2012-05-09,-3.2258
2012-05-10,-1.6071
2012-05-11,0.4235
2012-05-14,0.1807
2012-05-15,-0.3608
2012-05-16,-0.4225
2012-05-17,-0.303
2012-05-18,1.8845
2012-05-21,1.432
2012-05-22,-3.1765
2012-05-23,0.5468
2012-05-24,1.0272
2012-05-25,-0.4785
2012-05-29,-0.1803
2012-05-30,-0.3612
2012-05-31,-0.3625
2012-06-01,-0.849
2012-06-04,1.3456000000000001
2012-06-05,1.3881000000000001
2012-06-06,2.2024
2012-06-07,1.9220000000000002
2012-06-08,-1.0286
2012-06-11,-0.0577
2012-06-12,0.8088
2012-06-13,0.2865
2012-06-14,0.0
2012-06-15,2.7429
2012-06-18,-2.5584
2012-06-19,-1.0845
2012-06-20,1.7311
2012-06-21,-2.8928000000000003
2012-06-22,1.6939
2012-06-25,-1.838
2012-06-26,-0.3511
2012-06-27,1.3506
2012-06-28,0.0
2012-06-29,1.6279
2012-07-02,-0.5721
2012-07-03,-0.1726
2012-07-05,-0.8646
2012-07-06,-1.6279
2012-07-09,-0.0591
2012-07-10,1.5375999999999999
2012-07-11,-1.8637000000000001
2012-07-12,-0.4154
2012-07-13,1.0727
2012-07-16,-1.0024
2012-07-17,0.0
2012-07-18,-0.2978
2012-07-19,0.6571
2012-07-20,-0.1187
2012-07-23,-0.5348
2012-07-24,0.8961
2012-07-25,-1.1249
2012-07-26,0.2994
2012-07-27,0.2388
2012-07-30,-0.4169
2012-07-31,0.1196
2012-08-01,-1.374
2012-08-02,1.5142
2012-08-03,0.4177
2012-08-06,-0.3565
2012-08-07,-0.1193
2012-08-08,-0.4179
2012-08-09,0.4796
2012-08-10,0.0
2012-08-13,-0.4177
2012-08-14,-1.2582
2012-08-15,0.9709
2012-08-16,-0.6611
2012-08-17,-0.8469
2012-08-20,0.183
2012-08-21,0.0
2012-08-22,-0.6699
2012-08-23,0.3679
2012-08-24,0.733
2012-08-27,-0.7884
2012-08-28,0.9169
2012-08-29,0.6057
2012-08-30,0.301
2012-08-31,1.0804
2012-09-04,0.9501
2012-09-05,-0.1176
2012-09-06,1.119
2012-09-07,-1.1066
2012-09-10,0.8834
2012-09-11,0.0584
2012-09-12,-0.4084
2012-09-13,1.8161
