ticker,MVPT US Equity
2007-10-19,-14.0625
2007-10-22,0.0
2007-10-23,9.0909
2007-10-24,-0.8333
2007-10-25,-4.2017
2007-10-26,-21.0526
2007-10-29,0.0
2007-10-30,-5.5556
2007-10-31,-3.5294
2007-11-01,-12.1951
2007-11-02,-11.1111
2007-11-05,6.25
2007-11-06,0.0
2007-11-07,0.0
2007-11-08,0.0
2007-11-09,0.0
2007-11-12,17.647100000000002
2007-11-15,0.0
2007-11-16,2.5
2007-11-19,-14.6341
2007-11-20,2.8571
2007-11-21,-2.7778
2007-11-26,0.0
2007-11-27,0.0
2007-11-29,17.1429
2007-11-30,-14.6341
2007-12-03,17.1429
2007-12-04,-14.6341
2007-12-07,45.7143
2007-12-10,-27.451
2007-12-13,18.9189
2007-12-14,-15.9091
2007-12-18,8.1081
2007-12-19,-12.5
2007-12-20,0.0
2007-12-21,0.0
2007-12-24,0.0
2007-12-26,0.0
2007-12-27,0.0
2007-12-28,0.0
2007-12-31,0.0
2008-01-02,0.0
2008-01-03,0.0
2008-01-04,0.0
2008-01-09,0.0
2008-01-10,0.0
2008-01-11,0.0
2008-01-16,0.0
2008-01-17,11.4286
2008-01-18,0.0
2008-01-23,-10.2564
2008-01-24,4.2857
2008-01-25,-4.1096
2008-01-28,-14.2857
2008-01-29,0.0
2008-01-30,16.6667
2008-01-31,-14.2857
2008-02-01,0.0
2008-02-05,-16.6667
2008-02-06,20.0
2008-02-07,-16.6667
2008-02-08,0.0
2008-02-11,-4.0
2008-02-12,16.6667
2008-02-14,7.1429
2008-02-15,-23.3333
2008-02-19,8.6957
2008-02-20,0.0
2008-02-21,0.0
2008-02-22,-8.0
2008-02-26,8.6957
2008-02-27,18.0
2008-02-28,0.0
2008-02-29,22.0339
2008-03-03,-8.3333
2008-03-04,3.0303
2008-03-05,2.9412000000000003
2008-03-06,0.0
2008-03-07,-2.8571
2008-03-10,-5.8824
2008-03-11,18.75
2008-03-12,-13.1579
2008-03-13,0.0
2008-03-14,0.0
2008-03-17,-6.0606
2008-03-18,1.6129
2008-03-19,-1.5873
2008-03-20,9.6774
2008-03-24,-8.8235
2008-03-25,0.0
2008-03-26,0.0
2008-03-31,0.8065
2008-04-01,2.4
2008-04-02,-3.125
2008-04-04,3.2258
2008-04-07,-6.25
2008-04-08,-3.3333
2008-04-09,-10.3448
2008-04-10,0.0
2008-04-11,0.0
2008-04-14,-3.8462
2008-04-16,0.0
2008-04-18,-1.0
2008-04-21,-3.0303
2008-04-22,4.1667
2008-04-23,-2.0
2008-04-24,6.1224
2008-04-25,-4.8077
2008-04-29,-1.0101
2008-05-02,0.0
2008-05-05,0.0
2008-05-06,0.0
2008-05-07,2.0408
2008-05-08,8.0
2008-05-09,0.0
2008-05-12,11.1111
2008-05-13,11.6667
2008-05-14,1.4925
2008-05-15,2.2059
2008-05-16,9.3525
2008-05-19,-5.2632
2008-05-20,2.7778
2008-05-21,2.7027
2008-05-23,5.2632
2008-05-27,37.5
2008-05-28,0.0
2008-05-29,-14.5455
2008-05-30,0.0
2008-06-02,6.383
2008-06-03,-1.0
2008-06-05,0.0
2008-06-06,-1.0101
2008-06-09,0.0
2008-06-10,0.0
2008-06-11,2.0408
2008-06-12,0.0
2008-06-13,4.0
2008-06-18,1.9231
2008-06-19,0.0
2008-06-20,-0.9434
2008-06-23,-4.7619
2008-06-24,0.0
2008-06-25,0.0
2008-06-26,6.0
2008-06-27,-5.6604
2008-06-30,0.0
2008-07-02,0.0
2008-07-03,-2.0
2008-07-07,-6.1224
2008-07-08,0.0
2008-07-15,-19.5652
2008-07-16,-8.1081
2008-07-17,23.5294
2008-07-23,-14.2857
2008-07-24,-2.7778
2008-07-25,11.4286
2008-07-28,-5.1282
2008-07-29,5.4054
2008-07-30,-5.1282
2008-07-31,-2.7027
2008-08-01,11.1111
2008-08-04,-10.0
2008-08-07,0.0
2008-08-08,0.0
2008-08-11,5.5556
2008-08-12,2.6316
2008-08-13,2.5641
2008-08-14,0.0
2008-08-15,12.5
2008-08-19,6.6667
2008-08-20,2.0833
2008-08-21,0.0
2008-08-25,6.1224
2008-08-26,1.9231
2008-08-27,3.7736
2008-08-28,-1.8182
2008-08-29,-5.5556
2008-09-03,-31.3725
2008-09-08,28.5714
2008-09-12,-22.2222
2008-09-16,-20.0
2008-09-17,7.1429
2008-09-18,33.3333
2008-09-19,-25.0
2008-09-23,0.0
2008-09-24,0.0
2008-09-25,0.0
2008-09-29,0.0
2008-09-30,-16.6667
2008-10-03,20.0
2008-10-06,-16.6667
2008-10-07,8.0
2008-10-08,0.0
2008-10-09,-3.7037
2008-10-10,0.0
2008-10-13,34.6154
2008-10-15,-25.7143
2008-10-20,38.4615
2008-10-27,0.0
2008-10-28,0.0
2008-10-29,-16.6667
2008-10-30,0.0
2008-11-03,16.6667
2008-11-05,-2.8571
2008-11-06,-14.7059
2008-11-07,-10.3448
2008-11-10,-15.3846
2008-11-11,0.0
2008-11-13,13.6364
2008-11-17,-12.0
2008-11-18,-9.0909
2008-11-19,0.0
2008-11-21,0.0
2008-11-24,20.0
2008-11-25,-16.6667
2008-11-26,-15.0
2008-11-28,-35.2941
2008-12-01,81.8182
2008-12-02,-40.0
2008-12-05,50.0
2008-12-08,-16.6667
2008-12-12,0.0
2008-12-15,20.0
2008-12-18,-30.5556
2008-12-22,40.0
2008-12-23,0.0
2008-12-29,0.0
2008-12-30,-31.4286
2009-01-05,104.1667
2009-01-06,0.0
2009-01-09,-38.7755
2009-01-12,0.0
2009-01-13,-13.3333
2009-01-14,0.0
2009-01-20,76.9231
2009-01-23,-47.8261
2009-01-26,91.6667
2009-01-29,-34.7826
2009-01-30,-20.0
2009-02-02,66.6667
2009-02-09,-27.5
2009-02-12,0.0
2009-02-13,3.4483
2009-02-17,33.3333
2009-02-18,-20.0
2009-02-23,18.75
2009-02-25,0.0
2009-03-02,5.2632
2009-03-03,-7.5
2009-03-05,0.0
2009-03-06,0.0
2009-03-09,35.1351
2009-03-12,-20.0
2009-03-13,20.0
2009-03-16,4.1667
2009-03-18,-4.0
2009-03-19,-37.5
2009-03-20,0.0
2009-03-23,60.0
2009-03-26,-37.5
2009-04-06,46.6667
2009-05-07,-31.8182
2009-05-08,0.0
2009-05-22,0.0
2009-05-27,0.0
2009-05-28,0.0
2009-06-01,0.0
2009-06-02,33.3333
2009-06-03,-25.0
2009-06-04,0.0
2009-06-12,0.0
2009-06-26,0.0
2009-07-10,0.0
2009-07-14,0.0
2009-07-22,-26.6667
2009-07-23,0.0
2009-07-31,0.0
2009-08-03,0.0
2009-08-04,0.0
2009-08-10,81.8182
2009-08-11,0.0
2009-08-20,-45.0
2009-08-24,81.8182
2009-08-25,0.0
2009-09-03,0.0
2009-09-04,0.0
2009-09-10,0.0
2009-09-11,0.0
2009-09-14,0.0
2009-09-18,0.0
2009-09-24,-45.0
2009-09-25,81.8182
2009-09-29,0.0
2009-09-30,0.0
2009-10-02,0.0
2009-10-08,0.0
2009-10-15,0.0
2009-10-20,-35.0
2009-10-23,53.8462
2009-11-03,-45.0
2009-11-05,-9.0909
2009-11-11,0.0
2009-11-18,0.0
2009-11-23,0.0
2009-12-02,-20.0
2009-12-03,0.0
2009-12-04,0.0
2009-12-10,12.5
2009-12-21,-11.1111
2009-12-24,-12.5
2010-01-13,0.0
2010-01-19,0.0
2010-02-02,0.0
2010-02-05,0.0
2010-03-16,0.0
2010-03-17,0.0
2010-03-22,-14.2857
2010-03-23,0.0
2010-04-13,0.0
2010-04-20,0.0
2010-06-15,0.0
2010-06-21,0.0
2010-07-12,0.0
2010-07-15,0.0
2010-07-16,0.0
2010-08-05,0.0
2010-08-30,0.0
2010-09-01,0.0
2010-09-09,0.0
2010-09-24,-16.6667
2010-10-06,0.0
2010-12-10,-40.0
2010-12-16,0.0
2010-12-29,-33.3333
2010-12-30,0.0
2011-01-13,0.0
2011-01-18,0.0
2011-01-25,100.0
2011-01-31,-92.5
2011-02-15,-89.5833
2011-02-17,220.0
2011-02-22,12.5
2011-03-07,5.5556
2011-03-25,4952.6316
2011-03-31,-98.0208
2011-06-06,10.526299999999999
2011-06-24,0.0
2011-08-02,0.0
2011-08-12,0.0
2011-09-26,14.2857
2011-10-06,0.0
2011-11-09,-87.5
2011-11-14,166.6667
2011-11-16,0.0
2011-12-07,-62.5
2011-12-12,66.6667
2011-12-19,0.0
2011-12-28,0.0
2012-01-17,-40.0
2012-02-16,333.3333
2012-02-27,1130.7692
2012-03-12,0.0
2012-04-16,0.0
2012-05-02,0.0
2012-06-01,0.0
2012-08-17,0.0
2012-08-20,0.0
2012-09-05,0.0
2012-09-25,0.0
2012-12-12,0.0
2013-01-04,100.0
2013-01-07,0.0
2013-01-24,400.0
2013-01-28,0.0
2013-02-04,0.0
2013-02-07,0.0
2013-02-12,0.0
2013-02-19,0.0
2013-02-20,0.0
2013-02-21,-10.0
2013-02-25,11.1111
2013-02-28,0.0
2013-03-11,0.0
2013-03-25,0.0
2013-03-26,-80.0
2013-04-08,900.0
2013-04-09,0.0
2013-04-15,-75.0
2013-04-17,300.0
2013-04-22,-75.0
2013-06-14,290.0
2013-06-17,0.0
2013-06-18,0.0
2013-06-21,-64.1026
2013-06-24,178.5714
2013-06-28,0.0
2013-07-08,0.0
2013-07-22,-58.9744
2013-07-29,143.75
2013-08-06,-58.9744
2013-08-13,137.5
2013-08-14,-57.8947
2013-08-22,125.0
2013-08-28,-27.7778
2013-09-12,-53.8462
2013-09-19,0.0
2013-09-23,0.0
2013-09-27,0.0
2013-09-30,0.0
2013-11-04,0.0
2013-11-14,-33.3333
2013-12-09,0.0
2013-12-23,-25.0
2014-01-10,-33.3333
2014-02-13,0.0
2014-03-07,0.0
2014-04-22,-10.0
2014-05-23,0.0
2014-06-20,0.0
2014-06-26,0.0
2014-07-02,122.2222
2014-07-03,0.0
2014-07-07,0.0
2014-07-08,0.0
2014-07-09,0.0
2014-07-14,0.0
2014-07-15,-50.0
2014-07-29,100.0
2014-07-31,0.0
2014-08-21,-50.0
2014-09-08,0.0
2014-09-19,0.0
2014-10-27,0.0
2014-10-28,0.0
2014-10-30,0.0
2014-11-12,0.0
2014-12-29,0.0
2014-12-31,0.0
2015-01-06,0.0
2015-01-12,0.0
2015-02-11,125.0
2015-02-17,11.1111
2015-02-27,0.0
2015-03-02,20.0
2015-03-05,0.0
2015-03-09,-33.3333
2015-03-23,0.0
2015-03-31,0.0
2015-04-06,0.0
2015-04-14,50.0
2015-05-01,-33.3333
2015-06-09,0.0
2015-06-16,0.0
2015-06-19,0.0
2015-11-19,0.0
2016-01-26,0.0
2016-01-28,50.0
2016-03-09,-33.3333
2016-03-17,0.0
2016-04-04,0.0
2016-04-28,-13.4375
2016-05-09,-13.3574
2016-05-11,0.0
2016-05-12,0.0
2016-06-10,0.0
2016-08-30,0.0
2016-11-17,0.4167
2016-11-22,25.1037
2017-01-12,6.136
2017-01-27,-25.0
2017-04-06,0.4167
2017-04-19,-0.4149
2017-04-25,0.0
2017-05-30,0.0
2017-06-07,0.0
2017-06-20,0.0
2017-06-28,0.0
2017-07-10,0.0
2017-07-12,7.6667
2017-08-02,0.0
2017-09-12,-7.1207
2017-09-21,-41.6667
2017-09-26,14.2857
2017-09-29,-12.5
2017-10-06,0.0
2017-10-17,0.0
2017-11-07,0.0
2017-11-29,0.0
2018-01-18,0.0
2018-02-05,5.7143
2018-03-28,-5.4054
2018-04-24,0.0
2018-06-29,0.0
2018-08-03,0.0
2018-08-06,0.0
2018-09-04,0.0
2018-10-29,0.0
2018-12-12,0.0
2019-01-24,0.0
2019-04-09,0.0
2019-07-02,-2.8571
2019-07-05,0.0
2019-07-11,-11.7647
2019-07-30,0.0
2019-09-13,-10.0
2019-09-16,0.0
2019-09-17,-25.9259
2019-09-25,20.0
2019-09-30,-17.5
2019-10-02,-3.0303
2019-10-03,56.25
2019-10-04,-26.6667
2019-10-07,0.0
2019-10-08,0.0
2019-10-18,172.7273
2019-10-21,-33.0
2019-10-22,-12.9353
2019-10-23,100.0
2019-10-24,2.8571
2019-10-25,-30.5556
2019-10-28,-28.0
2019-11-07,0.0
2019-11-11,0.0
2019-11-13,0.0
2020-01-03,0.0
2020-01-06,60.5556
2020-01-07,0.0
2020-01-09,-37.7163
2020-01-13,0.0
2020-01-15,55.5556
2020-01-16,-20.5357
2020-01-21,-21.3483
2020-01-22,3.2857
2020-01-23,10.6501
2020-01-24,0.0
2020-01-27,-19.0
2020-01-28,23.4568
2020-01-29,400.0
2020-01-30,-45.0
2020-01-31,81.8182
2020-02-03,-1.0
2020-02-04,61.6162
2020-02-05,0.0
2020-02-06,-31.25
2020-02-07,0.0
2020-02-10,18.1818
2020-02-11,0.0
2020-02-12,-2.3846
2020-02-13,0.0788
2020-02-14,12.5984
2020-02-18,-17.4825
2020-02-19,-19.4915
2020-02-20,54.7368
2020-02-21,0.4762
2020-02-24,62.4238
2020-02-25,-37.4739
2020-02-26,33.3333
2020-02-27,5.0
2020-02-28,-35.7143
2020-03-02,-8.8889
2020-03-03,-30.8943
2020-03-04,70.4706
2020-03-05,-24.0856
2020-03-06,27.2727
2020-03-09,-14.2857
2020-03-10,-2.5
2020-03-11,-29.9145
2020-03-12,10.9756
2020-03-13,-9.8901
2020-03-16,-2.3171
2020-03-17,24.8439
2020-03-18,0.0
2020-03-19,0.0
2020-03-20,36.0
2020-03-24,2.9412000000000003
2020-03-25,25.0
2020-03-26,8.5714
2020-03-27,-0.0526
2020-03-30,-5.2133
2020-03-31,0.0
2020-04-06,-43.8889
2020-04-07,83.1683
2020-04-08,-27.12
2020-04-09,33.5034
2020-04-13,33.3333
2020-04-14,0.0
2020-04-15,4.1667
2020-04-16,-4.0
2020-04-20,-27.0833
2020-04-21,37.1429
2020-04-29,-45.0
2020-05-01,78.0303
2020-05-05,-43.8298
2020-05-06,13.6364
2020-05-07,3.5
2020-05-08,-18.7762
2020-05-13,-4.8374
2020-05-14,66.6667
2020-05-20,-44.45
2020-05-21,62.0162
2020-05-26,0.0
2020-05-27,-37.7778
2020-05-28,-10.7143
2020-05-29,0.0
2020-06-02,20.0
2020-06-03,0.0
2020-06-05,-8.3333
2020-06-08,0.0
2020-06-09,-9.0909
2020-06-10,48.0
2020-06-11,102.7027
2020-06-12,16.6667
2020-06-15,100.0
2020-06-16,-14.2857
2020-06-17,-10.0
2020-06-18,-16.685200000000002
2020-06-19,-8.8686
2020-06-22,3.6585
2020-06-23,4.4706
2020-06-24,-34.4595
2020-06-25,-4.4674
2020-06-26,-1.0791
2020-06-29,89.0545
2020-06-30,-9.6172
2020-07-01,-14.8755
2020-07-02,-12.5
2020-07-07,0.5714
2020-07-10,-0.5682
2020-07-13,11.4
2020-07-15,6.4375
2020-07-17,-8.4578
2020-07-20,40.8265
2020-07-21,-6.5421
2020-07-23,0.0
2020-07-28,10.0
2020-07-30,-2.1818
