ticker,INQD US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2015-03-02,0.0
2015-03-03,-0.04
2015-03-04,-0.7603
2015-03-05,-3.2258
2015-03-06,0.0
2015-03-09,3.25
2015-03-10,21.0654
2015-03-11,-4.0
2015-03-12,-13.1944
2015-03-13,-4.0
2015-03-16,4.1667
2015-03-18,0.0
2015-03-20,-20.0
2015-03-23,0.0
2015-03-24,0.0
2015-03-25,7.0
2015-03-26,-0.9346
2015-03-27,-5.6604
2015-03-31,-2.0
2015-04-01,-1.0204
2015-04-02,0.0
2015-04-06,-1.0309
2015-04-07,-1.0417
2015-04-08,-1.0526
2015-04-09,1.0638
2015-04-10,2.0921
2015-04-13,-6.1735
2015-04-14,6.5934
2015-04-15,-6.1856
2015-04-16,2.1978
2015-04-17,3.2258
2015-04-20,-6.237
2015-04-21,0.2083
2015-04-22,-10.6777
2015-04-23,5.4844
2015-04-24,-29.4014
2015-04-27,6.6667
2015-04-28,-4.8438
2015-04-29,23.1527
2015-04-30,-2.4
2015-05-01,-12.5683
2015-05-04,15.625
2015-05-06,-5.5405
2015-05-07,0.1431
2015-05-08,-1.4285999999999999
2015-05-11,0.0
2015-05-12,0.0
2015-05-14,-1.4493
2015-05-18,-4.4118
2015-05-19,-7.6923
2015-05-20,-15.0
2015-05-21,0.0
2015-05-22,-21.5686
2015-05-26,27.4687
2015-05-27,-13.7043
2015-05-29,15.9091
2015-06-01,-17.647100000000002
2015-06-02,0.0
2015-06-03,32.9464
2015-06-04,-24.7817
2015-06-05,21.4286
2015-06-08,-1.9607999999999999
2015-06-10,2.0
2015-06-11,17.647100000000002
2015-06-12,-31.6667
2015-06-15,24.3902
2015-06-19,-12.7451
2015-06-22,10.1124
2015-06-23,-2.0408
2015-06-24,4.1667
2015-06-25,0.0
2015-06-26,2.0
2015-06-29,3.9215999999999998
2015-07-01,-3.7736
2015-07-02,-11.7647
2015-07-06,13.3333
2015-07-07,-3.9215999999999998
2015-07-08,0.0
2015-07-09,-8.1633
2015-07-13,-11.1111
2015-07-14,-12.4063
2015-07-15,28.4338
2015-07-16,6.6667
2015-07-17,0.0
2015-07-20,-6.25
2015-07-21,-4.4444
2015-07-24,4.6512
2015-07-27,0.0
2015-07-29,6.6667
2015-07-30,-6.25
2015-07-31,2.2222
2015-08-03,2.1739
2015-08-04,0.0
2015-08-06,-6.383
2015-08-07,15.9091
2015-08-10,7.8431
2015-08-11,0.0
2015-08-12,7.2727
2015-08-13,0.0
2015-08-14,-21.5254
