ticker,ARCS US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2010-11-02,250.0
2010-11-12,-92.8571
2011-02-15,280.0
2011-02-18,0.0
2011-02-23,15.7895
2011-02-24,0.0
2011-02-25,27.2727
2011-02-28,0.0
2011-03-02,60.7143
2011-03-03,-20.0
2011-03-04,-2.7778
2011-03-07,14.2857
2011-03-09,-3.0
2011-03-14,-9.7938
2011-03-22,-20.0
2011-03-24,0.0
2011-03-28,0.0
2011-04-12,-46.4286
2011-04-13,34.6667
2011-04-19,23.7624
2011-04-21,0.0
2011-04-29,20.0
2011-05-04,0.0
2011-05-06,-16.6667
2011-05-09,-16.0
2011-05-17,0.0
2011-05-25,0.0
2011-05-27,0.0
2011-06-07,33.3333
2011-06-15,0.0
2011-06-17,0.0
2011-06-20,0.0
2011-06-22,-28.5714
2011-07-28,-16.0
2011-07-29,0.0
2011-08-01,1.1905000000000001
2011-08-04,12.9412
2011-08-05,0.0
2011-08-08,-8.3333
2011-08-10,9.0909
2011-08-24,-1.0417
2011-08-31,-5.2632
2011-12-12,-55.5556
2011-12-15,0.0
2011-12-16,0.0
2011-12-27,37.5
2012-01-26,-9.0909
2012-01-30,-50.0
2012-01-31,40.0
2012-02-01,-14.2857
2012-02-02,33.3333
2012-02-03,7.5
2012-02-06,47.6744
2012-02-07,-21.2598
2012-02-08,20.0
2012-02-09,-8.3333
2012-02-10,8.9091
2012-02-13,-8.1803
2012-02-14,9.0909
2012-02-15,-5.0
2012-02-16,0.0
2012-02-17,-18.4211
2012-02-21,29.0323
2012-02-22,-19.8333
2012-02-23,-0.2079
2012-02-24,4.1667
2012-02-27,-35.0
2012-02-28,-20.0
2012-02-29,15.3846
2012-03-01,0.0
2012-03-02,-16.6667
2012-03-05,12.0
2012-03-06,-10.7143
2012-03-07,39.95
2012-03-08,0.0
2012-03-09,-14.2551
2012-03-12,-49.3333
2012-03-13,0.6579
2012-03-14,1.3072
2012-03-15,3.2258
2012-03-16,6.875
2012-03-20,-3.5088
2012-03-21,0.0
2012-03-22,-9.0909
2012-03-23,-0.6667
2012-03-26,7.3826
2012-04-02,-37.5
2012-04-03,0.0
2012-04-04,-5.0
2012-04-05,-26.3158
2012-04-09,4.2857
2012-04-10,36.9863
2012-04-12,-47.0
2012-04-13,88.6792
2012-04-16,-5.0
2012-04-17,-43.6842
2012-04-20,-6.5421
2012-04-26,0.0
2012-04-30,0.0
2012-05-04,98.0
2012-05-15,-49.4949
2012-05-16,0.0
2012-05-17,0.0
