ticker,PB US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,4.2969
2000-01-04,-2.6217
2000-01-05,1.9231
2000-01-06,-2.6414999999999997
2000-01-10,0.7752
2000-01-11,-1.5385
2000-01-12,-3.125
2000-01-13,1.6129
2000-01-14,0.0
2000-01-18,-0.7937
2000-01-19,0.0
2000-01-20,0.0
2000-01-21,-0.8
2000-01-24,1.2097
2000-01-25,-1.1952
2000-01-26,2.0161
2000-01-27,0.7905
2000-01-28,0.0
2000-01-31,0.0
2000-02-01,0.0
2000-02-02,0.0
2000-02-04,0.0
2000-02-07,0.0
2000-02-08,-0.7843
2000-02-09,0.0
2000-02-10,-0.7905
2000-02-11,1.1952
2000-02-16,-2.7559
2000-02-17,2.834
2000-02-22,-2.3622
2000-02-23,0.0
2000-02-24,-4.8387
2000-02-25,-3.3898
2000-02-28,-0.8772
2000-02-29,-0.4425
2000-03-01,0.4444
2000-03-02,-0.4425
2000-03-03,2.6667
2000-03-06,0.4329
2000-03-07,3.0172
2000-03-08,0.4184
2000-03-09,0.4167
2000-03-13,-3.7344
2000-03-14,-1.7241
2000-03-15,-0.6842
2000-03-16,-1.3333
2000-03-17,-5.4054
2000-03-20,5.7143
2000-03-21,-2.7027
2000-03-22,0.463
2000-03-23,3.2258
2000-03-24,0.0
2000-03-27,0.0
2000-03-28,0.4464
2000-03-29,4.0
2000-03-30,1.7094
2000-03-31,-0.8403
2000-04-03,0.0
2000-04-04,0.0
2000-04-05,0.0
2000-04-06,0.8475
2000-04-07,-0.8403
2000-04-10,-1.6949
2000-04-11,0.0
2000-04-12,3.4483
2000-04-13,0.0
2000-04-14,-3.3333
2000-04-17,-0.8621
2000-04-19,4.3478
2000-04-20,0.0
2000-04-24,0.0
2000-04-25,-1.6667
2000-04-27,-2.1186
2000-04-28,-3.4632
2000-05-01,3.1390000000000002
2000-05-02,2.6087
2000-05-03,2.1186
2000-05-04,-2.0747
2000-05-05,0.0
2000-05-08,0.0
2000-05-09,0.4237
2000-05-10,1.6878
2000-05-11,-2.4896
2000-05-12,0.4255
2000-05-16,0.8475
2000-05-17,0.4202
2000-05-18,-0.4184
2000-05-19,0.0
2000-05-23,-0.4202
2000-05-26,-1.2658
2000-05-30,2.1368
2000-06-01,-0.4184
2000-06-02,1.6806999999999999
2000-06-05,0.8264
2000-06-06,-0.4098
2000-06-07,0.823
2000-06-08,0.0
2000-06-12,-0.4082
2000-06-13,0.0
2000-06-14,5.5082
2000-06-15,0.0
2000-06-16,0.0
