ticker,CYAP US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2005-09-21,2.9412000000000003
2005-09-22,0.9524
2005-09-23,0.0
2005-09-26,0.9434
2005-09-27,0.0
2005-09-28,0.3738
2005-09-29,1.4898
2005-09-30,1.6514
2005-10-03,1.9856
2005-10-04,1.7699
2005-10-05,1.7391
2005-10-06,0.1709
2005-10-07,1.5358
2005-10-10,0.0
2005-10-11,2.1849
2005-10-12,0.3289
2005-10-13,0.8197
2005-10-14,0.813
2005-10-17,0.8065
2005-10-18,0.8
2005-10-19,0.7937
2005-10-20,0.0
2005-10-21,-3.622
2005-10-24,-7.6797
2005-10-25,-28.3186
2005-10-26,23.4568
2005-10-27,-6.8
2005-10-28,-3.4335
2005-10-31,-4.4444
2005-11-01,12.7907
2005-11-02,4.1237
2005-11-03,0.9901
2005-11-04,0.0
2005-11-07,-3.9215999999999998
2005-11-08,0.8163
2005-11-09,-0.8097
2005-11-10,-5.102
2005-11-11,-3.0108
2005-11-14,2.439
2005-11-15,0.0
2005-11-16,-0.4329
2005-11-17,-4.3478
2005-11-18,-1.3636
2005-11-21,-5.53
2005-11-22,-1.9512
2005-11-23,-6.7164
2005-11-25,-1.3333
2005-11-28,-8.1081
2005-11-29,2.9412000000000003
2005-11-30,-1.4285999999999999
2005-12-01,1.1594
2005-12-02,-1.7191999999999998
2005-12-05,-11.0787
2005-12-06,-1.9672
2005-12-07,-4.6823
2005-12-08,-1.4035
2005-12-09,-2.1352
2005-12-12,-3.2727
2005-12-13,-3.7594
2005-12-14,-10.1563
2005-12-15,3.9130000000000003
2005-12-16,-1.6736
2005-12-19,-2.1277
2005-12-20,2.1739
2005-12-21,-0.8511
2005-12-22,-1.2876
2005-12-23,0.0
2005-12-27,-0.8696
2005-12-28,5.2632
2005-12-29,33.3333
2005-12-30,27.5
2006-01-03,26.2255
2006-01-04,-3.8834999999999997
2006-01-05,-7.8788
2006-01-06,0.8772
2006-01-09,10.8696
2006-01-10,-0.9804
2006-01-11,4.9505
2006-01-12,0.0
2006-01-13,0.0
2006-01-17,-1.8868
2006-01-18,-1.9231
2006-01-19,0.0
2006-01-20,0.9804
2006-01-23,-0.9709
2006-01-24,-0.9804
2006-01-25,1.9802
2006-01-26,0.9709
2006-01-27,1.1538
2006-01-30,2.8517
2006-01-31,-0.1848
2006-02-01,-1.6667
2006-02-02,0.7533
2006-02-03,0.0
2006-02-06,-1.8692
2006-02-07,0.381
2006-02-08,2.277
2006-02-09,-2.5974
2006-02-10,0.9524
