ticker,DELL US Equity
2019-05-16,2.7982
2019-05-17,-0.5301
2019-05-20,-2.0596
2019-05-21,2.4265
2019-05-22,-0.9332
2019-05-23,-4.7826
2019-05-24,0.6393
2019-05-28,0.4386
2019-05-29,-0.3162
2019-05-30,0.3172
2019-05-31,-10.3298
2019-06-03,-6.1965
2019-06-04,3.2580999999999998
2019-06-05,-5.5132
2019-06-06,-2.3303
2019-06-07,2.0101
2019-06-10,-0.1842
2019-06-11,0.2583
2019-06-12,-2.4107
2019-06-13,1.5086
2019-06-14,-4.6628
2019-06-17,-1.3445
2019-06-18,1.7381
2019-06-19,3.708
2019-06-20,1.8532
2019-06-21,-0.7719
2019-06-24,-1.278
2019-06-25,-1.8574000000000002
2019-06-26,1.7587000000000002
2019-06-27,-1.9162
2019-06-28,-2.7006
2019-07-01,1.4961
2019-07-02,1.2025000000000001
2019-07-03,1.4182000000000001
2019-07-05,-1.0393
2019-07-08,-2.0622
2019-07-09,-0.3704
2019-07-10,2.3288
2019-07-11,2.2758
2019-07-12,0.561
2019-07-15,2.6776
2019-07-16,1.4306
2019-07-17,0.8748
2019-07-18,1.5752000000000002
2019-07-19,-1.0281
2019-07-22,-0.669
2019-07-23,-1.7015
2019-07-24,1.3704
2019-07-25,-2.0455
2019-07-26,0.3813
2019-07-29,1.2482
2019-07-30,2.2512
2019-07-31,0.8911
2019-08-01,-0.0866
2019-08-02,-9.1524
2019-08-05,-3.797
2019-08-06,0.6942
2019-08-07,-0.7682
2019-08-08,1.8857
2019-08-09,-1.7534
2019-08-12,-1.8243
2019-08-13,0.0202
2019-08-14,-1.8578000000000001
2019-08-15,-3.4979
2019-08-16,3.2622999999999998
2019-08-19,1.2802
2019-08-20,-1.1825
2019-08-21,1.0522
2019-08-22,0.1225
2019-08-23,-6.5865
2019-08-26,1.3098
2019-08-27,-1.7452999999999999
2019-08-28,-0.6579
2019-08-29,3.245
2019-08-30,10.1775
2019-09-03,-0.8927
2019-09-04,0.2546
2019-09-05,3.3594
2019-09-06,0.8314
2019-09-09,1.7429000000000001
2019-09-10,2.1919
2019-09-11,-0.3244
2019-09-12,-2.0796
2019-09-13,-1.1819
2019-09-16,1.1026
2019-09-17,-0.4621
2019-09-18,-1.9499
2019-09-19,0.4545
2019-09-20,-2.2436
2019-09-23,2.1022
2019-09-24,-1.3978
2019-09-25,2.9502
2019-09-26,-2.9587
2019-09-27,-2.3011
2019-09-30,1.7861
2019-10-01,-0.4242
2019-10-02,-1.6654
2019-10-03,0.5514
2019-10-04,-1.5472000000000001
2019-10-07,0.4973
2019-10-08,-3.3848
2019-10-09,1.3317
2019-10-10,-0.93
2019-10-11,2.6531000000000002
2019-10-14,0.7555
2019-10-15,0.8879
2019-10-16,-1.1539
2019-10-17,-0.3364
2019-10-18,-0.9927
2019-10-21,0.2406
2019-10-22,-0.02
2019-10-23,0.6403
2019-10-24,1.4115
2019-10-25,1.3135
2019-10-28,-0.1741
2019-10-29,3.2177
2019-10-30,0.939
2019-10-31,-1.6
2019-11-01,0.6618
2019-11-04,1.127
2019-11-05,1.0958
2019-11-06,-0.1837
2019-11-07,-0.0368
2019-11-08,0.0
2019-11-11,0.3867
2019-11-12,1.6691
2019-11-13,-1.1727
2019-11-14,0.4929
2019-11-15,1.0718
2019-11-18,-0.1258
2019-11-19,1.1517
2019-11-20,-1.6723
2019-11-21,-2.8225
2019-11-22,-0.1862
2019-11-25,2.7047
2019-11-26,-3.3963
2019-11-27,-5.3958
2019-11-29,-3.6367000000000003
2019-12-02,-1.588
2019-12-03,-0.6706
2019-12-04,0.5907
2019-12-05,-0.7131
2019-12-06,-0.4647
2019-12-09,1.1248
2019-12-10,-0.6086
2019-12-11,0.739
2019-12-12,3.7518000000000002
2019-12-13,-0.303
2019-12-16,0.2837
2019-12-17,0.8891
2019-12-18,0.1402
2019-12-19,-0.22
2019-12-20,-0.5412
2019-12-23,1.6928999999999998
2019-12-24,0.7333
2019-12-26,2.3215
2019-12-27,-1.9804
2019-12-30,-0.1373
2019-12-31,0.9428
2020-01-02,1.7513
2020-01-03,-3.2893
2020-01-06,1.0085
2020-01-07,-2.5059
2020-01-08,0.4016
2020-01-09,-0.76
2020-01-10,-0.2217
2020-01-13,0.6463
2020-01-14,2.067
2020-01-15,-0.5112
2020-01-16,1.4625
2020-01-17,-1.9478
2020-01-21,-2.0858
2020-01-22,1.3187
2020-01-23,0.861
2020-01-24,-0.7743
2020-01-27,-3.6615
2020-01-28,1.1007
2020-01-29,0.5546
2020-01-30,0.8784
2020-01-31,-1.2353
2020-02-03,0.8407
2020-02-04,3.7617000000000003
2020-02-05,-0.4703
2020-02-06,4.0559
2020-02-07,-2.3273
2020-02-10,0.9492
2020-02-11,0.2879
2020-02-12,1.99
2020-02-13,-1.4071
2020-02-14,0.628
2020-02-18,-0.208
2020-02-19,1.0802
2020-02-20,-0.7312
2020-02-21,-2.3229
2020-02-24,-6.5931999999999995
2020-02-25,-4.3262
2020-02-26,-0.6274
2020-02-27,-5.16
2020-02-28,-7.1166
2020-03-02,4.7701
2020-03-03,-1.439
2020-03-04,3.8296
2020-03-05,-5.8322
2020-03-06,-3.011
2020-03-09,-8.5058
2020-03-10,7.9724
2020-03-11,-5.6208
2020-03-12,-11.3698
2020-03-13,9.8045
2020-03-16,-10.4033
2020-03-17,-2.7631
2020-03-18,-7.8225
2020-03-19,10.7032
2020-03-20,1.6583
2020-03-23,4.4629
2020-03-24,14.4667
2020-03-25,1.2612999999999999
2020-03-26,8.1342
2020-03-27,-8.9093
2020-03-30,2.7096999999999998
2020-03-31,-0.6281
2020-04-01,-6.7004
2020-04-02,0.6504
2020-04-03,-1.8848
2020-04-06,6.7783
2020-04-07,-1.3878
2020-04-08,5.2385
2020-04-09,2.9222
2020-04-13,-2.6468
2020-04-14,2.175
2020-04-15,-2.1529
2020-04-16,1.6069
2020-04-17,0.9976
2020-04-20,-1.325
2020-04-21,-8.6914
2020-04-22,3.6096
2020-04-23,0.4129
2020-04-24,2.0046
2020-04-27,1.2598
2020-04-28,1.6173
2020-04-29,6.2439
2020-04-30,-1.6133
2020-05-01,-6.3012
2020-05-04,1.375
2020-05-05,-0.8878
2020-05-06,0.7465
2020-05-07,3.1119
2020-05-08,4.5509
2020-05-11,-0.6415
2020-05-12,-2.5824
2020-05-13,-2.8876
2020-05-14,2.0229
2020-05-15,0.5495
2020-05-18,4.0152
2020-05-19,0.5939
2020-05-20,1.4078
2020-05-21,-0.6046
2020-05-22,-2.9736000000000002
2020-05-26,3.2273
2020-05-27,2.4966
2020-05-28,0.0219
2020-05-29,8.907399999999999
2020-06-01,-0.5439
2020-06-02,-0.4456
2020-06-03,-0.6918
2020-06-04,0.799
2020-06-05,2.6829
2020-06-08,2.2565
2020-06-09,-3.1552
2020-06-10,-1.2792
2020-06-11,-5.6692
2020-06-12,0.6654
2020-06-15,0.3412
2020-06-16,1.3175
2020-06-17,-0.3356
2020-06-18,-0.2104
2020-06-19,3.1632
2020-06-22,-1.2878
2020-06-23,1.491
2020-06-24,8.3452
2020-06-25,-2.8249
2020-06-26,1.2597
2020-06-29,2.89
2020-06-30,2.1949
2020-07-01,-1.2013
2020-07-02,-0.9764
2020-07-06,0.5767
2020-07-07,-2.0533
2020-07-08,2.2663
2020-07-09,-0.8495
2020-07-10,-0.4843
2020-07-13,-3.1069
2020-07-14,1.4101
2020-07-15,0.3429
2020-07-16,12.1868
2020-07-17,2.1489
2020-07-20,1.7890000000000001
2020-07-21,-0.6347
2020-07-22,1.1464
2020-07-23,-0.3886
2020-07-24,-1.1703999999999999
2020-07-27,0.2632
2020-07-28,-2.6083
2020-07-29,0.539
2020-07-30,-0.8879
2020-07-31,1.1325
