ticker,DELL US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2018-12-26,6.4892
2018-12-27,-0.6903
2018-12-28,1.861
2018-12-31,7.5721
2019-01-02,-3.5808999999999997
2019-01-03,-4.2233
2019-01-04,1.9721
2019-01-07,0.6519
2019-01-08,1.1874
2019-01-09,0.1493
2019-01-10,-3.7282
2019-01-11,-1.5933000000000002
2019-01-14,-3.7553
2019-01-15,0.4907
2019-01-16,-0.9068
2019-01-17,2.5575
2019-01-18,-0.8236
2019-01-22,1.6378
2019-01-23,1.271
2019-01-24,0.762
2019-01-25,2.113
2019-01-28,2.1564
2019-01-29,-0.1066
2019-01-30,2.4546
2019-01-31,1.2292
2019-02-01,2.1814999999999998
2019-02-04,2.3766
2019-02-05,0.4722
2019-02-06,-0.2546
2019-02-07,-0.9815
2019-02-08,2.0817
2019-02-11,1.0293
2019-02-12,3.0373
2019-02-13,0.653
2019-02-14,0.797
2019-02-15,1.1401
2019-02-19,0.0727
2019-02-20,0.9084
2019-02-21,0.0
2019-02-22,1.1522999999999999
2019-02-25,0.8188
2019-02-26,0.1589
2019-02-27,-0.8461
2019-02-28,-0.7644
2019-03-01,1.4868999999999999
2019-03-04,-2.3124000000000002
2019-03-05,-0.3975
2019-03-06,-2.5218
2019-03-07,-1.1167
2019-03-08,-1.4681
2019-03-11,3.4384
2019-03-12,1.0157
2019-03-13,0.457
2019-03-14,4.0582
2019-03-15,5.334
2019-03-18,0.4317
2019-03-19,-0.0827
2019-03-20,-1.3402
2019-03-21,1.8112
2019-03-22,-1.9106999999999998
2019-03-25,-3.7951
2019-03-26,2.7927999999999997
2019-03-27,-2.2923999999999998
2019-03-28,-1.0775
2019-03-29,3.1096
2019-04-01,2.9647
2019-04-02,1.3900000000000001
2019-04-03,0.5223
2019-04-04,-2.0296
2019-04-05,3.0825
2019-04-08,0.4662
2019-04-09,-1.2162
2019-04-10,2.5271
2019-04-11,0.9006
2019-04-12,-0.5481
2019-04-15,0.5826
2019-04-16,-1.7063000000000001
2019-04-17,-0.0637
2019-04-18,0.1594
2019-04-22,0.6364
2019-04-23,2.7668
2019-04-24,1.9231
2019-04-25,1.1320999999999999
2019-04-26,-2.4478
2019-04-29,0.2907
2019-04-30,2.8375
2019-05-01,1.7356
2019-05-02,-0.6416
2019-05-03,0.8218
2019-05-06,-0.7424
2019-05-07,-1.0265
2019-05-08,-0.5779
2019-05-09,-0.0149
2019-05-10,0.1043
2019-05-13,-4.6456
2019-05-14,3.2948
2019-05-15,2.6455
