ticker,NANN US Equity
2019-05-21,-10.0
2019-05-22,5.5556
2019-05-24,15.7895
2019-05-28,4.5455
2019-05-30,-8.6957
2019-05-31,7.1429
2019-06-03,-20.0
2019-06-06,-9.7222
2019-06-07,2.2769
2019-06-10,29.3622
2019-06-11,-5.3488
2019-06-18,-41.0319
2019-06-19,24.5
2019-06-20,33.8688
2019-06-24,-12.5
2019-06-25,-13.1429
2019-06-27,-1.3158
2019-07-01,-6.0
2019-07-05,6.383
2019-07-09,-0.1867
2019-07-11,-5.8242
2019-07-12,0.0
2019-07-15,41.844
2019-07-16,-49.95
2019-07-17,204.6953
2019-07-18,-47.541
2019-07-19,-6.25
2019-07-22,0.0
2019-07-23,15.0
2019-07-24,-13.0435
2019-07-25,20.0
2019-07-30,-16.6667
2019-07-31,0.0
2019-08-05,53.3333
2019-08-06,0.0
2019-08-07,-21.7391
2019-08-15,-30.5556
2019-08-16,-20.0
2019-08-19,0.0
2019-08-20,5.0
2019-08-21,0.0
2019-08-22,-4.6667
2019-08-28,0.0
2019-08-29,9.8901
2019-09-04,11.6364
2019-09-10,-10.4235
2019-09-11,-9.0
2019-09-12,-0.0999
2019-09-13,6.0
2019-09-16,-5.6604
2019-09-17,0.0
2019-09-18,0.0
2019-09-19,0.0
2019-09-20,0.0
2019-09-24,0.0
2019-09-25,0.0
2019-09-26,0.0
2019-09-27,0.0
2019-10-01,0.0
2019-10-02,0.0
2019-10-04,-30.0
2019-10-07,78.5714
2019-10-08,0.0
2019-10-09,-36.0
2019-10-10,0.0
2019-10-11,-12.5
2019-10-15,0.0
2019-10-16,0.0
2019-10-22,57.1429
2019-10-25,-36.2727
2019-10-29,71.184
2019-10-30,-33.3333
2019-10-31,0.0
2019-11-04,-6.25
2019-11-07,-6.6667
2019-11-08,14.2857
2019-11-12,-47.375
2019-11-15,22.5653
2019-11-18,35.6589
2019-11-20,-14.2857
2019-11-21,8.3333
2019-11-26,-7.6923
2019-11-27,0.0
2019-12-03,100.0
2019-12-04,-50.0
2019-12-06,15.0
2019-12-11,-13.0435
2019-12-12,-16.6667
2019-12-13,80.0
2019-12-16,0.0
2019-12-17,-44.4444
2019-12-18,140.0
2019-12-19,-33.3333
2019-12-20,-25.0
2019-12-23,0.0
2019-12-26,-33.3333
2019-12-30,100.0
2019-12-31,-47.375
2020-01-03,0.0
2020-01-21,0.0
2020-01-22,0.0
2020-01-28,0.0
2020-01-30,2.1378
2020-02-06,6.9767
2020-02-11,73.913
2020-02-12,0.0
2020-02-18,-47.375
2020-02-20,0.0
2020-02-21,0.0
2020-02-24,0.0
2020-02-28,-14.4893
2020-03-02,0.0
2020-03-04,0.0
2020-03-10,0.0
2020-03-11,-27.7778
2020-03-23,0.0
2020-03-25,0.3846
2020-03-30,333.1418
2020-03-31,-76.9129
2020-04-01,0.0
2020-04-16,0.0
2020-04-24,237.3563
2020-04-28,-70.3578
2020-05-07,0.0
2020-05-11,0.3831
2020-05-14,75.9542
2020-05-18,-43.3839
2020-05-19,0.0
2020-05-20,-0.3831
2020-05-21,92.3077
2020-05-26,26.0
2020-05-27,58.730199999999996
2020-05-28,0.0
2020-05-29,10.0
2020-06-01,-76.3636
2020-06-09,15.3846
2020-06-11,53.6667
2020-06-15,116.9197
2020-06-16,-20.0
2020-06-23,-37.5
2020-06-25,0.0
2020-06-26,9.0
2020-06-29,-8.2569
2020-06-30,30.0
2020-07-07,-23.0769
2020-07-09,0.0
2020-07-14,-7.8
2020-07-16,-99.2408
