ticker,NANN US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2018-04-09,50.0
2018-05-08,33.3333
2018-06-06,400.0
2018-06-07,5.0
2018-08-03,4.7619
2018-10-26,-22.7273
2018-11-21,-41.1765
2018-11-23,-68.0
2018-11-26,1.875
2018-11-27,-14.1104
2018-11-28,14.2857
2018-11-30,-6.25
2018-12-07,0.0
2018-12-11,4.0
2019-01-03,5.4487
2019-01-07,21.5805
2019-01-09,25.0
2019-01-10,4.4
2019-01-17,-47.5096
2019-01-18,20.438
2019-01-22,66.0606
2019-01-23,-1.4599
2019-01-24,-5.5556
2019-01-25,25.4902
2019-01-28,1.875
2019-01-29,68.4049
2019-01-30,15.3005
2019-01-31,10.7425
2019-02-01,-13.98
2019-02-04,24.0464
2019-02-05,2.2727
2019-02-06,2.7451
2019-02-07,9.2875
2019-02-08,3.6088
2019-02-11,4.6067
2019-02-12,-0.6445
2019-02-13,14.5946
2019-02-14,8.4906
2019-02-15,7.8261
2019-02-19,-51.4516
2019-02-20,14.4518
2019-02-21,9.8694
2019-02-22,-60.6341
2019-02-25,-47.9866
2019-02-26,69.6774
2019-02-27,-29.6578
2019-02-28,0.0
2019-03-01,-39.4595
2019-03-04,-6.25
2019-03-05,-19.0476
2019-03-06,0.6
2019-03-07,-1.7659
2019-03-08,1.1905000000000001
2019-03-11,-17.5294
2019-03-12,6.9757
2019-03-13,-4.654
2019-03-14,-11.8881
2019-03-15,-4.7778
2019-03-18,-8.3181
2019-03-19,-9.0909
2019-03-20,-40.0
2019-03-21,16.6667
2019-03-22,28.5714
2019-03-25,-6.1111
2019-03-26,11.2426
2019-03-27,0.0
2019-03-28,-36.1702
2019-03-29,10.0
2019-04-01,0.0
2019-04-02,42.3939
2019-04-03,-2.2132
2019-04-04,0.1088
2019-04-05,-19.5652
2019-04-08,0.0
2019-04-09,10.2703
2019-04-10,-6.8627
2019-04-11,-21.0526
2019-04-12,-1.0
2019-04-15,-4.0404
2019-04-17,-12.2807
2019-04-18,64.0
2019-04-22,-43.9024
2019-04-23,26.087
2019-04-24,3.4483
2019-04-25,-16.6667
2019-04-26,-2.0
2019-04-29,-1.0204
2019-04-30,-1.4433
2019-05-01,-16.318
2019-05-02,25.0
2019-05-03,-9.93
2019-05-07,-2.1317
2019-05-08,24.7873
2019-05-09,0.0
2019-05-10,-27.2727
2019-05-13,9.375
2019-05-14,9.7143
2019-05-15,-1.0417
2019-05-16,26.3158
2019-05-17,6.6667
2019-05-20,-37.5
