ticker,USCR US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2010-10-18,-6.9149
2010-10-19,-5.7143
2010-10-20,-13.9394
2010-10-21,3.5211
2010-10-22,6.8027
2010-10-25,8.2803
2010-10-26,1.7647
2010-10-27,-1.2717
2010-10-28,-0.4684
2010-10-29,-2.0
2010-11-01,-1.5606
2010-11-02,2.439
2010-11-03,0.3571
2010-11-04,0.8304
2010-11-05,-1.5293999999999999
2010-11-08,-1.4337
2010-11-09,-1.2121
2010-11-10,3.0675
2010-11-11,-1.6667
2010-11-12,0.0
2010-11-15,1.6949
2010-11-16,-1.7856999999999998
2010-11-17,-0.6061
2010-11-18,-1.2195
2010-11-19,-2.7778
2010-11-22,1.5873
2010-11-23,-6.75
2010-11-24,3.8874
2010-11-26,-6.4516
2010-11-29,-0.9655
2010-11-30,-5.8496
2010-12-01,2.8106999999999998
2010-12-02,5.7554
2010-12-03,0.0
2010-12-06,1.3605
2010-12-07,6.8456
2010-12-08,0.5025
2010-12-09,0.0
2010-12-10,0.5
2010-12-13,0.3731
2010-12-14,-0.9913
2010-12-15,0.0
2010-12-16,-1.1264
2010-12-17,-1.3924
2010-12-20,-0.5135
2010-12-21,0.0
2010-12-22,0.0
2010-12-23,-0.6452
2010-12-27,-0.2597
2010-12-28,1.6926999999999999
2010-12-29,-0.7682
2010-12-30,-1.0323
2010-12-31,-0.1304
2011-01-03,3.7859
2011-01-04,0.3774
2011-01-06,-1.0025
2011-01-07,0.0
2011-01-10,-0.6329
2011-01-11,1.9108
2011-01-12,0.0
2011-01-18,-1.25
2011-01-19,0.0
2011-01-20,0.0
2011-01-24,2.7848
2011-01-25,2.9557
2011-01-26,1.6745999999999999
2011-01-27,-2.8235
2011-01-28,5.9322
2011-01-31,0.0
2011-02-01,8.3429
2011-02-02,-5.8017
2011-02-03,-1.3437999999999999
2011-02-04,1.9296
2011-02-07,5.0111
2011-02-08,0.4242
2011-02-09,-0.7392
2011-02-10,1.4894
2011-02-11,1.153
2011-02-14,8.3938
2011-02-15,-4.2065
2011-02-16,10.0798
2011-02-17,-2.6292
2011-02-18,-10.2421
2011-02-22,-0.4149
2011-02-23,0.4167
2011-02-24,1.8659
2011-02-25,1.1215
2011-02-28,0.7049
2011-03-01,5.7
2011-03-02,-2.649
2011-03-03,-2.138
2011-03-04,-2.0854
2011-03-07,0.6592
2011-03-08,-0.6549
2011-03-09,0.7099
2011-03-10,-1.8127
2011-03-11,-0.7179
2011-03-14,0.7231
2011-03-15,0.0
