ticker,AMKR US Equity
2000-05-25,1.5244
2000-05-26,0.3003
2000-05-30,13.1737
2000-05-31,-5.291
2000-06-01,5.5866
2000-06-02,8.4656
2000-06-05,-1.5854
2000-06-06,-2.2305
2000-06-07,1.3942
2000-06-08,-1.75
2000-06-09,1.2723
2000-06-12,-3.392
2000-06-13,-6.7620000000000005
2000-06-14,-5.1604
2000-06-15,2.5
2000-06-16,-2.726
2000-06-19,3.5398
2000-06-20,-1.9943
2000-06-21,-7.2674
2000-06-22,-1.2539
2000-06-23,-4.127
2000-06-26,-8.1126
2000-06-27,-15.8559
2000-06-28,21.1991
2000-06-29,-6.1837
2000-06-30,6.4030000000000005
2000-07-03,0.885
2000-07-05,-7.193
2000-07-06,4.1588
2000-07-07,8.7114
2000-07-10,-8.6811
2000-07-11,-2.011
2000-07-12,6.3433
2000-07-13,4.2105
2000-07-14,3.8721
2000-07-17,0.6483
2000-07-18,-10.950099999999999
2000-07-19,-6.5099
2000-07-20,-1.354
2000-07-21,-4.7059
2000-07-24,-2.8807
2000-07-25,-4.714
2000-07-26,-2.3902
2000-07-27,-5.2392
2000-07-28,-3.6058
2000-07-31,9.7257
2000-08-01,-4.7727
2000-08-02,-0.716
2000-08-03,-3.8462
2000-08-04,-10.5
2000-08-07,3.0726
2000-08-08,0.0
2000-08-09,1.897
2000-08-10,-1.0638
2000-08-11,-1.0753
2000-08-14,2.9891
2000-08-15,11.8734
2000-08-16,2.1226
2000-08-17,6.2356
2000-08-18,4.7826
2000-08-21,-0.8299
2000-08-22,-1.8828
2000-08-23,4.4776
2000-08-24,1.4285999999999999
2000-08-25,-0.8048
2000-08-28,6.0852
2000-08-29,3.6329000000000002
2000-08-30,0.369
2000-08-31,0.3676
2000-09-01,0.3663
2000-09-05,-2.0073
2000-09-06,-9.1248
2000-09-07,7.1721
2000-09-08,-8.7954
2000-09-11,-1.6771
2000-09-12,-0.2132
2000-09-13,-2.9915000000000003
2000-09-14,2.6432
2000-09-15,-5.5794
2000-09-18,-2.5
2000-09-19,5.5944
2000-09-20,3.7528
2000-09-21,-5.3191
2000-09-22,-5.618
2000-09-25,-0.7143
2000-09-26,-5.9952
2000-09-27,-3.0612
2000-09-28,12.6316
2000-09-29,-2.3364
2000-10-02,-4.3062000000000005
2000-10-03,-0.75
2000-10-04,4.534
2000-10-05,0.241
2000-10-06,-1.6827
2000-10-09,0.489
2000-10-10,-12.8954
2000-10-11,-6.1453
2000-10-12,-3.5714
2000-10-13,10.4938
2000-10-16,-5.8659
2000-10-17,-7.4184
2000-10-18,-1.2821
2000-10-19,9.0909
2000-10-20,-2.5298
2000-10-23,-1.6794
2000-10-24,0.9317
2000-10-25,-9.2308
2000-10-26,-1.6949
2000-10-27,3.1034
2000-10-30,2.0067
2000-10-31,18.0328
2000-11-01,10.5556
2000-11-02,6.0302
2000-11-03,-1.1848
2000-11-06,0.9592
2000-11-07,-3.8005
2000-11-08,-6.1728
2000-11-09,-3.9474
2000-11-10,-5.4795
2000-11-13,2.6087
2000-11-14,3.9548
2000-11-15,6.5217
2000-11-16,-8.4184
2000-11-17,-1.9499
2000-11-20,-1.9886
2000-11-21,-4.9275
2000-11-22,0.2287
2000-11-24,4.943
2000-11-27,-10.1449
2000-11-28,-12.2581
2000-11-29,-6.9853
2000-11-30,0.7905
2000-12-01,7.0588
2000-12-04,-4.7619
2000-12-05,10.0
2000-12-06,-12.2378
2000-12-07,0.7968
2000-12-08,12.6482
2000-12-11,3.8596
2000-12-12,-1.6892
2000-12-13,-9.622
2000-12-14,-6.0837
2000-12-15,-2.0243
2000-12-18,-4.5455
2000-12-19,-3.0303
2000-12-20,-10.267900000000001
2000-12-21,-4.4776
2000-12-22,4.1667
2000-12-26,7.0
2000-12-27,9.8131
2000-12-28,8.0851
2000-12-29,-2.2638
2001-01-02,-5.7402
2001-01-03,24.7863
2001-01-04,2.3973
2001-01-05,-2.0067
2001-01-08,-1.7065000000000001
2001-01-09,4.1667
2001-01-10,3.3333
2001-01-11,9.6774
2001-01-12,0.0
2001-01-16,-0.5882
2001-01-17,6.213
2001-01-18,0.2786
2001-01-19,1.9444
2001-01-22,2.9973
2001-01-23,-2.9101
2001-01-24,-2.9973
2001-01-25,-3.0899
2001-01-26,0.0
2001-01-29,5.5072
2001-01-30,2.4725
2001-01-31,-2.4129
2001-02-01,-2.1978
2001-02-02,-6.7416
2001-02-05,-2.4096
2001-02-06,-1.2346
2001-02-07,-5.3125
2001-02-08,-2.3102
2001-02-09,-3.3784
2001-02-12,1.049
2001-02-13,1.7301
2001-02-14,13.6054
2001-02-15,9.2814
2001-02-16,-5.2055
2001-02-20,-9.5376
2001-02-21,0.3195
2001-02-22,0.3185
2001-02-23,0.3175
2001-02-26,0.3165
2001-02-27,-7.2555
2001-02-28,-11.2245
2001-03-01,1.5326
2001-03-02,4.1509
2001-03-05,6.1594
2001-03-06,5.1195
2001-03-07,-9.0909
2001-03-08,1.7856999999999998
2001-03-09,-1.7544
2001-03-12,-11.4286
2001-03-13,14.9194
2001-03-14,2.1053
2001-03-15,-5.8419
2001-03-16,-5.8394
2001-03-19,6.5891
2001-03-20,-5.8182
2001-03-21,1.9304999999999999
2001-03-22,10.9848
2001-03-23,6.8259
2001-03-26,-1.5974
2001-03-27,-0.6494
2001-03-28,-7.1895
2001-03-29,-3.5211
2001-03-30,-4.7445
2001-04-02,-4.2146
2001-04-03,-2.8
2001-04-04,-2.0576
2001-04-05,7.9832
2001-04-06,-3.1128
2001-04-09,-3.1647
2001-04-10,10.3517
2001-04-11,6.7348
2001-04-12,4.3944
2001-04-16,-3.6158
2001-04-17,-1.6797
2001-04-18,9.3394
2001-04-19,9.6354
2001-04-20,-4.5131
2001-04-23,-6.2687
2001-04-24,-3.3970000000000002
2001-04-25,5.7692
2001-04-26,-2.0779
2001-04-27,10.0265
2001-04-30,4.8698
2001-05-01,5.1954
2001-05-02,3.2343
2001-05-03,-5.8848
2001-05-04,1.2191
2001-05-07,2.2177
2001-05-08,5.9565
2001-05-09,-0.4924
2001-05-10,-0.4124
2001-05-11,-4.9275
2001-05-14,-3.4408
2001-05-15,4.24
2001-05-16,2.6828
2001-05-17,5.3519
2001-05-18,-9.16
2001-05-21,-0.2202
2001-05-22,-0.6178
2001-05-23,-5.7726
2001-05-24,-5.4193999999999996
2001-05-25,0.6477
2001-05-29,-3.6139
2001-05-30,-3.0817
2001-05-31,3.4976
2001-06-01,1.7409
2001-06-04,0.7046
2001-06-05,9.2454
2001-06-06,-3.8426
2001-06-07,7.2788
2001-06-08,0.7982
2001-06-11,-3.7396000000000003
2001-06-12,3.2907
2001-06-13,-0.2655
2001-06-14,-5.5901
2001-06-15,-1.0808
2001-06-18,-3.943
2001-06-19,-3.3136
2001-06-20,0.4604
2001-06-21,-1.1202
2001-06-22,2.2657
2001-06-25,-0.3021
2001-06-26,0.202
2001-06-27,-1.4113
2001-06-28,8.9468
2001-06-29,3.7072000000000003
2001-07-02,1.7195
2001-07-03,-2.8914999999999997
2001-07-05,-6.2758
2001-07-06,-7.2825
2001-07-09,-0.2636
2001-07-10,-4.8097
2001-07-11,-0.8884
2001-07-12,7.563
2001-07-13,-0.625
2001-07-16,-7.652
2001-07-17,3.9728
2001-07-18,-3.6026
2001-07-19,4.983
2001-07-20,-6.1489
2001-07-23,-2.3563
2001-07-24,-5.6504
2001-07-25,-0.3119
2001-07-26,6.0701
2001-07-27,4.3068
2001-07-30,0.1131
2001-07-31,2.8249
2001-08-01,4.5055
2001-08-02,0.1052
2001-08-03,-0.9979
2001-08-06,-2.7056
2001-08-07,-1.5812
2001-08-08,-1.385
2001-08-09,-1.0112
2001-08-10,0.681
2001-08-13,1.3529
2001-08-14,-1.891
2001-08-15,-1.0204
2001-08-16,-5.3837
2001-08-17,-3.753
2001-08-20,-0.6289
2001-08-21,-3.5443
2001-08-22,2.4278
2001-08-23,0.5766
2001-08-24,5.3503
2001-08-27,0.1814
2001-08-28,-0.9053
2001-08-29,-3.8977
2001-08-30,-0.0634
2001-08-31,3.8681
2001-09-04,-0.2442
2001-09-05,-6.4259
2001-09-06,-5.036
2001-09-07,0.2066
2001-09-10,3.9175
2001-09-17,-9.3915
2001-09-18,-4.8905
2001-09-19,-8.2886
2001-09-20,-4.1841
2001-09-21,-0.8734
2001-09-24,2.6432
2001-09-25,1.1159
2001-09-26,-6.2818
2001-09-27,-2.6268000000000002
2001-09-28,-2.1395
2001-10-01,-7.6046
2001-10-02,-2.7778
2001-10-03,-0.3175
2001-10-04,16.3482
2001-10-05,-3.4672
2001-10-08,9.6408
2001-10-09,-6.7241
2001-10-10,2.1257
2001-10-11,12.8507
2001-10-12,-0.1604
2001-10-15,-4.4177
2001-10-16,0.8403
2001-10-17,-9.25
2001-10-18,1.5611000000000002
2001-10-19,1.085
2001-10-22,3.1306
2001-10-23,-2.8621
2001-10-24,8.9286
2001-10-25,-1.6393
2001-10-26,11.75
2001-10-29,-5.2946
2001-10-30,-3.1496
2001-10-31,1.2195
2001-11-01,8.4337
2001-11-02,0.5185
2001-11-05,3.4635
2001-11-06,0.8547
2001-11-07,0.565
2001-11-08,1.6854
2001-11-09,1.5192999999999999
2001-11-12,0.1361
2001-11-13,5.6386
2001-11-14,2.4436999999999998
2001-11-15,1.5066000000000002
2001-11-16,-4.0198
2001-11-19,-1.4175
2001-11-20,-6.6667
2001-11-21,-0.7003
2001-11-23,4.3724
2001-11-26,1.3514
2001-11-27,3.8667
2001-11-28,-2.6958
2001-11-29,3.1003
2001-11-30,-0.3839
2001-12-03,-1.0983
2001-12-04,7.3446
2001-12-05,9.0139
2001-12-06,-2.1088
2001-12-07,0.0567
2001-12-10,-3.0028
2001-12-11,-0.7009
2001-12-12,-0.2353
2001-12-13,-7.0165
2001-12-14,-0.4439
2001-12-17,3.6306000000000003
2001-12-18,0.4917
2001-12-19,-1.7125
2001-12-20,-6.7206
2001-12-21,3.1354
2001-12-24,-0.8409
2001-12-26,0.5871
2001-12-27,2.1401
2001-12-28,1.3333
2001-12-31,0.4386
2002-01-02,3.5183999999999997
2002-01-03,9.1358
2002-01-04,5.0248
2002-01-07,-2.9443
2002-01-08,2.8711
2002-01-09,2.159
2002-01-10,-0.6701
2002-01-11,-0.6746
2002-01-14,1.2017
2002-01-15,-0.3614
2002-01-16,-6.5285
2002-01-17,1.1641
2002-01-18,-2.8493
2002-01-22,-4.1737
2002-01-23,4.5908999999999995
2002-01-24,0.1125
2002-01-25,3.4289
2002-01-28,1.5760999999999998
2002-01-29,-4.0128
2002-01-30,3.9576000000000002
2002-01-31,-3.3244
2002-02-01,-2.8841
2002-02-04,-4.0548
2002-02-05,-3.0357
2002-02-06,-0.8594
2002-02-07,-7.1207
2002-02-08,-2.1333
2002-02-11,6.6076
2002-02-12,-1.4058
2002-02-13,3.1108
2002-02-14,-3.8341
2002-02-15,-1.634
2002-02-19,-6.5781
2002-02-20,1.5647
2002-02-21,-8.3333
2002-02-22,-0.6875
2002-02-25,6.0769
2002-02-26,2.1755
2002-02-27,-0.2839
2002-02-28,-1.21
2002-03-01,19.9568
2002-03-04,11.8919
2002-03-05,4.1868
2002-03-06,-0.6698
2002-03-07,0.4149
2002-03-08,5.4752
2002-03-11,-1.1753
2002-03-12,-1.338
2002-03-13,-1.6072
2002-03-14,0.0
2002-03-15,3.1138
2002-03-18,2.4752
2002-03-19,2.2222
2002-03-20,-1.6541000000000001
2002-03-21,1.1052
2002-03-22,-0.903
2002-03-25,-2.6379
2002-03-26,-0.4926
2002-03-27,3.9109
2002-03-28,6.2887
2002-04-01,1.1654
2002-04-02,-3.1901
2002-04-03,-2.1968
2002-04-04,2.1526
2002-04-05,0.7787
2002-04-08,0.5455
2002-04-09,-5.5154
2002-04-10,-0.0478
2002-04-11,-4.2604
2002-04-12,1.55
2002-04-15,6.3516
2002-04-16,9.537
2002-04-17,2.4937
2002-04-18,-5.0309
2002-04-19,-2.3013
2002-04-22,-5.4667
2002-04-23,-0.3761
2002-04-24,-4.908
2002-04-25,-3.1266
2002-04-26,-5.2254
2002-04-29,0.1081
2002-04-30,8.5313
2002-05-01,1.0448
2002-05-02,-4.2836
2002-05-03,-11.214
2002-05-06,-3.3024
2002-05-07,0.1198
2002-05-08,10.8917
2002-05-09,-4.857
2002-05-10,-5.2751
2002-05-13,7.6108
2002-05-14,8.5638
2002-05-15,-0.8201
2002-05-16,0.0
2002-05-17,-2.1705
2002-05-20,-6.8674
2002-05-21,-2.5525
2002-05-22,-2.6775
2002-05-23,-0.299
2002-05-24,-5.099
2002-05-28,-2.402
2002-05-29,-3.5622
2002-05-30,-0.6716
2002-05-31,0.5409
2002-06-03,-7.8682
2002-06-04,2.6277
2002-06-05,-3.6273
2002-06-06,-4.059
2002-06-07,-4.9231
2002-06-10,-3.3981
2002-06-11,-8.794
2002-06-12,-0.4591
2002-06-13,-6.3653
2002-06-14,-2.1576
2002-06-17,-7.7636
2002-06-18,-3.3843
2002-06-19,-20.904
2002-06-20,-6.7786
2002-06-21,-21.8451
2002-06-24,10.0
2002-06-25,-30.4813
2002-06-26,33.5897
2002-06-27,8.6372
2002-06-28,9.894
2002-07-01,-5.9486
2002-07-02,-15.8974
2002-07-03,4.065
2002-07-05,15.625
2002-07-08,-8.9527
2002-07-09,-13.3581
2002-07-10,7.7088
2002-07-11,10.338
2002-07-12,5.7658000000000005
2002-07-15,3.9182
2002-07-16,-4.4262
2002-07-17,-0.1715
2002-07-18,-7.732
2002-07-19,1.1173
2002-07-22,2.3941
2002-07-23,-14.2086
2002-07-24,3.9832
2002-07-25,-11.4919
2002-07-26,-10.2506
2002-07-29,9.3909
2002-07-30,11.3689
2002-07-31,-17.9167
2002-08-01,-13.198
2002-08-02,2.3392
2002-08-05,-17.7143
2002-08-06,-3.4722
2002-08-07,14.0288
2002-08-08,9.4953
2002-08-09,2.276
2002-08-12,2.5352
2002-08-13,-9.1209
2002-08-14,5.1995000000000005
2002-08-15,-11.4655
2002-08-16,0.6167
2002-08-19,1.6129
2002-08-20,-2.5397
2002-08-21,-7.4919
2002-08-22,-3.169
2002-08-23,-12.3636
2002-08-26,1.2448
2002-08-27,-2.0492
2002-08-28,-5.0209
2002-08-29,0.0
2002-08-30,-0.8811
2002-09-03,-2.6667
2002-09-04,-4.1096
2002-09-05,-4.7619
2002-09-06,-0.45
2002-09-09,0.452
2002-09-10,0.55
2002-09-11,3.4311
2002-09-12,-1.9231
2002-09-13,-2.451
2002-09-16,-8.5427
2002-09-17,-2.1978
2002-09-18,-7.3034
2002-09-19,-3.6364
2002-09-20,-6.9182
2002-09-23,-5.4054
2002-09-24,-14.2857
2002-09-25,23.3333
2002-09-26,2.7027
2002-09-27,51.3158
2002-09-30,3.4783
2002-10-01,-12.563
2002-10-02,-3.8924
2002-10-03,-17.0
2002-10-04,3.6145
2002-10-07,-6.3953
2002-10-08,23.4783
2002-10-09,-1.4085
2002-10-10,2.0408
2002-10-11,6.0
2002-10-14,14.1509
2002-10-15,12.8099
2002-10-16,-15.3846
2002-10-17,10.8225
2002-10-18,5.4688
2002-10-21,-0.3704
2002-10-22,-1.8587
2002-10-23,14.0152
2002-10-24,0.2658
2002-10-25,7.3559
2002-10-28,5.2469
2002-10-29,-3.8123
2002-10-30,-3.0488
2002-10-31,10.6918
2002-11-01,10.7955
2002-11-04,1.0256
2002-11-05,7.3604
2002-11-06,19.3853
2002-11-07,3.7624
2002-11-08,-8.2061
2002-11-11,-5.6133
2002-11-12,10.1322
2002-11-13,-2.0
2002-11-14,1.8367
2002-11-15,-2.8056
2002-11-18,-2.0619
2002-11-19,-0.8421
2002-11-20,5.3079
2002-11-21,17.3387
2002-11-22,19.2268
2002-11-25,7.3642
2002-11-26,-6.8456
2002-11-27,4.0346
2002-11-29,0.554
2002-12-02,2.8926
2002-12-03,-9.1031
2002-12-04,-16.4948
2002-12-05,-1.2346
2002-12-06,-6.0714
2002-12-09,-8.7452
2002-12-10,8.125
2002-12-11,3.0829
2002-12-12,3.3645
2002-12-13,-7.5949
2002-12-16,-0.5871
2002-12-17,-2.7559
2002-12-18,-9.9393
2002-12-19,0.0225
2002-12-20,-2.0225
2002-12-23,-0.9174
2002-12-24,1.6204
2002-12-26,2.2779
2002-12-27,4.0089
2002-12-30,2.9979
2002-12-31,-1.0395
2003-01-02,7.1639
2003-01-03,1.5487
2003-01-06,7.1429
2003-01-07,-1.4414
2003-01-08,-5.3016
2003-01-09,7.9151
2003-01-10,5.3667
2003-01-13,-0.6791
2003-01-14,3.094
2003-01-15,6.7816
2003-01-16,-3.882
2003-01-17,-10.9693
2003-01-21,-1.8327
2003-01-22,0.5545
2003-01-23,-2.7574
2003-01-24,-6.4272
2003-01-27,-6.6667
2003-01-28,3.8961
2003-01-29,2.7083
2003-01-30,-1.8256000000000001
2003-01-31,1.0331
2003-02-03,-5.317
2003-02-04,0.216
2003-02-05,-3.8792999999999997
2003-02-06,0.0
2003-02-07,-0.8969
2003-02-10,5.4299
2003-02-11,2.5751
2003-02-12,2.9289
2003-02-13,-1.8293
2003-02-14,3.9337
2003-02-18,-1.3944
2003-02-19,-3.6364
2003-02-20,0.8386
2003-02-21,-3.7422
2003-02-24,-2.3758
2003-02-25,0.6637
2003-02-26,1.0989
2003-02-27,-0.4348
2003-02-28,3.7118
2003-03-03,-2.7368
2003-03-04,1.2987
2003-03-05,0.2137
2003-03-06,-2.7719
2003-03-07,-2.4123
2003-03-10,-2.0225
2003-03-11,-5.2752
2003-03-12,1.937
2003-03-13,13.0641
2003-03-14,-1.4706000000000001
2003-03-17,10.8742
2003-03-18,10.7692
2003-03-19,-3.125
2003-03-20,5.0179
2003-03-21,0.6826
2003-03-24,-10.5085
2003-03-25,2.4621
2003-03-26,0.3697
2003-03-27,-1.4733
2003-03-28,-1.1215
2003-03-31,-2.2684
2003-04-01,4.4487
2003-04-02,5.5556
2003-04-03,-3.1579
2003-04-04,0.5435
2003-04-07,2.8829000000000002
2003-04-08,-4.028
2003-04-09,-2.354
2003-04-10,2.4108
2003-04-11,0.0
2003-04-14,3.1022
2003-04-15,-3.0088
2003-04-16,2.354
2003-04-17,3.5835
2003-04-21,5.5077
2003-04-22,5.3834
2003-04-23,3.8853999999999997
2003-04-24,-5.2302
2003-04-25,-3.1447
2003-04-28,5.6818
2003-04-29,5.2227
2003-04-30,10.5109
2003-05-01,8.3223
2003-05-02,5.0
2003-05-05,0.9292
2003-05-06,0.9206
2003-05-07,-1.9384000000000001
2003-05-08,-0.9302
2003-05-09,6.6901
2003-05-12,0.9901
2003-05-13,0.2179
2003-05-14,-0.1087
2003-05-15,3.1556
2003-05-16,-0.9494
2003-05-19,-2.8754
2003-05-20,-5.1535
2003-05-21,6.5896
2003-05-22,1.7354
2003-05-23,0.9595
2003-05-27,8.1309
2003-05-28,3.125
2003-05-29,1.4205
2003-05-30,3.9215999999999998
2003-06-02,-3.0548
2003-06-03,3.9852
2003-06-04,5.7932
2003-06-05,0.7582
2003-06-06,-2.4247
2003-06-09,-6.5981
2003-06-10,5.9633
2003-06-11,-0.6061
2003-06-12,-1.1324
2003-06-13,-4.141
2003-06-16,-0.8272
2003-06-17,4.1705
2003-06-18,6.7616
2003-06-19,-3.9167
2003-06-20,2.8621
2003-06-23,-1.9393
2003-06-24,-4.3852
2003-06-25,10.9712
2003-06-26,0.4862
2003-06-27,6.371
2003-06-30,-0.2274
2003-07-01,2.3556
2003-07-02,3.9347
2003-07-03,-1.8571
2003-07-07,18.1951
2003-07-08,1.601
2003-07-09,-1.4545
2003-07-10,-1.9064999999999999
2003-07-11,-1.6301
2003-07-14,8.6679
2003-07-15,3.2845
2003-07-16,-2.8961
2003-07-17,-5.9064
2003-07-18,0.9323
2003-07-21,2.7094
2003-07-22,5.0959
2003-07-23,3.0234
2003-07-24,-6.1462
2003-07-25,0.649
2003-07-28,1.8171
2003-07-29,-14.0472
2003-07-30,-1.6075
2003-07-31,-0.0681
2003-08-01,-0.8174
2003-08-04,3.5714
2003-08-05,-1.7241
2003-08-06,-2.834
2003-08-07,-2.8472
2003-08-08,0.0
2003-08-11,1.5011
2003-08-12,5.0
2003-08-13,4.9631
2003-08-14,0.639
2003-08-15,-0.4444
2003-08-18,6.1862
2003-08-19,3.1532
2003-08-20,-0.6696
2003-08-21,0.6448
2003-08-22,1.9802
2003-08-25,-1.6562000000000001
2003-08-26,-1.4518
2003-08-27,4.4196
2003-08-28,0.0564
2003-08-29,-0.9024
2003-09-02,-1.366
2003-09-03,1.2118
2003-09-04,2.9647
2003-09-05,-1.3289
2003-09-08,3.8159
2003-09-09,-0.0541
2003-09-10,-6.3277
2003-09-11,0.5774
2003-09-12,0.8611
2003-09-15,-2.675
2003-09-16,3.3333
2003-09-17,-0.9621
2003-09-18,-1.4285999999999999
2003-09-19,2.2029
2003-09-22,-5.899
2003-09-23,2.7728
2003-09-24,-6.7449
2003-09-25,-4.8428
2003-09-26,-3.3708
2003-09-29,3.4884
2003-09-30,-6.0806000000000004
2003-10-01,3.589
2003-10-02,4.144
2003-10-03,8.0887
2003-10-06,-0.6639
2003-10-07,2.6731
2003-10-08,-2.9586
2003-10-09,2.622
2003-10-10,0.4753
2003-10-13,1.5375999999999999
2003-10-14,1.5143
2003-10-15,-2.7539
2003-10-16,1.2979
2003-10-17,-6.756
2003-10-20,4.1849
2003-10-21,3.9568
2003-10-22,-5.248
2003-10-23,-4.6865
2003-10-24,-1.4049
2003-10-27,4.8575
2003-10-28,19.7035
2003-10-29,0.1032
2003-10-30,-0.4639
2003-10-31,-2.3822
2003-11-03,2.6525
2003-11-04,0.0
2003-11-05,1.6537
2003-11-06,-2.7961
2003-11-07,1.8828
2003-11-10,-4.0041
2003-11-11,0.5882
2003-11-12,8.0276
2003-11-13,-0.7874
2003-11-14,-5.6548
2003-11-17,-1.1567
2003-11-18,-2.6010999999999997
2003-11-19,2.6705
2003-11-20,-3.0319
2003-11-21,0.6583
2003-11-24,3.7602
2003-11-25,1.313
2003-11-26,0.4666
2003-11-28,0.7224
2003-12-01,7.582
2003-12-02,1.9048
2003-12-03,-4.4393
2003-12-04,-0.978
2003-12-05,-4.6914
2003-12-08,-0.2073
2003-12-09,-7.5805
2003-12-10,-0.4494
2003-12-11,5.8690999999999995
2003-12-12,-1.1194
2003-12-15,-6.6846
2003-12-16,-1.502
2003-12-17,-1.5836000000000001
2003-12-18,5.3635
2003-12-19,-1.9796
2003-12-22,2.135
2003-12-23,2.0904
2003-12-24,-0.7194
2003-12-26,-0.8919
2003-12-29,0.0
2003-12-30,2.5309
2003-12-31,-0.4937
2004-01-02,0.2205
2004-01-05,6.3256
2004-01-06,0.2587
2004-01-07,1.806
2004-01-08,3.0411
2004-01-09,-1.033
2004-01-12,1.5408
2004-01-13,-4.1605
2004-01-14,-1.7875
2004-01-15,2.8081
2004-01-16,2.2256
2004-01-20,3.5625999999999998
2004-01-21,-1.5767
2004-01-22,-2.8641
2004-01-23,-0.2999
2004-01-26,1.5038
2004-01-27,-2.2716
2004-01-28,4.194
2004-01-29,-15.3734
2004-01-30,-0.3438
2004-02-02,-1.3226
2004-02-03,-0.2331
2004-02-04,-2.6285
2004-02-05,0.7798
2004-02-06,5.1786
2004-02-09,-2.7731
2004-02-10,-0.2328
2004-02-11,0.1167
2004-02-12,-2.1562
2004-02-13,-5.1817
2004-02-17,3.5804
2004-02-18,-2.1831
2004-02-19,-4.4017
2004-02-20,-1.3618999999999999
2004-02-23,-4.668
2004-02-24,2.069
2004-02-25,2.5
2004-02-26,0.3296
2004-02-27,0.657
2004-03-01,2.9373
2004-03-02,-2.7267
2004-03-03,-0.2608
2004-03-04,2.6144
2004-03-05,-0.3185
2004-03-08,-5.4952
2004-03-09,0.2028
2004-03-10,-1.0121
2004-03-11,-0.7498
2004-03-12,2.4038
2004-03-15,-5.0973
2004-03-16,-2.6855
2004-03-17,0.2179
2004-03-18,-0.6522
2004-03-19,-2.2611
2004-03-22,-3.9552
2004-03-23,0.2331
2004-03-24,3.0233
2004-03-25,6.5463000000000005
2004-03-26,0.4944
2004-03-29,2.2488
2004-03-30,1.0309
2004-03-31,-0.4762
2004-04-01,1.4354
2004-04-02,4.717
2004-04-05,1.9949
2004-04-06,-3.2808
2004-04-07,-1.1089
2004-04-08,-0.4617
2004-04-12,-0.0663
2004-04-13,-2.5199
2004-04-14,-2.6531000000000002
2004-04-15,-2.2362
2004-04-16,-3.0736
2004-04-19,1.9174
2004-04-20,-0.8683
2004-04-21,-0.146
2004-04-22,-0.0731
2004-04-23,1.4631
2004-04-26,-3.2444
2004-04-27,-31.7437
2004-04-28,-5.786
2004-04-29,-4.8667
2004-04-30,-2.0705999999999998
2004-05-03,-0.7463
2004-05-04,10.6516
2004-05-05,3.0578
2004-05-06,-4.3956
2004-05-07,6.2069
2004-05-10,-1.1905000000000001
2004-05-11,5.805
2004-05-12,-2.1739
2004-05-13,-1.0582
2004-05-14,-2.5667999999999997
2004-05-17,-0.6586
2004-05-18,2.4309
2004-05-19,0.5394
2004-05-20,0.0
2004-05-21,0.4292
2004-05-24,1.3889
2004-05-25,4.6365
2004-05-26,2.5176
2004-05-27,2.1611
2004-05-28,-1.1538
2004-06-01,0.0
2004-06-02,-0.9728
