ticker,TYFG US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-02-14,1.0638
2000-02-16,-3.1579
2000-02-28,-2.1739
2000-03-17,2.2222
2000-05-24,0.0
2000-07-12,3.2609
2000-09-28,-3.1579
2001-02-13,-2.1739
2001-04-06,4.4444
2001-10-03,2.6596
2001-10-16,-6.7358
2001-11-09,0.5556
2001-11-16,4.9724
2002-01-29,-15.7895
2002-04-11,21.25
2002-05-01,0.0
2002-10-30,9.2784
2002-11-08,0.0
2002-12-04,0.0
2003-02-24,13.2075
2003-03-05,8.3333
2003-03-11,-3.0769
2003-03-12,3.1746
2003-03-19,0.0
2003-05-13,0.0
2003-05-14,4.6154
2003-06-19,2.8676
2003-07-09,1.5011
2003-07-10,1.4085
2003-07-11,0.0
2003-07-14,0.0
2003-07-18,0.0
2003-08-12,0.0
2003-09-23,6.9444
2004-01-05,2.5974
2004-01-09,-8.8608
2004-02-09,6.9444
2004-03-04,0.0
2004-03-31,0.0
2004-04-19,1.2987
2004-04-21,0.641
2004-06-09,-1.2739
2005-03-10,-2.2580999999999998
2005-04-04,-0.9901
2005-04-12,2.6667
2005-05-09,0.0
2005-05-10,-2.5324999999999998
2005-05-17,3.2645
2005-06-09,-3.2258
2005-07-13,0.0
2005-07-18,1.0
2005-07-19,0.33
2005-07-26,0.0
2005-09-19,-1.3158
2005-09-26,2.6667
2005-09-29,0.0
2005-10-18,0.0
2005-10-31,0.0
2006-03-13,-1.2987
2006-04-26,-1.3158
2006-05-10,2.6667
2006-07-28,-2.5974
2006-08-17,0.0
2006-09-08,2.6667
2006-10-16,1.2987
2006-10-31,0.0
2006-11-30,5.1282
2006-12-15,0.0
2007-01-25,0.6098
2007-01-26,-0.6061
2007-01-29,0.6098
2007-03-02,-1.2121
2007-03-08,-0.4908
2007-03-12,1.1097
2007-09-19,-1.0976
2007-09-20,-1.3564
2007-10-19,-1.25
2007-10-23,-4.7468
2007-11-14,7.6411999999999995
2007-11-29,-9.2593
2008-01-09,-2.0408
2008-02-01,5.5556
2009-04-17,-2.6316
2009-04-29,0.0
2009-04-30,0.0
2009-05-29,0.0
2009-06-08,-17.5676
2009-06-11,14.7541
2009-07-30,6.4286
2009-08-24,4.698
2009-09-08,-6.2821
2009-09-10,1.2312
2010-02-18,8.1081
2010-04-14,-7.5
2010-04-16,5.4054
2010-08-02,0.0
2010-09-24,0.0641
2010-12-08,2.5625
2010-12-09,0.7495
2011-01-13,-0.744
2011-02-25,1.8114
2011-02-28,-1.7791000000000001
