ticker,TYFG US Equity
2011-03-01,3.6852
2011-03-04,6.0241
2011-05-11,-7.1023
2012-02-10,0.3058
2012-02-13,0.0
2012-02-14,1.0
2012-02-16,-0.9901
2012-02-17,1.2195
2013-12-16,27.5
2013-12-19,0.9804
2014-05-09,-0.4926
2014-06-09,0.0
2015-08-31,10.7692
2015-09-11,29.6296
2015-09-17,-3.5714
2015-12-03,0.0
2015-12-18,-7.4074
2016-02-12,1.2146
2016-05-03,-8.8
2016-05-12,5.2632
2016-07-05,-5.4622
2016-07-13,-1.7778
2016-07-14,1.81
2016-07-15,0.0
2016-09-09,4.4444
2016-09-14,6.383
2016-09-15,0.0
2016-09-19,0.0
2016-09-20,0.0
2016-09-28,2.0
2016-10-05,0.0
2016-10-12,0.0
2016-10-14,-1.5686
2016-10-19,1.5936
2016-10-20,-1.5686
2016-10-21,1.5936
2016-10-24,1.9607999999999999
2016-10-27,1.9231
2016-10-28,0.0
2016-11-22,-1.8868
2016-11-23,0.0038
2016-12-01,-0.0038
2016-12-06,1.9231
2016-12-29,4.3643
2017-01-03,0.0
2017-01-12,-0.9091
2017-01-19,0.9174
2017-01-24,0.0
2017-01-26,1.8182
2017-01-30,-1.7856999999999998
2017-02-08,0.9127
2017-02-10,-0.0036
2017-02-27,8.1081
2017-03-21,0.0
2017-03-23,3.3333
2017-03-27,4.0323
2017-03-28,0.7752
2017-03-29,0.4615
2017-04-17,-0.7692
2017-04-18,-0.7752
2017-04-21,1.5625
2017-05-08,1.5385
2017-05-09,-0.7576
2017-05-16,0.0
2017-05-17,0.7634
2017-05-18,0.1515
2017-05-25,1.3616
2017-05-26,-1.194
2017-05-30,0.003
2017-06-13,-0.003
2017-06-28,0.6042
2017-07-19,5.5807
2017-07-24,0.0
2017-07-26,0.0
2017-07-27,0.0
2017-08-07,0.0
2017-08-10,0.0
2017-09-13,-2.5686
2017-09-14,0.7302
2017-09-29,0.1462
2017-10-05,-1.4015
2017-10-06,0.533
2017-10-11,4.5655
2017-10-12,1.4085
2017-10-13,1.3889
2017-10-17,0.137
2017-10-18,0.4104
2017-10-23,0.8174
2017-10-24,-0.6757
2017-10-30,0.8163
2017-10-31,0.5398
2017-11-01,0.6711
2017-11-02,0.6667
2017-11-07,1.9868000000000001
2017-11-13,1.9481000000000002
2017-11-22,-0.3822
2017-12-01,1.023
2017-12-04,1.2658
2017-12-06,0.625
2017-12-14,-0.1242
2017-12-18,0.1244
2017-12-26,0.6211
2017-12-27,-0.1235
2017-12-28,0.1236
2018-01-02,0.0248
2018-01-03,-0.0248
2018-01-04,0.0
2018-01-05,0.6196
2018-01-11,0.3695
2018-01-12,-0.3681
2018-01-16,1.601
2018-01-17,2.4242
2018-01-18,-3.787
2018-01-22,2.706
2018-01-25,0.1198
2018-01-29,0.0
2018-01-30,0.0
2018-02-02,-0.1196
2018-02-05,-0.479
2018-02-06,0.0
2018-02-07,0.0
2018-02-12,0.0
2018-02-14,0.2407
2018-02-15,0.0
2018-02-23,0.0
2018-03-06,0.0
2018-03-08,0.12
2018-03-09,-0.1199
2018-04-02,0.7229
2018-04-03,0.0
2018-04-05,0.0
2018-04-09,0.1196
2018-04-10,0.1195
2018-04-11,0.2387
2018-04-17,0.119
2018-05-02,0.1189
2018-05-07,0.0238
2018-05-08,0.095
2018-05-15,0.0
2018-05-18,0.1186
2018-05-21,0.1185
2018-06-04,0.5917
2018-06-05,4.7059
2018-06-21,-4.2697
2018-06-26,0.1174
2018-06-27,0.1172
2018-06-29,0.3525
2018-07-11,0.1171
2018-07-13,-0.2339
2018-07-30,0.8206
2018-08-15,1.7465000000000002
2018-08-24,0.112
2018-08-27,0.4566
2018-09-04,0.0
2018-09-05,0.1136
2018-09-11,0.0
2018-09-13,-0.1135
2018-09-14,0.0
2018-09-17,0.1136
2018-09-20,0.454
2018-09-21,-0.1085
2018-09-24,0.1086
2018-09-25,-0.113
2018-09-26,-0.3394
2018-10-10,0.3417
2018-10-11,-0.681
2018-10-12,-0.3429
2018-10-16,0.0
2018-10-18,0.0
2018-10-22,-1.3761
2018-10-23,0.0
2018-10-24,-4.6512
2018-11-08,2.4415
2018-11-15,0.2357
2018-11-16,0.0
2018-11-19,0.0
2018-11-28,0.2375
2018-11-30,0.0
2018-12-04,0.237
2018-12-07,0.0
2018-12-12,-0.3546
2018-12-18,-2.7284
2018-12-19,-2.439
2018-12-20,-1.225
2018-12-21,-0.3543
2018-12-24,0.0
2018-12-31,0.1275
2019-01-02,-0.1783
2019-01-07,-0.5102
2019-01-09,0.8205
2019-01-10,0.0254
2019-01-16,1.3221
2019-01-24,0.1757
2019-02-06,0.3758
2019-02-08,0.0
2019-02-11,0.3244
2019-02-12,-0.2488
2019-02-15,0.4239
2019-02-19,0.0
2019-02-20,0.0
2019-02-21,0.3228
2019-02-22,0.2475
2019-02-28,0.1728
2019-03-01,0.4437
2019-03-04,0.6135
2019-03-18,0.2927
2019-03-21,-0.2432
2019-03-22,-0.0488
2019-03-26,-1.8293
2019-03-27,-0.3727
2019-04-05,2.6283
2019-04-11,-0.561
2019-04-15,0.0
2019-04-17,1.0547
2019-04-18,0.3641
2019-04-22,1.2092
2019-04-29,0.8363
2019-04-30,-0.3081
2019-05-03,0.2139
2019-05-09,0.0949
2019-05-10,0.0
2019-05-15,0.5924
2019-05-20,-0.9423
2019-05-21,-0.1189
2019-05-22,0.5952
2019-05-23,-0.9467
2019-05-24,-0.5496
2019-06-12,0.0
2019-06-18,0.1204
2019-06-25,0.3117
2019-06-28,0.4082
2019-07-05,0.1196
2019-07-08,0.0717
2019-07-09,0.0477
2019-07-10,0.0
2019-07-11,0.0
2019-07-15,0.0716
2019-07-17,-0.4291
2019-07-22,-0.6464
2019-07-25,0.0
2019-07-26,0.3614
2019-07-30,0.12
2019-08-01,0.2398
2019-08-05,0.0
2019-08-07,-0.2392
2019-08-12,0.0
2019-08-13,-0.3118
2019-08-14,0.1203
2019-08-15,0.0
2019-08-16,-0.1201
2019-08-20,-0.7217
2019-08-21,0.0
2019-08-22,-0.0969
2019-08-26,-0.0243
2019-08-28,0.0728
2019-08-30,-0.5576
2019-09-05,-0.0488
2019-09-11,-0.4878
2019-09-18,0.1471
2019-09-19,0.0979
2019-09-23,-0.6846
2019-09-26,-0.2954
2019-09-27,0.3704
2019-10-08,-0.9383
2019-10-14,0.324
2019-10-30,0.4969
2019-10-31,0.0
2019-11-07,0.1236
2019-11-08,0.0
2019-11-14,0.6173
2019-11-21,0.0
2019-11-22,0.0
2019-12-03,0.1472
2019-12-04,-0.0245
2019-12-09,0.0
2019-12-17,-0.4902
2020-01-02,0.5192
2020-01-03,0.4673
2020-01-06,-0.3427
2020-01-07,0.0
2020-01-09,0.0
2020-01-10,0.3439
2020-01-13,-0.3427
2020-01-14,0.2211
2020-01-15,-0.2206
2020-01-16,0.2211
2020-01-22,0.049
2020-01-23,0.0735
2020-02-10,-0.4896
2020-02-12,0.0246
2020-02-14,-1.6232
2020-02-18,0.15
2020-02-19,0.0
2020-02-24,-0.1498
2020-02-26,-0.1
2020-03-02,-0.4004
2020-03-05,0.0251
2020-03-06,-1.7584
2020-03-09,-5.1394
2020-03-11,0.0
2020-03-13,-1.6173
2020-03-16,-0.274
2020-03-18,-15.7418
2020-03-20,-0.5543
2020-03-24,4.918
2020-03-26,3.125
2020-04-08,-3.653
2020-04-16,4.2654
2020-05-01,0.0
2020-05-05,0.0
2020-05-07,0.0
2020-05-14,-3.7879
2020-05-19,7.0866
2020-05-22,0.0
2020-05-26,0.0
2020-06-09,-1.4706000000000001
2020-06-10,0.0
2020-06-12,0.0
2020-06-16,1.4925
2020-06-17,-0.7353
2020-07-02,-4.7917
2020-07-06,0.0313
2020-07-07,0.0
2020-07-08,0.0
2020-07-23,0.0
