ticker,MGPC US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2015-05-26,-96.0
2015-06-23,9900.0
2015-06-25,0.0
2015-07-06,-75.0
2015-07-07,-20.0
2015-07-09,75.0
2015-07-16,0.0
2015-07-17,14.2857
2015-07-20,12.5
2015-07-23,11.1111
2015-07-24,60.0
2015-07-28,0.0
2015-07-29,-36.25
2015-07-30,0.0
2015-08-07,0.0
2015-08-12,-21.5686
2015-08-13,0.0
2015-08-17,-25.0
2015-08-21,236.6667
2015-09-11,-67.8218
2015-09-14,0.0
2015-09-15,56.9231
2015-09-24,-31.3725
2015-09-28,14.2857
2015-10-01,0.0
2015-10-02,75.0
2015-10-05,-21.4286
2015-10-13,3.6364
2015-10-14,14.0351
2015-10-15,15.3846
2015-10-16,0.0
2015-10-20,0.0
2015-10-21,-14.6667
2015-11-05,-6.25
2015-11-16,-8.3333
2015-11-17,-18.1818
2015-11-30,0.0
2015-12-10,-11.1111
2015-12-14,-12.5
2016-01-14,0.0
2016-01-25,0.0
2016-02-04,0.0
2016-02-09,0.0
2016-02-17,0.0
2016-02-29,0.0
2016-03-03,57.1429
2016-03-07,0.0
2016-03-09,36.3636
2016-03-10,-26.6667
2016-03-15,34.5455
2016-03-18,-12.1622
2016-03-21,0.0
2016-03-22,-15.3846
2016-03-31,0.0
2016-04-12,-54.5455
2016-05-17,0.0
2016-05-23,8.0
2016-05-24,-18.4722
2016-05-25,13.5718
2016-05-31,20.0
2016-06-06,-16.6667
2016-06-10,0.0
2016-06-13,-30.8
2016-06-17,-13.2948
2016-07-28,33.3333
2016-07-29,70.0
2016-08-02,-26.4706
2016-08-08,4.0
2016-08-10,0.0
2016-08-11,73.0769
2016-08-18,-44.4444
2016-08-23,32.0
2016-08-30,-16.6667
2016-08-31,-27.2727
2016-09-08,37.5
2016-09-09,9.0455
2016-10-05,-39.975
2016-11-10,2.7778
2016-12-06,-2.7027
2017-01-27,66.6667
2017-02-08,0.0
2017-04-27,-40.0
2017-05-12,11.6667
2017-06-08,24.3781
2017-06-09,60.0
2017-06-12,27.5
2017-07-20,-56.8627
2017-07-27,0.0
2017-07-28,94.5455
2017-08-10,-29.9065
2017-11-08,-50.0
2018-01-26,0.0
2018-01-31,199.9333
2018-02-15,-66.6593
2018-02-16,0.0
2018-03-07,33.3333
2018-03-22,-25.0
2018-03-26,766.6667
2018-03-27,73.0769
2018-03-28,122.2222
2018-03-29,0.0
2018-04-02,10.0
2018-04-03,-9.0909
2018-04-04,10.0
2018-04-05,45.4545
2018-04-06,0.0013
2018-04-09,-0.0012
2018-04-10,12.5
2018-04-11,5.5556
2018-04-12,15.7895
2018-04-13,74.6364
2018-04-16,-16.7621
2018-04-17,-0.5629
2018-04-19,-9.4969
2018-04-20,10.4934
2018-04-23,-5.6604
2018-04-24,0.0
2018-04-25,0.0
2018-04-26,21.6667
2018-04-27,0.0
2018-04-30,10.9589
2018-05-01,3.7037
2018-05-02,19.0476
2018-05-03,-16.08
2018-05-04,4.8618
2018-05-08,0.0
2018-05-09,-13.6364
2018-05-10,-47.3684
2018-05-11,0.0
2018-05-14,0.5
2018-05-15,-10.4478
2018-05-16,5.5556
2018-05-17,57.3684
2018-05-18,0.3344
2018-05-22,-13.3333
2018-05-25,0.0
2018-05-31,-32.6923
2018-06-07,4.5714
2018-06-08,24.0437
2018-06-11,93.8326
2018-06-14,-59.0
2018-06-19,10.8647
2018-06-28,-10.0
2018-07-13,0.0
2018-07-19,10.0
2018-07-23,-19.1919
2018-07-31,-12.5
2018-08-10,0.0
2018-08-22,7.1429
2018-08-28,-13.3333
2018-09-18,-7.6923
2018-09-19,0.0
2018-09-20,0.0
2018-09-26,-33.3333
2018-10-05,0.0
2018-10-08,-25.0
2018-10-19,0.0
2018-10-23,0.0
2018-10-26,0.0
2018-10-29,0.0
2019-01-28,-25.0
2019-01-29,-23.5556
2019-02-15,-1.1628
2019-02-19,17.647100000000002
2019-02-26,-45.0
2019-03-04,72.7273
2019-03-11,-42.1053
2019-03-15,-9.0909
2019-04-03,-20.0
2019-05-10,-37.5
2019-05-13,-30.0
2019-05-14,-71.4286
2019-05-16,-90.0
2019-05-17,0.0
2019-05-21,1300.0
2019-05-30,-64.2857
2019-07-15,1900.0
2019-07-16,-65.0
2019-07-17,-17.1429
2019-07-18,20.6897
2019-07-19,40.0
2019-07-22,-51.0204
2019-07-23,-21.6667
2019-07-30,-20.2128
2019-07-31,-6.6667
2019-08-20,0.0
2019-08-30,-28.5714
2019-09-05,0.0
2019-09-12,-1.9
2019-09-17,-8.2569
2019-10-03,-11.1111
2019-10-15,13.0
2019-11-12,-22.5664
2019-12-04,-1.7143000000000002
2019-12-16,0.0
2019-12-30,0.0
2020-01-17,0.0
2020-05-28,0.0
