ticker,ARTL US Equity
2019-04-22,0.0
2019-05-13,-4.5455
2019-05-16,4.7619
2019-05-17,-9.0909
2019-05-22,20.0
2019-05-24,0.0
2019-05-31,-8.3333
2019-06-07,18.1818
2019-06-10,-15.3846
2019-06-11,-10.0
2019-06-12,1.0101
2019-06-13,12.0
2019-06-17,-1.7856999999999998
2019-06-18,0.0
2019-06-20,10.0
2019-06-21,-51.9628
2019-06-24,6.0215
2019-06-25,-6.6937
2019-06-26,6.5217
2019-06-27,0.6122
2019-06-28,-6.6937
2019-07-01,-13.0435
2019-07-02,3.375
2019-07-03,0.8464
2019-07-05,-0.4796
2019-07-08,-8.3229
2019-07-09,20.1178
2019-07-10,-8.0963
2019-07-11,-7.1429
2019-07-12,-2.8205
2019-07-15,-2.6385
2019-07-16,-8.1301
2019-07-17,-4.1298
2019-07-18,-4.0
2019-07-19,1.6026
2019-07-22,0.6309
2019-07-23,6.2696
2019-07-24,-0.59
2019-07-25,-0.1484
2019-07-26,1.3373
2019-07-29,-1.7566000000000002
2019-07-30,1.7850000000000001
2019-07-31,-3.5162
2019-08-01,0.0
2019-08-02,-7.9027
2019-08-05,-8.9109
2019-08-06,7.2464
2019-08-07,0.5068
2019-08-08,-1.1764999999999999
2019-08-09,-5.102
2019-08-12,0.9713
2019-08-13,1.1679
2019-08-14,0.2351
2019-08-15,-1.9848
2019-08-16,-2.1429
2019-08-19,0.0
2019-08-21,-32.4818
2019-08-22,13.5135
2019-08-23,-4.7619
2019-08-26,1.0
2019-08-27,-3.4653
2019-08-28,-5.1282
2019-08-29,7.5676
2019-08-30,-2.0101
2019-09-03,7.1795
2019-09-04,3.3493
2019-09-05,-3.0185
2019-09-06,5.022
2019-09-09,1.3636
2019-09-10,5.3812
2019-09-11,7.2936
2019-09-12,-9.574
2019-09-13,0.4386
2019-09-16,10.917
2019-09-17,-0.7874
2019-09-18,-2.7778
2019-09-19,-10.2041
2019-09-20,0.0
2019-09-23,-1.7045
2019-09-24,-4.2775
2019-09-25,-0.9614
2019-09-26,-8.4337
2019-09-27,8.6725
2019-09-30,5.951
2019-10-01,-12.094
2019-10-02,5.7895
2019-10-03,-10.4478
2019-10-04,3.8889
2019-10-07,13.369
2019-10-08,-1.8868
2019-10-09,-12.0192
2019-10-10,0.8197
2019-10-11,7.3171
2019-10-14,-4.0404
2019-10-15,5.2632
2019-10-16,22.5
2019-10-17,-4.4898
2019-10-18,1.2863
2019-10-21,3.3712
2019-10-22,-3.6694
2019-10-23,4.2329
2019-10-24,-4.065
2019-10-25,0.928
2019-10-28,4.1186
2019-10-29,-5.6452
2019-10-30,-14.5299
2019-10-31,-0.5
2019-11-01,3.5176
2019-11-04,9.2233
2019-11-05,-3.7733
2019-11-06,-5.3162
2019-11-07,-2.439
2019-11-08,11.67
2019-11-11,-4.8222000000000005
2019-11-12,-0.2681
2019-11-13,1.4151
2019-11-14,-0.2977
2019-11-15,-3.9
2019-11-18,1.4563
2019-11-19,0.4785
2019-11-20,-0.9524
2019-11-21,5.7692
2019-11-22,28.6364
2019-11-25,-8.1272
2019-11-26,-7.1154
2019-11-27,2.2774
2019-11-29,-1.3077
2019-12-02,-3.1874000000000002
2019-12-03,3.7246
2019-12-04,-4.4079
2019-12-05,8.547
2019-12-06,4.3307
2019-12-09,-1.2490999999999999
2019-12-10,-6.3778
2019-12-11,-10.2041
2019-12-12,0.4545
2019-12-13,-4.2986
2019-12-16,-4.7280999999999995
2019-12-17,1.2407
2019-12-18,1.9607999999999999
2019-12-19,6.25
2019-12-20,13.1222
2019-12-23,0.804
2019-12-24,-0.7976
2019-12-26,13.4
2019-12-27,1.2346
2019-12-30,3.4843
2019-12-31,-9.0909
2020-01-02,2.4889
2020-01-03,-5.6808
2020-01-06,-6.8966
2020-01-07,0.823
2020-01-08,-1.2408
2020-01-09,5.3893
2020-01-10,2.1569
2020-01-13,5.9501
2020-01-14,-4.7101
2020-01-15,-11.597
2020-01-16,1.028
2020-01-17,0.0255
2020-01-21,2.1494
2020-01-22,0.8333
2020-01-23,-4.9587
2020-01-24,-0.4348
2020-01-27,-4.3668
2020-01-28,-0.863
2020-01-29,-2.8142
2020-01-30,2.09
2020-01-31,-5.7611
2020-02-03,35.468
2020-02-04,-20.0
2020-02-05,-2.7273
2020-02-06,-4.2056000000000004
2020-02-07,-1.4634
2020-02-10,-15.3465
2020-02-11,-16.9591
2020-02-12,2.1127
2020-02-13,0.6897
2020-02-14,6.1301
2020-02-18,1.0003
2020-02-19,0.9585
2020-02-20,-5.0633
2020-02-21,-0.6667
2020-02-24,-0.6711
2020-02-25,-12.1622
2020-02-26,-5.3846
2020-02-27,-7.0081
2020-02-28,-6.4522
2020-03-02,24.7664
2020-03-03,-9.9101
2020-03-04,-3.5587
2020-03-05,-0.8708
2020-03-06,4.1225
2020-03-09,-16.4718
2020-03-10,9.1
2020-03-11,-7.3877
2020-03-12,-15.8749
2020-03-13,-0.7059
2020-03-16,-18.2464
2020-03-17,-4.3478
2020-03-18,1.8939
2020-03-19,-0.3717
2020-03-20,16.4179
2020-03-23,18.5641
2020-03-24,-4.8443000000000005
2020-03-25,28.4091
2020-03-26,-2.2124
2020-03-27,-4.9774
2020-03-30,-7.6766
2020-03-31,-0.9693
2020-04-01,-2.6249000000000002
2020-04-02,-8.0018
2020-04-03,-4.6395
2020-04-06,9.3769
2020-04-07,4.3367
2020-04-08,3.6436
2020-04-09,4.1237
2020-04-13,3.9604
2020-04-14,31.4286
2020-04-15,-15.2174
2020-04-16,-3.4188
2020-04-17,2.6549
2020-04-20,1.7241
2020-04-21,-9.3305
2020-04-22,11.216
2020-04-23,0.0084
2020-04-24,-3.3613
2020-04-27,5.2174
2020-04-28,-4.7355
2020-04-29,8.4324
2020-04-30,-5.5924
2020-05-01,0.2034
2020-05-04,7.4171
2020-05-05,3.9367
2020-05-06,0.7499
2020-05-07,3.0075
2020-05-08,-4.3796
2020-05-11,3.0534
2020-05-12,-9.6296
2020-05-13,0.0
2020-05-14,-9.8361
2020-05-15,9.0909
2020-05-18,-2.5
2020-05-19,4.2735
2020-05-20,-2.459
2020-05-21,1.6806999999999999
2020-05-22,7.438
2020-05-26,1.5385
2020-05-27,8.3333
2020-05-28,-6.993
2020-05-29,-3.7594
2020-06-01,-6.25
2020-06-02,35.8333
2020-06-03,-15.9509
2020-06-04,-8.0292
2020-06-05,3.9683
2020-06-08,3.8167999999999997
2020-06-09,1.4706000000000001
2020-06-10,-3.6231999999999998
2020-06-11,-7.5188
2020-06-12,2.439
2020-06-15,0.0
2020-06-16,-1.5873
2020-06-17,11.2903
2020-06-18,10.1449
2020-06-19,-1.3158
2020-06-22,-7.3333
2020-06-23,1.7986
2020-06-24,-1.7668
2020-06-25,-3.5971
2020-06-26,-2.6119
2020-06-29,-4.2146
2020-06-30,-3.2
2020-07-01,3.3058
2020-07-02,1.6
2020-07-06,-0.7874
2020-07-07,-0.7937
2020-07-08,-0.8
2020-07-09,-2.4194
2020-07-10,2.8926
2020-07-13,0.4016
2020-07-14,-12.0
2020-07-15,-1.8182
2020-07-16,18.5185
2020-07-17,-2.5391
2020-07-20,-3.8076
2020-07-21,4.1667
2020-07-22,-4.0
2020-07-23,-0.8333
2020-07-24,-3.3613
2020-07-27,-1.7391
2020-07-28,0.0
2020-07-29,-1.7699
2020-07-30,5.4054
2020-07-31,-1.7094
