ticker,BLMN US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2012-08-08,12.818200000000001
2012-08-09,8.7027
2012-08-10,-4.6701
2012-08-13,0.3888
2012-08-14,0.1549
2012-08-15,0.3094
2012-08-16,-1.542
2012-08-17,2.2709
2012-08-20,-0.4594
2012-08-21,2.6154
2012-08-22,-0.075
2012-08-23,-2.4756
2012-08-24,-0.8462
2012-08-27,-0.7758
2012-08-28,0.3909
2012-08-29,1.4019
2012-08-30,0.2304
2012-08-31,-0.5364
2012-09-04,3.621
2012-09-05,3.0483
2012-09-06,3.9683
2012-09-07,0.2776
2012-09-10,-0.2076
2012-09-11,0.1387
2012-09-12,0.0693
2012-09-13,-1.3841
2012-09-14,1.0526
2012-09-17,4.5139
2012-09-18,0.3322
2012-09-19,0.0
2012-09-20,1.2583
2012-09-21,4.4474
2012-09-24,-1.3776
2012-09-25,-3.3651
2012-09-26,-1.5112
2012-09-27,5.537
2012-09-28,3.9823
2012-10-01,-0.4863
2012-10-02,-0.9163
2012-10-03,-3.3292
2012-10-04,-0.3189
2012-10-05,-1.5995
2012-10-08,-1.1053
2012-10-09,-2.6955999999999998
2012-10-10,-3.3108
2012-10-11,5.5905000000000005
2012-10-12,-1.456
2012-10-15,-0.6044
2012-10-16,0.4054
2012-10-17,-0.6057
2012-10-18,2.3697
2012-10-19,-3.0423
2012-10-22,-5.3206
2012-10-23,0.0
2012-10-24,-2.7378
2012-10-25,-2.6667
2012-10-26,-0.0761
2012-10-31,4.1127
2012-11-01,-1.3899
2012-11-02,0.5935
2012-11-05,1.2537
2012-11-06,2.4035
2012-11-07,-2.3471
2012-11-08,12.6001
2012-11-09,-0.3234
2012-11-12,-0.1947
2012-11-13,-1.1703999999999999
2012-11-14,-1.3158
2012-11-15,-1.5333
2012-11-16,-0.4739
2012-11-19,4.0136
2012-11-20,0.1962
2012-11-21,-0.0653
2012-11-23,1.5676
2012-11-26,2.4436999999999998
2012-11-27,-2.3227
2012-11-28,-0.4499
2012-11-29,1.8721999999999999
2012-11-30,0.3169
2012-12-03,1.3898
2012-12-04,-3.7382999999999997
2012-12-05,-0.3236
2012-12-06,-0.3896
2012-12-07,0.5867
2012-12-10,-2.2035
2012-12-11,-0.729
2012-12-12,2.9372
2012-12-13,4.0856
2012-12-14,1.433
2012-12-17,1.2899
2012-12-18,0.4851
2012-12-19,0.1207
2012-12-20,-3.0741
2012-12-21,-2.6119
2012-12-24,0.7663
2012-12-26,0.1267
2012-12-27,-0.443
