ticker,NBEV US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2014-08-08,14.2857
2014-08-11,5.0
2014-08-12,-4.7619
2014-08-13,-5.0
2014-08-14,5.2632
2014-08-15,-5.0
2014-08-18,-5.2632
2014-08-19,11.1111
2014-08-20,-10.0
2014-08-21,-2.7778
2014-08-25,-10.2857
2014-08-26,-10.1911
2014-08-28,-28.3688
2014-08-29,13.8614
2014-09-02,10.4348
2014-09-03,0.7874
2014-09-04,-6.25
2014-09-05,-5.8333
2014-09-08,-6.1947
2014-09-09,-2.8302
2014-09-10,-27.1845
2014-09-11,33.3333
2014-09-15,-5.0
2014-09-17,5.2632
2014-09-18,-15.0
2014-09-19,5.8824
2014-09-22,-5.5694
2014-09-24,-5.8685
2014-09-25,-2.5
2014-09-26,-10.2564
2014-09-29,7.1429
2014-09-30,-17.3333
2014-10-01,-46.7742
2014-10-02,6.0606
2014-10-03,-4.2857
2014-10-06,1.4925
2014-10-07,-11.7647
2014-10-08,0.0
2014-10-09,3.3333
2014-10-10,4.8387
2014-10-13,-7.6923
2014-10-14,10.0
2014-10-15,1.5152
2014-10-16,4.4776
2014-10-17,10.0
2014-10-20,1.2987
2014-10-21,11.538499999999999
2014-10-22,19.5402
2014-10-23,0.0
2014-10-24,-3.8462
2014-10-27,-7.8
2014-10-28,6.2907
2014-10-29,2.0408
2014-10-30,-10.0
2014-10-31,2.2222
2014-11-03,0.0
2014-11-04,0.0
2014-11-06,1.087
2014-11-07,-7.5269
2014-11-10,-5.814
2014-11-11,8.6111
2014-11-12,-9.0651
2014-11-13,15.0
2014-11-14,-4.3478
2014-11-17,-2.2727
2014-11-18,-6.9767
2014-11-19,5.0
2014-11-20,2.3810000000000002
2014-11-24,-5.814
2014-11-25,1.2346
2014-11-26,6.0976
2014-11-28,-1.1494
2014-12-01,0.0
2014-12-02,0.0
2014-12-03,-2.3256
2014-12-04,-2.3810000000000002
2014-12-05,-2.439
2014-12-08,-12.5
2014-12-09,-5.7143
2014-12-10,12.1212
2014-12-11,-2.7027
2014-12-12,0.0
2014-12-15,0.0
2014-12-17,-5.5556
2014-12-18,0.0
2014-12-19,2.9412000000000003
2014-12-23,-2.8571
2014-12-24,0.0
2014-12-26,0.0
2014-12-29,1.4706000000000001
2014-12-30,1.1594
2014-12-31,-2.5788
2015-01-02,-2.9412000000000003
2015-01-05,-3.0303
2015-01-06,3.1641
2015-01-07,6.0204
2015-01-08,0.0
2015-01-09,7.7143
2015-01-13,-12.4668
