ticker,VADP US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2019-08-29,38.5042
2020-01-02,6.6667
2020-01-14,-31.25
2020-07-15,14.0909
2020-07-16,15.5378
2020-07-17,20.6897
2020-07-20,18.5714
2020-07-21,16.8675
2020-07-22,1.2371
2020-07-23,-2.2403
2020-07-24,3.125
2020-07-27,10.9091
2020-07-28,-5.2823
2020-07-29,3.8462
2020-07-30,-0.9259
2020-07-31,11.9626
