ticker,DUO US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2019-11-01,0.0
2019-11-04,0.0769
2019-11-05,-0.0769
2019-11-06,0.0
2019-11-07,0.0
2019-11-08,0.0
2019-11-11,-0.5385
2019-11-12,0.5414
2019-11-13,0.0
2019-11-14,0.0
2019-11-15,0.0769
2019-11-18,-0.0769
2019-11-19,0.0
2019-11-20,-0.1538
2019-11-21,1.2327
2019-11-22,-0.605
2019-11-25,0.2259
2019-11-26,-0.1352
2019-11-27,-4.9134
2019-11-29,3.4996
2019-12-02,2.2153
2019-12-03,-2.5856
2019-12-04,2.4278
2019-12-05,-2.0654
2019-12-06,5.0584
2019-12-09,7.5556
2019-12-10,9.5944
2019-12-11,-0.7107
2019-12-12,-4.2405
2019-12-13,-3.3047
2019-12-16,-11.0731
2019-12-17,19.2929
2019-12-18,-8.6985
2019-12-19,-3.458
2019-12-20,8.5526
2019-12-23,0.3367
2019-12-24,3.2215
2019-12-26,0.4551
2019-12-27,-0.2246
2019-12-30,-0.0993
2019-12-31,0.7792
2020-01-02,5.6701
2020-01-03,-5.122
2020-01-06,6.6838
2020-01-07,-8.4337
2020-01-08,-1.3158
2020-01-09,0.3333
2020-01-10,-0.1993
2020-01-13,-1.2650000000000001
2020-01-14,-1.8881000000000001
2020-01-15,4.4674
2020-01-16,0.6579
2020-01-17,-2.6144
2020-01-21,2.4497
2020-01-22,-1.1464
2020-01-23,-0.7999
2020-01-24,-2.4002
2020-01-27,-10.3354
2020-01-28,2.5473
2020-01-30,-0.2509
2020-01-31,-1.6418
2020-02-03,-4.3247
2020-02-04,3.0928
2020-02-05,0.0769
2020-02-07,-4.2275
2020-02-10,4.4141
2020-02-11,-0.2306
2020-02-12,5.9322
2020-02-13,-1.4545
2020-02-14,-2.583
2020-02-18,3.0303
2020-02-19,-2.9412000000000003
2020-02-21,0.0
2020-02-24,-3.0303
2020-02-25,0.0
2020-02-26,-1.5156
2020-02-27,-4.014
2020-02-28,-3.2231
2020-03-02,-0.6832
2020-03-03,0.6019
2020-03-05,-5.2991
2020-03-06,-0.8123
2020-03-09,-1.0009
2020-03-10,8.4237
2020-03-11,-4.4632
2020-03-12,-8.0745
2020-03-13,-0.0965
2020-03-16,-8.1923
2020-03-17,7.1342
2020-03-18,-26.7191
2020-03-19,23.0563
2020-03-20,8.2789
2020-03-23,-2.6157
2020-03-24,13.5331
2020-03-25,4.4595
2020-03-26,-12.4572
2020-03-27,8.2587
2020-03-30,4.625
2020-03-31,29.4012
2020-04-01,-19.2125
2020-04-02,-6.3025
2020-04-03,-4.2152
2020-04-06,0.1873
2020-04-07,0.0
2020-04-08,-5.6075
2020-04-09,-0.9901
2020-04-13,-1.6
2020-04-14,1.0945
2020-04-16,0.6263
2020-04-17,3.8961
2020-04-20,-4.8077
2020-04-21,-5.7576
2020-04-22,2.6795
2020-04-23,0.0
2020-04-27,27.3486
2020-04-29,-8.1967
2020-04-30,-10.1187
2020-05-01,-0.0109
2020-05-05,1.2359
2020-05-06,0.0
2020-05-07,-2.9441
2020-05-12,1.1122
2020-05-13,-8.2
2020-05-14,5.2952
2020-05-18,-1.0977
2020-05-19,-0.6276
2020-05-20,1.1053
2020-05-21,-4.633
2020-05-26,4.9127
2020-05-27,-3.7461
2020-06-01,7.027
2020-06-03,-2.401
2020-06-04,-3.8221
2020-06-05,2.3351
2020-06-09,394.8475
2020-06-10,-66.3833
2020-06-11,-20.0379
2020-06-12,-7.1146
2020-06-15,-10.8085
2020-06-16,7.4427
2020-06-17,-1.865
2020-06-18,-4.0724
2020-06-19,0.9434
2020-06-22,-2.1495
2020-06-23,2.9608
2020-06-24,8.256
2020-06-25,-8.826
2020-06-26,-3.3835
2020-06-29,-0.7782
2020-06-30,-0.8824
2020-07-01,-4.6489
2020-07-02,-1.8672
2020-07-06,0.9514
2020-07-07,-1.5707
2020-07-08,5.0
2020-07-09,2.7356
2020-07-10,-0.8876
2020-07-13,-6.3682
2020-07-14,-3.6132
2020-07-15,2.0948
2020-07-16,-1.6199
2020-07-17,-1.3172
2020-07-20,-3.8932
2020-07-21,4.1667
2020-07-22,-1.3333
2020-07-23,-0.3378
2020-07-24,-5.5931999999999995
2020-07-27,0.778
2020-07-28,3.0879
2020-07-29,1.8433000000000002
2020-07-30,-1.81
2020-07-31,-0.576
