ticker,LSMG US Equity
2014-10-27,0.0
2014-10-28,0.0
2014-11-04,-25.2336
2014-11-07,0.0
2014-11-12,0.0
2014-11-14,0.0
2014-11-17,0.0
2014-11-19,-66.6667
2014-12-01,500.0
2014-12-04,-66.6667
2014-12-12,-29.375
2014-12-17,41.5929
2014-12-19,25.0
2014-12-24,4.0
2014-12-26,-3.8462
2014-12-29,-40.0
2014-12-31,66.6667
2015-01-02,0.0
2015-01-05,60.0
2015-01-06,25.0
2015-01-07,0.0
2015-01-09,0.0
2015-01-12,4.0
2015-01-13,15.3846
2015-01-14,33.3333
2015-01-15,0.0
2015-01-16,0.0
2015-01-20,23.75
2015-01-21,-19.1919
2015-01-22,23.75
2015-01-23,1.0101
2015-01-26,-10.0
2015-01-27,-32.2222
2015-01-29,0.0
2015-02-02,6.5574
2015-02-04,7.6923
2015-02-06,-12.857099999999999
2015-02-11,-1.6393
2015-02-12,16.6667
2015-02-20,-28.5714
2015-02-23,0.0
2015-02-24,-39.0
2015-02-25,14.7541
2015-03-03,-14.2857
2015-03-06,66.6667
2015-03-20,-40.0
2015-03-24,0.0
2015-03-25,0.0
2015-03-26,0.0
2015-03-27,0.0
2015-04-15,-33.3333
2015-04-16,25.0
2015-04-20,0.0
2015-05-05,20.0
2015-05-12,0.0
2015-05-15,6.6667
2015-05-21,9.375
2015-05-26,0.0
2015-05-27,42.8571
2015-06-03,-39.0
2015-06-05,-1.6393
2015-06-08,33.3333
2015-06-11,-25.0
2015-06-12,0.0
2015-06-15,0.0
2015-06-18,-13.3333
2015-06-19,0.0
2015-06-24,-3.8462
2015-06-29,4.0
2015-07-06,0.0
2015-07-07,5.7692
2015-07-14,0.0
2015-07-20,-9.0909
2015-07-23,0.0
2015-07-27,0.5
2015-07-29,-20.398
2015-08-05,25.9375
2015-08-06,-20.0993
2015-08-07,0.3106
2015-08-12,23.839
2015-08-14,-12.0
2015-08-17,-9.0909
2015-08-18,0.0
2015-08-21,25.0
2015-09-10,-12.0
2015-09-14,-9.0909
2015-09-18,-25.0
2015-10-05,-26.6667
2015-10-13,-9.0909
2015-10-14,150.0
2015-10-16,-40.0
2015-10-19,-20.0
2015-10-20,108.3333
2015-10-23,-32.0
2015-10-27,0.0
2015-11-03,47.0588
2015-11-10,-20.0
2015-11-12,0.0
2015-11-16,0.0
2015-11-19,0.0
2015-11-23,0.0
2015-11-30,50.0
2015-12-01,0.0
2015-12-02,33.3333
2015-12-07,-6.25
2015-12-09,-46.6667
2015-12-10,100.0
2015-12-11,0.0
2015-12-15,-12.5
2015-12-17,-8.5714
2015-12-22,-21.875
2015-12-24,0.0
2015-12-31,20.0
2016-01-05,-16.6667
2016-01-12,20.0
2016-01-19,0.0
2016-01-21,0.0
2016-01-22,13.3333
2016-02-02,-20.5882
2016-02-03,11.1111
2016-02-12,27.2917
2016-02-18,-21.4403
2016-03-03,6.4583
2016-03-07,9.589
2016-03-08,-11.4286
2016-03-21,29.0323
2016-03-22,-22.5
2016-03-23,29.0323
2016-03-30,0.0
2016-03-31,0.0
2016-04-01,25.0
2016-04-04,-20.0
2016-04-05,-22.1875
2016-04-07,0.0
2016-04-11,0.0
2016-04-12,-3.6145
2016-04-15,33.3333
2016-04-18,25.0
2016-04-20,-36.0
2016-05-05,7.8125
2016-05-10,-13.0435
2016-05-12,0.0
2016-05-16,0.0
2016-05-25,0.0
2016-05-31,0.2083
2016-06-09,6.4449
2016-07-11,3.125
2016-07-13,36.3636
2016-07-18,-21.1111
2016-07-25,-7.0423
2016-08-10,9.0909
2016-08-17,11.1111
2016-09-07,-20.0
2016-09-12,0.0
2016-09-16,9.375
2016-10-07,14.2857
2016-10-12,30.0
2016-10-13,-3.8462
2016-10-19,-29.75
2016-10-24,9.6085
2016-11-07,-21.7532
2016-12-07,32.7801
2016-12-09,-6.25
2016-12-20,6.6667
2016-12-23,0.0
2017-01-12,0.0
2017-01-19,22.8125
2017-01-27,0.0
2017-01-30,0.0
2017-01-31,22.1374
2017-02-01,33.3333
2017-02-03,-25.0
2017-02-16,0.0
2017-02-17,25.0
2017-02-21,6.6667
2017-02-22,12.5
2017-03-02,-11.1111
2017-03-20,-7.8906
2017-03-23,-32.1459
2017-03-31,2.5
2017-04-19,1.4634
2017-04-20,59.6154
2017-04-25,-3.6145
2017-04-28,-12.5
2017-05-05,4.6429
2017-05-08,-4.4369
2017-05-18,0.0
2017-06-08,-7.1429
2017-06-21,-15.3846
2017-06-22,-9.0909
2017-06-23,40.0
2017-06-26,-0.9
2017-06-27,-71.1691
2017-07-12,150.0
2017-07-20,0.0
2017-07-24,-15.4
2017-08-02,-20.8038
2017-08-15,94.0299
2017-08-16,-53.8462
2017-08-25,40.0
2017-09-06,7.1429
2017-09-11,-8.8889
2017-09-12,-26.8293
2017-09-19,33.3333
2017-10-04,25.0
2017-11-03,-4.0
2017-11-20,-33.3333
2017-11-29,0.3125
2017-12-06,-0.3115
2017-12-11,0.0
2018-01-04,0.0
2018-01-11,1.875
2018-01-18,16.5644
2018-01-19,-21.0526
2018-01-24,-23.3333
2018-01-31,30.4348
2018-02-09,-16.6667
2018-02-21,23.6
2018-03-05,-28.802599999999998
2018-03-27,35.7955
2018-04-11,0.0837
2018-05-29,17.0569
2018-06-01,-28.8571
2018-07-25,0.4016
2018-08-15,8.0
2018-09-12,22.2222
2018-09-13,0.0
2018-10-11,51.5152
2018-10-19,-34.0
2018-10-23,0.0
2018-10-29,0.0
2018-12-06,-33.3333
2018-12-10,0.0
2018-12-26,0.0
2019-01-30,81.8182
2019-02-04,-37.5
2019-02-14,60.0
2019-03-01,-13.0
2019-03-05,0.5747
2019-03-08,-5.7143
2019-03-19,6.0606
2019-03-22,42.8571
2019-03-25,20.0
2019-03-27,0.0
2019-04-05,83.3333
2019-04-15,36.3636
2019-04-18,-60.0
2019-05-08,0.0
2019-05-09,-8.3333
2019-05-23,-18.1818
2019-06-27,0.0
2019-07-08,24.4444
2019-07-18,-19.6429
2019-07-19,0.0
2019-08-02,17.7778
2019-08-09,-15.0943
2019-08-12,0.0
2019-08-20,0.0
2019-08-29,-2.0
2019-09-19,2.0408
2019-09-20,0.0
2019-09-24,0.0
2019-09-25,0.0
2019-09-30,-5.5556
2019-10-09,5.8824
2019-10-14,0.4222
2019-10-22,-11.2636
2019-11-04,-0.2494
2019-11-06,15.0
2019-11-08,8.6957
2019-11-12,19.8
2019-12-04,-33.222
2019-12-12,0.0
2019-12-18,-18.75
2019-12-27,7.6923
2019-12-30,111.4714
2020-01-28,-12.18
2020-01-29,7.6923
2020-02-13,0.0
2020-02-28,14.2857
2020-03-03,0.0
2020-03-05,0.0
2020-03-12,250.0
2020-03-13,-50.0
2020-03-16,-25.0
2020-03-17,-14.2857
2020-03-18,11.1111
2020-03-19,0.0
2020-03-20,-29.0
2020-03-24,40.8451
2020-03-30,20.0
2020-03-31,-25.0
2020-04-01,-11.1111
2020-04-09,-6.25
2020-04-13,-6.6667
2020-04-20,0.0
2020-04-21,14.2857
2020-04-23,12.5
2020-04-29,-22.2222
2020-05-01,28.5714
2020-05-05,-27.7778
2020-05-14,7.6923
2020-05-15,0.0
2020-05-18,14.2857
2020-05-19,12.5
2020-05-21,0.0
2020-05-27,0.0
2020-06-01,-22.2222
2020-06-09,0.0
2020-06-10,35.7143
2020-06-12,0.0
2020-06-17,26.3158
2020-06-25,16.6667
2020-07-06,-14.2857
2020-07-14,-20.8333
2020-07-28,45.2632
2020-07-29,-5.7971
2020-07-30,-20.2308
