ticker,CXUS US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2007-02-07,2.459
2007-02-13,0.0
2007-02-20,-2.4
2007-02-22,0.0
2007-02-23,-1.6393
2007-02-26,4.1667
2007-02-27,-1.6
2007-02-28,0.0
2007-03-01,1.626
2007-03-06,0.0
2007-03-07,-2.4
2007-03-09,-1.6393
2007-03-13,4.1667
2007-03-27,-15.2
2007-03-28,3.7736
2007-03-29,-3.6364
2007-03-30,11.3208
2007-04-02,-5.0847
2007-04-03,0.4464
2007-04-04,-0.8889
2007-04-05,3.1390000000000002
2007-04-09,6.087
2007-04-10,1.6393
2007-04-11,-0.8065
2007-04-12,0.813
2007-04-13,-0.8065
2007-04-16,-4.065
2007-04-17,1.6949
2007-04-18,3.3333
2007-04-19,1.6129
2007-04-20,2.3810000000000002
2007-04-23,5.4264
2007-04-24,-4.4118
2007-04-25,2.3077
2007-04-26,-4.5113
2007-04-27,2.3622
2007-04-30,-4.6154
2007-05-01,8.871
2007-05-02,0.0
2007-05-03,0.0
2007-05-04,-0.7407
2007-05-07,0.0
2007-05-08,6.7164
2007-05-09,-2.0892
2007-05-10,-2.1516
2007-05-11,-3.6496
2007-05-14,-1.5152
2007-05-15,-10.0
2007-05-16,-5.9829
2007-05-17,9.0909
2007-05-18,-2.5
2007-05-21,0.8547
2007-05-22,-2.5423999999999998
2007-05-23,-4.3478
2007-05-24,1.8182
2007-05-25,-0.8929
2007-05-29,-9.9099
2007-05-30,-6.0
2007-05-31,11.7021
2007-06-01,7.619
2007-06-04,0.0
2007-06-05,-11.5044
2007-06-06,3.0
2007-06-07,-1.9417
2007-06-08,0.0
2007-06-11,-0.9901
2007-06-12,-3.0
2007-06-13,-8.2474
2007-06-14,2.2472
2007-06-15,1.0989
2007-06-18,-4.3478
2007-06-19,-2.2727
2007-06-20,-8.1395
2007-06-21,-6.3291
2007-06-22,-2.7027
2007-06-25,2.7778
2007-06-26,-24.3243
2007-06-27,3.5714
2007-06-28,3.4483
2007-06-29,-3.3333
2007-07-02,1.7241
2007-07-03,4.9153
2007-07-05,-4.6850000000000005
2007-07-06,-15.2542
2007-07-09,-20.0
2007-07-10,-5.0
2007-07-11,5.2632
2007-07-12,14.75
2007-07-13,-1.9607999999999999
2007-07-16,-8.8889
2007-07-17,-2.439
2007-07-18,7.5
2007-07-19,-4.6512
2007-07-20,2.439
2007-07-23,-2.3810000000000002
2007-07-24,-4.878
2007-07-25,-2.5641
2007-07-26,0.0
2007-07-27,0.0
