ticker,ACEL US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2017-08-29,-0.5102
2017-08-30,0.0
2017-08-31,0.0
2017-09-14,0.5128
2017-09-18,-0.5102
2017-09-19,0.7138
2017-09-22,-0.3014
2017-09-28,0.4086
2017-10-04,0.2035
2017-10-11,-1.0152
2017-10-18,0.0
2017-10-19,-0.1538
2017-11-01,0.1387
2017-11-02,0.7909
2017-11-07,-1.2783
2017-11-13,0.2062
2017-11-15,0.0
2017-11-17,-0.1029
2017-11-21,0.0
2017-11-28,0.0206
2017-11-29,-0.0206
2017-11-30,-0.103
2017-12-01,-0.1031
2017-12-07,0.4128
2017-12-08,0.1028
2017-12-11,-0.2639
2017-12-12,0.3675
2017-12-13,0.0
2017-12-14,0.0
2017-12-29,-0.2051
2018-01-05,0.2055
2018-01-08,-0.5128
2018-01-16,0.3505
2018-01-18,0.1644
2018-01-22,0.0
2018-01-23,0.0
2018-01-25,0.1015
2018-01-31,-0.1014
2018-02-01,0.4103
2018-02-02,0.0
2018-02-06,-0.238
2018-02-07,0.2386
2018-02-26,0.1021
2018-02-27,0.2041
2018-03-01,-0.1018
2018-03-05,-0.3058
2018-03-08,-0.1022
2018-03-09,0.0
2018-03-12,0.0031
2018-03-14,-0.1054
2018-03-15,0.0
2018-03-20,0.9221
2018-03-22,-0.7107
2018-03-26,0.2045
2018-04-09,0.5102
2018-04-11,0.0
2018-04-16,0.0
2018-04-23,0.0
2018-04-25,-0.5076
2018-04-26,0.5102
2018-04-27,0.0
2018-04-30,0.0
2018-05-04,-0.4061
2018-05-07,0.1019
2018-05-08,0.2037
2018-05-09,-0.3049
2018-05-10,0.7136
2018-05-11,-0.2024
2018-05-14,0.0071
2018-05-15,-0.2099
2018-05-16,-0.1016
2018-05-17,0.5086
2018-05-18,0.2024
2018-05-22,-0.101
2018-05-23,0.0
2018-05-25,-0.3033
2018-06-04,1.4199
2018-06-05,-2.3
2018-06-06,0.0
2018-06-07,0.8188
2018-06-08,0.203
2018-06-11,0.304
2018-06-12,-0.101
2018-06-13,0.5046
2018-06-14,-0.4014
2018-06-15,0.404
2018-06-18,0.1006
2018-06-20,0.0
2018-06-21,0.0
2018-06-22,0.3015
2018-06-25,-0.9018
2018-06-26,0.6067
2018-06-27,0.1005
2018-06-28,-0.3012
2018-07-02,0.7049
2018-07-03,0.0
2018-07-05,0.3
2018-07-06,-0.0997
2018-07-09,-0.0998
2018-07-10,-0.7982
2018-07-11,0.4924
2018-07-13,-0.0902
