ticker,SPR US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2006-11-21,11.538499999999999
2006-11-22,1.2069
2006-11-24,-1.8739
2006-11-27,-1.4236
2006-11-28,-0.2818
2006-11-29,2.5079000000000002
2006-11-30,0.448
2006-12-01,0.0
2006-12-04,2.2298
2006-12-05,1.5436
2006-12-06,0.9584
2006-12-07,1.0802
2006-12-08,0.4858
2006-12-11,0.7412
2006-12-12,-0.6718
2006-12-13,-0.2899
2006-12-14,-1.0013
2006-12-15,0.1631
2006-12-18,0.2932
2006-12-19,0.6171
2006-12-20,0.9038
2006-12-21,-0.1599
2006-12-22,0.3845
2006-12-26,-0.4149
2006-12-27,0.9615
2006-12-28,2.0952
2006-12-29,4.0734
2007-01-03,-6.6029
2007-01-04,-2.4312
2007-01-05,-1.6393
2007-01-08,-0.0667
2007-01-09,0.2335
2007-01-10,0.0666
2007-01-11,1.8622999999999998
2007-01-12,1.9588999999999999
2007-01-16,-1.2488
2007-01-17,0.1297
2007-01-18,-1.8782
2007-01-19,-0.165
2007-01-22,-1.8843
2007-01-23,1.3477000000000001
2007-01-24,-0.1995
2007-01-25,-2.2984999999999998
2007-01-26,-1.091
2007-01-29,0.1724
2007-01-30,0.5506
2007-01-31,4.8255
2007-02-01,-0.9141
2007-02-02,1.0544
2007-02-05,0.6847
2007-02-06,0.9067
2007-02-07,-0.5456
2007-02-08,0.7099
2007-02-09,0.769
2007-02-12,-1.4308
2007-02-13,-2.3226
2007-02-14,-0.2642
2007-02-15,0.4967
2007-02-16,-0.5931
2007-02-20,-0.3315
2007-02-21,-0.1663
2007-02-22,0.0999
2007-02-23,0.1664
2007-02-26,-0.0332
2007-02-27,-2.0937
2007-02-28,0.1697
2007-03-01,-1.2538
2007-03-02,-3.9121
2007-03-05,-0.0714
2007-03-06,2.6447000000000003
2007-03-07,-0.1741
2007-03-08,1.3603
2007-03-09,0.6882
2007-03-12,0.8544
2007-03-13,0.0339
2007-03-14,-1.2534
2007-03-15,6.518
2007-03-16,-0.2576
2007-03-19,2.8415
2007-03-20,-0.0314
2007-03-21,-0.2198
2007-03-22,0.0
2007-03-23,1.8885999999999998
2007-03-26,-0.9268
2007-03-27,-0.1247
2007-03-28,-1.561
2007-03-29,3.1716
2007-03-30,-2.0904
2007-04-02,-1.6641
2007-04-03,1.6922000000000001
2007-04-04,0.3768
2007-04-05,-0.782
2007-04-09,1.7970000000000002
2007-04-10,-0.3097
2007-04-11,-1.0562
2007-04-12,-0.9419
