ticker,WORK US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2019-06-20,48.5385
2019-06-21,-3.6250999999999998
2019-06-24,-3.9226
2019-06-25,-1.5659999999999998
2019-06-26,5.6533999999999995
2019-06-27,-2.5276
2019-06-28,3.4483
2019-07-01,-2.5333
2019-07-02,0.0
2019-07-03,-1.5048
2019-07-05,-1.3333
2019-07-08,-1.464
2019-07-09,1.8286
2019-07-10,-1.2626
2019-07-11,-0.5399
2019-07-12,-3.6286
2019-07-15,3.024
2019-07-16,-1.0072
2019-07-17,-2.7326
2019-07-18,-4.3634
2019-07-19,-2.1875
2019-07-22,6.23
2019-07-23,2.0752
2019-07-24,0.4714
2019-07-25,-1.1144
2019-07-26,1.0973
2019-07-29,-3.1681
2019-07-30,-1.3026
2019-07-31,2.5783
2019-08-01,-4.249
2019-08-02,-3.5313
2019-08-05,1.6844999999999999
2019-08-06,-1.7522
2019-08-07,-0.227
2019-08-08,2.4699
2019-08-09,-2.3787
2019-08-12,1.2671000000000001
2019-08-13,0.2567
2019-08-14,-1.568
2019-08-15,-1.9506000000000001
2019-08-16,-0.5305
2019-08-19,3.8
2019-08-20,-2.0552
2019-08-21,0.9836
2019-08-22,-0.8117
2019-08-23,-1.6367
2019-08-26,3.0616
2019-08-27,-3.4227
2019-08-28,-0.3678
2019-08-29,0.604
2019-08-30,-4.4696
2019-09-03,0.419
2019-09-04,8.032
2019-09-05,-3.4117
2019-09-06,-8.7637
2019-09-09,-8.9847
2019-09-10,7.3435
2019-09-11,-5.6075
2019-09-12,1.4653
2019-09-13,-4.4106
2019-09-16,6.5741
2019-09-17,0.4598
2019-09-18,-1.9451
2019-09-19,0.0389
2019-09-20,-1.3608
2019-09-23,-4.7694
2019-09-24,-3.9735
2019-09-25,-2.0259
2019-09-26,-0.4399
2019-09-27,-2.5188
2019-09-30,7.5703
2019-10-01,-3.6241
2019-10-02,2.4486
2019-10-03,6.402
2019-10-04,0.1604
2019-10-07,4.3252
2019-10-08,-1.3436
2019-10-09,-4.3969
2019-10-10,-3.0525
2019-10-11,9.11
2019-10-14,-5.2713
2019-10-15,0.4874
2019-10-16,-4.4462
2019-10-17,1.5228000000000002
2019-10-18,-9.125
2019-10-21,3.5305
2019-10-22,-6.8645
2019-10-23,-0.9035
2019-10-24,0.6718
2019-10-25,-2.4786
2019-10-28,4.9365
2019-10-29,4.7974
2019-10-30,3.3333
2019-10-31,-5.3763
2019-11-01,-0.2727
2019-11-04,0.0
2019-11-05,-5.4239
