ticker,GMVP US Equity
2018-03-28,-7.3333
2018-03-29,0.0
2018-04-02,16.307
2018-04-03,-10.3436
2018-04-04,-0.345
2018-04-05,7.6923
2018-04-06,0.0
2018-04-09,3.5714
2018-04-10,-3.4483
2018-04-11,-3.5714
2018-04-12,-3.7037
2018-04-13,-5.0
2018-04-16,-10.9312
2018-04-17,2.2727
2018-04-18,-11.1111
2018-04-19,-15.0
2018-04-20,0.0
2018-04-23,-2.9412000000000003
2018-04-24,0.0
2018-04-25,-3.0303
2018-04-26,-14.375
2018-04-27,2.1898
2018-04-30,-1.7856999999999998
2018-05-01,-5.4545
2018-05-02,0.0
2018-05-03,-19.2308
2018-05-04,32.8571
2018-05-07,7.5269
2018-05-08,-20.0
2018-05-09,0.0
2018-05-10,-4.1667
2018-05-11,32.5217
2018-05-14,-5.643
2018-05-15,-6.9263
2018-05-16,-2.7944
2018-05-17,3.8432
2018-05-18,18.4308
2018-05-21,-7.8125
2018-05-22,-5.4441
2018-05-23,14.6483
2018-05-24,-11.4071
2018-05-25,72.9493
2018-05-29,-1.0204
2018-05-30,-9.2784
2018-05-31,28.1818
2018-06-01,-18.0851
2018-06-04,-11.039
2018-06-05,7.056
2018-06-06,0.0
2018-06-07,0.0
2018-06-08,-4.5455
2018-06-11,-14.2857
2018-06-12,2.7222
2018-06-13,2.7582
2018-06-14,-14.2105
2018-06-15,-0.6135
2018-06-18,-15.1235
2018-06-19,-12.3636
2018-06-20,11.4108
2018-06-21,-6.8901
2018-06-22,-2.568
2018-06-25,10.8465
2018-06-26,-3.7037
2018-06-27,-7.6923
2018-06-28,-16.5833
2018-06-29,-0.0999
2018-07-02,1.5
2018-07-03,0.0
2018-07-05,-1.1823
2018-07-06,4.6859
2018-07-09,-1.9048
2018-07-10,-9.7184
2018-07-11,7.5384
2018-07-12,0.0
2018-07-13,-8.0
2018-07-16,8.6957
2018-07-17,-10.0
2018-07-18,-10.5
2018-07-19,-13.0975
2018-07-20,-2.6071
2018-07-23,-9.3363
2018-07-24,-0.5015
2018-07-25,0.5041
2018-07-26,69.8754
2018-07-27,-31.9048
2018-07-30,25.8741
2018-07-31,0.0
2018-08-01,0.0
2018-08-02,0.0
2018-08-03,-5.5556
2018-08-06,3.5294
2018-08-07,1.1364
2018-08-08,-17.6966
2018-08-09,-3.0717
2018-08-10,12.6761
2018-08-13,-0.625
2018-08-14,-15.5975
2018-08-15,-10.9538
2018-08-16,10.2929
2018-08-17,-1.1381000000000001
2018-08-20,1.3047
2018-08-21,21.2121
2018-08-22,-18.125
2018-08-23,9.2366
2018-08-24,11.8099
2018-08-27,-13.875
2018-08-28,7.1118
2018-08-29,8.4011
2018-08-30,-8.0
2018-08-31,0.5435
2018-09-04,14.8649
2018-09-05,-13.5294
2018-09-06,-4.7619
2018-09-07,10.0
2018-09-10,3.8961
2018-09-11,-1.25
2018-09-12,-2.5316
2018-09-13,-15.7143
2018-09-14,-7.5501000000000005
2018-09-17,-5.0
2018-09-18,31.5789
2018-09-19,-20.0
2018-09-20,-15.8333
2018-09-21,12.455400000000001
2018-09-24,-7.3781
2018-09-25,-8.1749
2018-09-26,-8.9027
2018-09-27,4.5455
2018-09-28,-4.3478
2018-10-01,-4.5455
2018-10-02,-4.5238
2018-10-03,47.1322
2018-10-04,1.6949
2018-10-05,-8.3333
2018-10-08,14.1636
2018-10-09,21.0384
2018-10-10,-1.9737
2018-10-11,10.7383
2018-10-12,-9.0909
2018-10-15,33.3333
2018-10-16,3.7
2018-10-17,-13.2112
2018-10-18,5.5556
2018-10-19,4.2105
2018-10-22,-9.1919
2018-10-23,-4.4716000000000005
2018-10-24,-6.9632
2018-10-25,-18.6483
2018-10-26,4.6154
2018-10-29,2.9412000000000003
2018-10-30,14.2857
2018-10-31,-21.25
2018-11-01,5.5556
2018-11-02,20.3008
2018-11-05,0.0
2018-11-06,-23.125
2018-11-07,5.6911000000000005
2018-11-08,23.0769
2018-11-09,-24.125
2018-11-12,8.402
2018-11-13,-2.7356
2018-11-14,-6.25
2018-11-15,16.6667
2018-11-16,14.1429
2018-11-19,-26.5707
2018-11-20,32.947
2018-11-21,2.5641
2018-11-23,-3.75
2018-11-26,2.5974
2018-11-27,-36.7089
2018-11-28,20.0
2018-11-29,-26.6667
2018-11-30,36.3636
2018-12-03,0.0
2018-12-04,0.0
2018-12-06,3.4667
2018-12-07,24.1946
2018-12-10,-10.0519
2018-12-11,1.1536
2018-12-12,-1.7819
2018-12-13,-10.7402
2018-12-14,5.1707
2018-12-17,-4.9165
2018-12-18,-7.3171
2018-12-19,-10.0
2018-12-20,-12.2807
2018-12-21,0.2222
2018-12-24,-0.2217
2018-12-26,8.1111
2018-12-27,-17.7801
2018-12-28,2.6
2018-12-31,-2.5341
2019-01-02,1.25
2019-01-03,-13.5802
2019-01-04,17.3714
2019-01-07,-14.557
2019-01-08,70.0855
2019-01-09,-25.9966
2019-01-10,-9.0086
2019-01-11,21.1443
2019-01-14,-16.2423
2019-01-15,-0.331
2019-01-16,3.3083
2019-01-17,-2.3810000000000002
2019-01-18,3.2805
2019-01-22,-5.5378
2019-01-23,25.25
2019-01-24,0.5988
2019-01-25,3.9683
2019-01-28,-23.4733
2019-01-29,0.2494
2019-01-30,7.9602
2019-01-31,38.2488
2019-02-01,-13.95
2019-02-04,1.104
2019-02-05,-14.5594
2019-02-06,2.6906
2019-02-07,0.0
2019-02-08,0.4367
2019-02-11,-8.0435
2019-02-12,8.747
2019-02-13,23.3696
2019-02-14,-10.8458
2019-02-15,-3.1525
2019-02-19,2.8571
2019-02-20,-0.7937
2019-02-21,-19.5
2019-02-22,4.3478
2019-02-25,-4.7619
2019-02-26,6.75
2019-02-27,-9.6019
2019-02-28,2.3316
2019-03-01,8.1013
2019-03-04,-16.8618
2019-03-05,-1.4085
2019-03-06,14.2857
2019-03-07,-35.0
2019-03-08,45.7692
2019-03-11,10.8179
2019-03-12,5.6429
2019-03-13,-10.6378
2019-03-14,-18.739
2019-03-15,-0.3724
2019-03-18,-11.5265
2019-03-19,-1.4085
2019-03-20,20.5714
2019-03-21,-10.6931
2019-03-22,-7.4627
2019-03-25,7.5269
2019-03-26,16.6667
2019-03-27,-11.9429
2019-03-28,-2.6606
2019-03-29,6.6667
2019-04-01,-25.625
2019-04-02,27.7311
2019-04-03,-22.697400000000002
2019-04-04,27.6596
2019-04-05,7.0
2019-04-08,-28.3489
2019-04-09,35.3478
2019-04-10,-6.8423
2019-04-11,16.5862
2019-04-12,-9.3168
2019-04-15,12.7854
2019-04-16,-24.812
2019-04-17,15.0
2019-04-18,-3.0769
2019-04-22,-22.3602
2019-04-23,33.3333
2019-04-24,-0.6667
2019-04-25,-10.604
2019-04-26,4.6359
2019-04-29,-13.901299999999999
2019-04-30,0.8333
2019-05-01,23.9669
2019-05-02,-21.6667
2019-05-03,16.5957
2019-05-06,-8.0292
2019-05-07,-1.9841
2019-05-08,-14.979800000000001
2019-05-10,4.7619
2019-05-13,2.2727
2019-05-14,11.1111
2019-05-15,-5.6
2019-05-16,0.8475
2019-05-17,-5.8824
2019-05-21,21.4286
2019-05-22,-0.7353
2019-05-23,-16.6667
2019-05-24,0.0
2019-05-28,-4.4444
2019-05-29,39.0698
2019-05-30,-26.4214
2019-05-31,5.7727
2019-06-03,-11.474
2019-06-04,-2.9126
2019-06-05,-20.0
2019-06-06,0.0
2019-06-07,54.375
2019-06-10,-23.0769
2019-06-11,-17.3684
2019-06-12,27.3885
2019-06-13,-17.35
2019-06-14,4.0532
2019-06-17,15.1163
2019-06-18,1.0101
2019-06-19,12.0
2019-06-20,4.9107
2019-06-21,-35.3191
2019-06-25,-1.3158
2019-06-26,0.0
2019-06-27,19.0667
2019-06-28,5.0112
2019-07-01,-19.4881
2019-07-03,-20.5298
2019-07-05,52.0833
2019-07-08,-4.1096
2019-07-09,-14.2857
2019-07-10,-20.0
2019-07-11,0.0
2019-07-12,3.3333
2019-07-15,0.8065
2019-07-16,-31.2
2019-07-17,4.6512
2019-07-19,-11.1111
2019-07-22,12.5
2019-07-23,-5.5556
2019-07-24,-5.8824
2019-07-26,47.5
2019-07-29,25.4237
2019-07-30,-45.9459
2019-07-31,11.25
2019-08-01,1.1236
2019-08-02,11.1111
2019-08-05,0.0
2019-08-06,0.0
2019-08-07,0.0
2019-08-08,20.0
2019-08-09,-16.6667
2019-08-12,-37.0
2019-08-13,18.7302
2019-08-14,6.9519
2019-08-15,0.0
2019-08-16,0.0
2019-08-19,12.5
2019-08-20,-11.1111
2019-08-21,-9.5
2019-08-22,-15.7459
2019-08-27,45.2459
2019-08-29,12.8668
2019-08-30,-38.0
2019-09-04,9.6774
2019-09-05,32.3529
2019-09-09,0.0
2019-09-10,-11.1111
2019-09-12,-12.0
2019-09-13,42.0455
2019-09-16,0.0
2019-09-17,-40.0
2019-09-18,1.6667
2019-09-20,0.0
2019-09-23,31.1475
2019-09-24,-23.75
2019-09-26,0.0
2019-09-30,0.0
2019-10-01,31.1475
2019-10-02,-11.25
2019-10-03,2.8169
2019-10-04,0.0
2019-10-07,-23.2877
2019-10-08,0.0
2019-10-10,-7.1429
2019-10-14,0.0
2019-10-15,5.7692
2019-10-16,9.0909
2019-10-17,0.0
2019-10-18,-6.6667
2019-10-21,10.1786
2019-10-22,-9.2382
2019-10-23,27.8571
2019-10-24,-11.7318
2019-10-25,-17.7215
2019-10-28,16.1538
2019-10-30,-16.8874
2019-11-04,-0.3984
2019-11-05,0.0
2019-11-06,0.0
2019-11-07,0.0
2019-11-11,0.0
2019-11-12,0.0
2019-11-13,0.0
2019-11-15,0.0
2019-11-18,0.0
2019-11-19,0.0
2019-11-21,0.0
2019-11-22,0.0
2019-11-25,0.0
2019-11-29,57.4
2019-12-02,-17.4079
2019-12-03,-16.9231
2019-12-04,48.1481
2019-12-05,-25.0
2019-12-06,10.0
2019-12-09,43.9394
2019-12-10,-35.7895
2019-12-11,26.2295
2019-12-12,-22.0779
2019-12-13,19.1667
2019-12-16,-23.0769
2019-12-17,9.0909
2019-12-18,-4.1667
2019-12-19,75.6522
2019-12-20,14.3564
2019-12-23,3.8961
2019-12-24,25.0
2019-12-26,-33.3333
2019-12-27,64.0
2019-12-30,12.5
2019-12-31,24.6612
2020-01-02,-8.6957
2020-01-03,0.0
2020-01-06,0.0
2020-01-07,0.0
2020-01-08,0.0
2020-01-10,-14.2857
2020-01-13,-5.5556
2020-01-14,10.0
2020-01-15,33.6898
2020-01-16,-4.0
2020-01-17,-16.6667
2020-01-21,-15.0
2020-01-23,0.0
2020-01-24,11.7647
2020-01-27,13.6842
2020-01-28,-10.0463
2020-01-29,3.9629
2020-01-30,-9.1584
2020-01-31,-2.4523
2020-02-03,-1.2570000000000001
2020-02-04,-0.9901
2020-02-05,-2.2857
2020-02-06,-0.5848
2020-02-10,2.0588
2020-02-11,-2.5937
2020-02-12,1.7751000000000001
2020-02-13,-3.1395
2020-02-18,-1.5606
2020-02-20,-20.7317
2020-02-21,-38.4615
2020-02-24,76.125
2020-02-25,-7.736
2020-02-26,-2.3077
2020-02-27,15.6693
2020-02-28,17.7672
2020-03-02,-12.659
2020-03-03,-25.0827
2020-03-04,6.0071
2020-03-05,-16.6667
2020-03-09,-12.0
2020-03-10,80.6818
2020-03-11,-37.1069
2020-03-12,0.0
2020-03-13,21.0
2020-03-16,-0.8264
2020-03-17,6.9167
2020-03-18,13.0164
2020-03-19,-16.5517
2020-03-20,10.661200000000001
2020-03-23,-2.1658
2020-03-24,6.8702
2020-03-25,25.0
2020-03-26,0.0
2020-03-30,-17.4857
2020-03-31,-9.2798
2020-04-02,6.6411999999999995
2020-04-03,14.5311
2020-04-06,-21.5625
2020-04-07,-20.3187
2020-04-09,10.0
2020-04-13,36.3636
2020-04-14,-23.3333
2020-04-15,0.0
2020-04-16,-23.4783
2020-04-21,-20.4545
2020-04-23,4.2857
2020-04-24,71.2329
2020-04-27,-18.0
2020-04-28,-23.9024
2020-04-29,28.2051
2020-04-30,25.0
2020-05-01,0.0
2020-05-06,-36.0
2020-05-07,28.125
2020-05-08,-1.9512
2020-05-12,24.3781
2020-05-13,-28.0
2020-05-15,-5.5556
2020-05-18,0.0
2020-05-19,43.5294
2020-05-20,-30.3279
2020-05-21,5.8824
2020-05-26,0.0
2020-05-27,32.2222
2020-05-28,0.8403
2020-05-29,0.0
2020-06-01,4.1667
2020-06-02,-28.0
2020-06-03,5.5556
2020-06-04,8.4211
2020-06-05,-2.9126
2020-06-08,3.0
2020-06-09,-11.6505
2020-06-10,0.0
2020-06-12,20.8791
2020-06-15,0.0
2020-06-16,-26.3636
2020-06-17,0.0
2020-06-18,24.1358
2020-06-22,-17.454
2020-06-23,32.5301
2020-06-29,-9.0909
2020-06-30,12.35
2020-07-01,-4.7619
2020-07-02,0.3738
2020-07-06,-6.8901
2020-07-07,-18.0
2020-07-08,22.561
2020-07-09,18.408
2020-07-10,-20.2101
2020-07-13,25.3291
2020-07-14,-11.7647
2020-07-15,-1.9048
2020-07-16,-10.6796
2020-07-20,14.1304
2020-07-21,-6.6667
2020-07-23,12.2449
2020-07-24,8.1818
2020-07-27,-2.9412000000000003
2020-07-28,-11.2987
2020-07-30,-20.937
2020-07-31,3.7037
