ticker,PPRW US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2008-09-15,74.6667
2008-09-16,5.916
2008-09-17,-2.7027
2008-09-18,-1.8519
2008-09-19,-5.6604
2008-09-22,5.0
2008-09-23,0.0
2008-09-24,5.7143
2008-09-25,-8.1081
2008-09-26,-7.8431
2008-09-29,-9.5745
2008-09-30,17.647100000000002
2008-10-01,-9.8
2008-10-02,13.082
2008-10-03,-15.6863
2008-10-06,13.9535
2008-10-07,-33.6735
2008-10-08,50.7692
2008-10-09,-18.1633
2008-10-10,15.9601
2008-10-13,1.0753
2008-10-14,-4.2553
2008-10-15,0.0
2008-10-16,0.0
2008-10-17,-22.2222
2008-10-20,28.5714
2008-10-21,0.0
2008-10-22,-1.1111
2008-10-23,0.0
2008-10-24,-0.2247
2008-10-27,-0.9009
2008-10-28,-20.0
2008-10-29,13.6364
2008-10-30,6.25
2008-10-31,0.0
2008-11-03,0.0
2008-11-04,-8.2353
2008-11-05,-8.9744
2008-11-06,4.2254
2008-11-12,9.4595
2008-11-13,3.7037
2008-11-14,-11.9048
2008-11-17,-5.4054
2008-11-18,0.0
2008-11-19,2.8571
2008-11-20,-11.1111
2008-11-24,9.375
2008-11-25,10.0
2008-11-26,0.0
2008-11-28,-6.4935
2008-12-01,-2.7778
2008-12-02,0.0
2008-12-03,-12.857099999999999
2008-12-04,22.9508
2008-12-05,-12.0
2008-12-08,16.0606
2008-12-09,-12.5326
2008-12-10,1.4925
2008-12-12,-17.647100000000002
2008-12-15,16.0714
2008-12-16,7.3846
2008-12-18,-9.7421
2008-12-19,11.1111
2008-12-22,-1.4285999999999999
2008-12-23,23.1014
2008-12-26,-1.1067
2008-12-31,7.1429
2009-01-02,-5.5556
2009-01-05,-1.1764999999999999
2009-01-06,0.0
2009-01-07,0.0
2009-01-09,1.1905000000000001
2009-01-15,-9.4118
2009-01-20,0.0
2009-01-21,0.0
2009-01-22,-2.5974
2009-01-23,2.6667
2009-01-26,0.0
2009-01-28,-9.0909
2009-01-29,10.0
2009-01-30,7.7922
2009-02-02,-3.6145
2009-02-03,0.0
2009-02-05,5.0
2009-02-09,-1.1905000000000001
2009-02-11,1.2048
2009-02-12,-9.5238
2009-02-13,-1.3158
2009-02-17,9.3333
2009-02-20,-8.5366
2009-02-23,0.0
2009-02-24,0.0
2009-02-25,0.0
2009-02-26,0.0
2009-02-27,6.6667
2009-03-02,-1.25
2009-03-03,0.0
2009-03-04,0.0
2009-03-05,-11.1392
2009-03-09,0.2849
