ticker,TRBX US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-37.5
2000-01-04,23.0769
2000-01-05,-18.75
2000-01-06,23.0769
2000-01-07,-3.125
2000-01-10,9.6774
2000-01-11,-2.9412000000000003
2000-01-12,0.0
2000-01-13,-3.0303
2000-01-14,3.125
2000-01-18,15.1515
2000-01-19,-10.526299999999999
2000-01-21,-2.9412000000000003
2000-01-24,0.0
2000-01-25,-6.0606
2000-01-26,-6.4516
2000-01-28,13.7931
2000-01-31,0.0
2000-02-03,-21.2121
2000-02-09,0.0
2000-02-14,7.6923
2000-02-15,-7.1429
2000-02-16,23.0769
2000-02-17,-21.875
2000-02-18,0.0
2000-02-22,0.0
2000-02-23,20.0
2000-02-24,0.0
2000-02-25,6.6667
2000-02-28,0.0
2000-02-29,-6.25
2000-03-01,0.0
2000-03-02,-6.6667
2000-03-03,14.2857
2000-03-06,-12.5
2000-03-07,14.2857
2000-03-08,9.375
2000-03-09,-20.0
2000-03-13,25.0
2000-03-15,-20.0
2000-03-16,0.0
2000-03-17,0.0
2000-03-20,0.0
2000-03-21,0.0
2000-03-23,-7.1429
2000-03-27,0.0
2000-03-28,0.0
2000-03-29,-7.6923
2000-03-30,-8.3333
2000-03-31,-18.1818
2000-04-03,0.0
2000-04-06,-2.2222
2000-04-07,-9.0909
2000-04-10,37.5
2000-04-12,-27.2727
2000-04-13,37.5
2000-04-14,-27.2727
2000-04-18,-12.5
2000-04-20,0.0
2000-04-24,28.5714
2000-04-25,-22.2222
2000-04-26,0.0
2000-04-27,0.0
2000-05-01,28.5714
2000-05-08,-22.2222
2000-05-09,0.0
2000-05-10,21.3714
2000-05-11,0.0
2000-05-12,0.0471
2000-05-17,-23.5294
2000-05-18,30.7692
2000-05-22,5.8824
2000-05-23,-27.7778
2000-05-24,15.3846
2000-05-25,-40.0
2000-05-26,33.3333
2000-05-30,-8.3333
2000-06-01,9.0909
2000-06-02,0.0
2000-06-06,-6.6667
2000-06-07,0.0
2000-06-08,25.0
2000-06-09,0.0
2000-06-13,14.2857
2000-06-14,0.0
2000-06-15,18.75
2000-06-20,-15.7895
2000-06-21,12.5
2000-06-22,-27.7778
2000-06-23,-7.6923
2000-06-26,0.0
2000-07-06,-25.0
2000-07-10,0.0
2000-07-11,0.0
2000-07-13,0.0
2000-07-19,22.2222
2000-07-25,-24.3636
2000-08-08,20.1923
2000-08-09,-10.0
2000-08-10,-11.1111
2000-08-11,0.0
2000-08-14,50.0
2000-08-15,-33.3333
