ticker,RMES US Equity
2008-06-05,1.3514
2008-06-06,1.3333
2008-06-09,0.0
2008-06-10,10.526299999999999
2008-06-11,33.2143
2008-06-12,-8.8472
2008-06-13,-3.9215999999999998
2008-06-16,16.3265
2008-06-17,-7.0175
2008-06-18,3.7736
2008-06-19,-9.0909
2008-06-20,-4.0
2008-06-23,14.5833
2008-06-24,-9.0909
2008-06-25,16.0
2008-06-26,-5.1724
2008-06-27,-3.6364
2008-06-30,9.434
2008-07-01,3.4483
2008-07-02,8.3333
2008-07-03,1.5385
2008-07-07,6.0606
2008-07-08,-11.4286
2008-07-09,3.2258
2008-07-10,-3.125
2008-07-11,0.0
2008-07-14,8.0645
2008-07-15,2.9851
2008-07-16,-4.3478
2008-07-17,4.5455
2008-07-18,-4.3478
2008-07-21,-6.0606
2008-07-22,8.0645
2008-07-23,-4.4776
2008-07-24,1.5625
2008-07-25,-13.8462
2008-07-28,-5.3571
2008-07-29,-15.0943
2008-07-30,22.2222
2008-07-31,9.0909
2008-08-01,-16.6667
2008-08-04,8.0
2008-08-05,1.8519
2008-08-06,-9.0909
2008-08-07,6.0
2008-08-08,-5.6604
2008-08-11,0.0
2008-08-12,-8.0
2008-08-14,0.0
2008-08-15,0.0
2008-08-18,6.5217
2008-08-19,-8.1633
2008-08-20,0.0
2008-08-22,11.1111
2008-08-25,0.0
2008-08-27,0.0
2008-08-29,-4.0
2008-09-02,0.0
2008-09-03,6.25
2008-09-04,1.9607999999999999
2008-09-08,-13.461500000000001
2008-09-09,0.0
2008-09-10,0.0
2008-09-12,0.0
2008-09-15,-11.1111
2008-09-17,-10.0
2008-09-18,11.1111
2008-09-19,0.0
2008-09-22,12.5
2008-09-23,-11.1111
2008-09-24,0.0
2008-09-25,2.5
2008-09-26,0.0
2008-09-29,-7.3171
2008-09-30,18.4211
2008-10-01,-11.1111
2008-10-02,-12.5
2008-10-03,5.7143
2008-10-06,-18.9189
2008-10-07,-16.6667
2008-10-08,20.0
2008-10-09,0.0
2008-10-10,-16.6667
2008-10-13,20.0
2008-10-15,-33.3333
2008-10-17,0.0
2008-10-21,0.0
2008-10-22,0.0
2008-10-23,0.0
2008-10-27,0.0
2008-10-29,15.0
2008-11-11,-13.0435
2008-11-17,0.0
2008-11-26,-25.0
2008-12-05,0.0
2008-12-09,13.3333
2008-12-10,-17.647100000000002
2008-12-11,0.0
2008-12-12,0.0
2008-12-15,-21.4286
2008-12-19,0.0
2008-12-23,0.0
2008-12-31,-9.0909
2009-01-07,0.0
2009-01-14,0.0
2009-01-15,0.0
2009-01-20,100.0
2009-01-21,20.0
2009-01-22,-29.1667
2009-01-23,0.0
2009-01-26,0.0
2009-01-27,-11.7647
2009-01-29,-6.6667
2009-01-30,-14.2857
2009-02-03,16.6667
2009-02-05,2.1429
2009-02-09,4.8951
2009-02-10,-26.6667
2009-02-11,36.3636
2009-02-12,0.0
2009-02-13,-33.3333
2009-02-17,60.0
2009-02-18,-37.5
2009-02-19,60.0
2009-02-20,-18.75
2009-02-23,0.0
2009-02-25,0.0
2009-03-04,-7.6923
2009-03-05,-16.6667
2009-03-06,20.0
2009-03-10,-16.6667
2009-03-13,0.0
2009-03-16,0.0
2009-03-17,10.0
2009-03-18,-18.1818
2009-03-20,0.0
2009-03-26,0.0
2009-03-31,0.0
2009-04-01,0.0
2009-04-08,0.0
2009-04-09,0.0
2009-04-20,0.0
2009-04-21,0.0
2009-04-22,0.0
2009-04-23,0.0
2009-04-27,-22.2222
2009-04-29,0.0
2009-04-30,-14.2857
2009-05-01,16.6667
2009-05-05,-14.2857
2009-05-06,-16.6667
2009-05-08,0.0
2009-05-14,0.0
2009-05-18,0.0
2009-05-22,0.0
2009-06-02,0.0
2009-06-03,-40.0
2009-06-05,-33.3333
2009-06-08,0.0
2009-06-15,-50.0
2009-06-18,0.0
2009-06-23,0.0
2009-06-26,0.0
2009-07-01,0.0
2009-07-09,0.0
2009-07-17,1.25
2009-07-27,0.0
2009-07-30,-1.2346
2009-08-05,0.0
2009-08-06,0.0
2009-08-26,0.0
2009-09-03,0.0
2009-09-08,100.0
2009-09-10,0.0
2009-09-18,-50.0
2009-11-05,100.0
2009-11-11,50.0
2009-11-18,0.0
2009-12-07,-88.0952
2009-12-08,0.0
2009-12-11,40.0
2009-12-22,57.1429
2009-12-31,0.0
2010-02-02,81.8182
2010-02-10,150.0
2010-02-11,0.0
2010-03-01,0.0
2010-03-11,-10.0
2010-03-23,2.2222
2010-03-29,10.8696
2010-04-12,-1.9607999999999999
2010-04-13,0.0
2010-04-21,0.0
2010-04-22,0.0
2010-05-28,0.0
2010-06-30,0.0
2010-07-21,0.0
2010-08-03,0.0
2010-08-12,0.0
2010-08-17,0.0
2010-08-20,0.0
2010-08-26,0.0
2010-08-30,0.0
2010-09-02,0.0
2010-09-03,0.0
2010-09-07,-36.0
2010-09-13,-3.125
2010-09-20,-35.4839
2010-09-27,195.0
2010-10-06,0.0
2010-10-12,-23.7288
2010-10-28,31.1111
2010-11-24,-32.2034
2010-11-29,0.0
2010-12-07,0.0
2010-12-17,-25.0
2010-12-28,16.6667
2010-12-31,0.0
2011-01-05,0.0
2011-02-01,28.5714
2011-02-02,-22.2222
2011-02-03,8.5714
2011-02-04,5.2632
2011-02-07,-5.0
2011-02-09,5.2632
2011-02-10,7.5
2011-02-11,0.0
2011-02-14,0.0
2011-02-15,0.0
2011-02-16,0.0
2011-02-17,2.3256
2011-02-18,-2.2727
2011-02-22,2.3256
2011-02-24,0.0
2011-02-25,-4.5455
2011-02-28,-4.7619
2011-03-02,15.0
2011-03-03,4.3478
2011-03-04,0.0
2011-03-07,0.0
2011-03-08,4.1667
2011-03-10,-16.0
2011-03-14,-2.3810000000000002
2011-03-17,7.3171
2011-03-21,-6.8182
2011-03-24,0.0
2011-04-11,12.1951
2011-04-13,2.1739
2011-04-15,0.0
2011-04-20,0.0
2011-04-21,0.0
2011-04-28,2.1277
2011-05-02,-16.6667
2011-05-04,15.0
2011-05-09,-6.5217
2011-05-12,1.1628
2011-05-13,5.7471
2011-05-24,-6.5217
2011-06-01,6.9767
2011-06-03,-6.5217
2011-06-06,-2.3256
2011-06-07,-4.7619
2011-06-22,0.0
2011-06-27,12.5
2011-06-28,-11.1111
2011-06-29,0.0
2011-06-30,0.0
2011-07-05,12.5
2011-07-06,13.3333
2011-07-07,7.8431
2011-07-08,0.0
2011-07-11,0.0
2011-07-12,-1.8182
2011-07-14,-22.2222
2011-07-15,-2.3810000000000002
2011-07-20,21.9512
2011-07-21,-18.0
2011-07-22,0.0
2011-07-25,9.7561
2011-07-27,11.1111
2011-07-28,-18.0
2011-07-29,0.0
2011-08-01,9.7561
2011-08-08,-11.1111
2011-08-09,-7.5
2011-08-11,0.0
2011-08-12,-2.7027
2011-08-16,25.0
2011-08-17,2.2222
2011-08-18,-2.1739
2011-08-22,0.0
2011-08-24,0.0
2011-08-25,2.2222
2011-08-26,8.6957
2011-08-29,0.0
2011-08-30,10.0
2011-08-31,0.0
2011-09-02,0.0
2011-09-06,3.6364
2011-09-08,5.2632
2011-09-09,0.0
2011-09-14,0.0
2011-09-15,0.0
2011-09-20,0.0
2011-09-21,0.0
2011-09-22,3.3333
2011-09-23,0.0
2011-09-26,4.8387
2011-09-27,0.0
2011-09-28,0.0
2011-10-04,0.0
2011-10-05,15.3846
2011-10-12,0.0
2011-10-19,-1.3333
2011-10-24,0.0
2011-10-27,0.0
2011-10-31,-43.2432
2011-11-01,68.3333
2011-11-03,-40.5941
2011-11-04,78.5714
2011-11-09,-4.0
2011-11-16,-1.3889
2011-11-22,-8.4507
2011-11-23,0.0
2011-11-28,0.0
2011-12-01,-12.3077
2011-12-02,5.2632
2011-12-05,0.0
2011-12-13,-8.3333
2011-12-14,-5.4545
2011-12-15,17.3077
2011-12-27,14.7541
2012-01-10,-27.1429
2012-01-11,0.0
2012-01-13,36.1765
2012-01-19,-35.2052
2012-01-20,11.1111
2012-01-24,18.0
2012-01-25,-15.2542
2012-01-26,2.0
2012-01-31,-1.9607999999999999
2012-02-01,-10.0
2012-02-03,35.5556
2012-02-06,0.0
2012-02-07,0.0
2012-02-10,-1.6393
2012-02-13,0.0
2012-02-17,-13.3333
2012-03-21,-13.461500000000001
2012-03-22,13.3333
2012-03-26,0.0
2012-03-27,-13.7255
2012-03-28,15.9091
2012-03-29,18.6275
2012-03-30,-27.2727
2012-04-02,0.0
2012-04-13,-13.6364
2012-04-19,0.0
2012-05-02,0.0
2012-05-11,0.0
2012-05-18,0.0
2012-05-25,10.526299999999999
2012-05-30,-9.5238
2012-06-20,-21.0526
2012-07-06,0.0
2012-07-09,10.0
2012-07-27,-24.2424
2012-07-31,0.0
2012-08-01,0.0
2012-10-03,-28.0
2012-12-10,-22.2222
2012-12-11,0.0
2012-12-14,-28.5714
2012-12-17,0.0
2013-01-03,100.0
2013-01-24,-8.25
2013-01-25,-7.3568999999999996
2013-02-14,0.0
2013-03-19,-11.7647
2013-04-17,-33.3333
2013-04-19,-50.1875
2013-04-23,0.0
2013-04-25,-19.6989
2013-04-26,25.0
2013-05-31,-20.0
2013-06-26,0.0
2013-09-03,25.0
2013-09-10,0.0
2013-09-12,0.0
2013-09-18,30.0
2013-09-27,-23.0769
2013-10-01,20.0
2013-10-15,33.3333
2013-10-23,150.0
2013-11-01,-70.0
2013-11-05,33.3333
2013-11-12,0.0
2013-11-14,0.0
2013-11-18,0.0
2013-12-03,-12.5
2013-12-05,0.0
2013-12-06,0.0
2013-12-17,0.0
2013-12-18,0.0
2013-12-19,0.0
2013-12-30,0.0
2013-12-31,0.0
2014-01-06,0.0
2014-01-17,42.8571
2014-01-23,0.0
2014-01-24,0.0
2014-02-07,10.0
2014-02-11,36.3636
2014-02-18,33.3333
2014-02-19,-25.0
2014-03-05,-33.3333
2014-03-21,0.0
2014-03-25,50.0
2014-03-28,-13.3333
2014-04-03,-7.6923
2014-04-04,-8.3333
2014-04-16,9.0909
2014-05-06,25.0
2014-05-08,-20.0
2014-05-14,-16.6667
2014-05-15,20.0
2014-05-16,-4.1667
2014-05-19,-4.3478
2014-05-20,0.0
2014-05-22,-9.0909
2014-05-27,0.0
2014-05-28,-10.0
2014-05-30,0.0
2014-06-03,0.0
2014-06-04,-22.2222
2014-06-05,0.0
2014-06-12,-14.2857
2014-06-17,16.6667
2014-06-20,0.0
2014-06-24,14.2857
2014-06-25,-12.5
2014-06-30,-28.5714
2014-07-02,0.0
2014-07-08,-20.0
2014-07-11,0.0
2014-07-17,0.0
2014-08-12,0.0
2014-08-28,0.0
2014-09-23,0.0
2014-09-24,0.0
2014-10-03,25.0
2014-10-06,0.0
2014-10-24,0.0
2014-11-20,0.0
2014-11-21,0.0
2014-12-08,20.0
2014-12-16,33.3333
2014-12-17,0.0
2015-01-12,18.75
2015-02-11,-15.7895
2015-02-17,0.0
2015-02-19,0.0
2015-02-20,-12.5
2015-02-24,-14.2857
2015-02-26,-8.3333
2015-03-05,-18.1818
2015-03-11,-33.3333
2015-03-12,-16.6667
2015-03-17,-20.0
2015-04-08,0.0
2015-05-04,0.0
2015-05-20,150.0
2015-10-12,-40.0
2016-02-24,0.0
2016-03-17,0.0
2016-03-23,0.0
2016-05-23,0.0
2016-07-25,-16.6667
2016-08-22,0.0
2016-09-19,162.0
2016-09-20,-8.3969
2016-09-22,0.0
2016-10-31,11.4583
2016-12-13,-25.2336
2016-12-15,-15.375
2017-01-12,-5.4653
2017-05-23,20.0
2017-05-24,45.8333
2017-05-26,-42.8571
2017-06-02,0.3125
2017-06-27,-0.3115
2017-08-16,17.25
2017-11-02,17.2708
2017-11-13,21.8182
2017-12-01,4.4776
2018-01-24,121.4286
2018-01-30,-35.4839
2018-02-05,-15.0
2018-03-12,-5.8824
2018-04-17,-12.5
2018-04-19,-0.1429
2018-04-20,-14.1631
2018-06-22,-16.6667
2018-07-23,0.0
2018-08-16,0.0
2018-08-28,0.0
2018-08-31,5.0
2018-12-12,-4.7619
2019-03-06,8.0
2019-05-14,-62.963
2019-06-28,25.5
2019-07-01,0.0
2019-07-02,0.0
2019-07-15,-20.3187
2019-07-18,50.0
2019-07-19,-13.3333
2019-07-22,-3.4615
2019-07-31,-0.3984
2019-08-20,0.0
2019-09-10,28.0
2019-09-12,0.0
2019-09-13,25.0
2019-09-16,0.0
2019-09-17,2.5
2019-09-20,9.7561
2019-10-14,0.0
2019-11-25,0.0
2019-11-26,-55.5556
2019-11-27,125.0
2019-11-29,0.0
2019-12-02,-11.1111
2019-12-03,5.0
2019-12-05,7.1429
2019-12-06,-13.3333
2019-12-10,15.3846
2019-12-12,0.0
2019-12-17,0.0
2019-12-18,0.0
2019-12-19,0.0
2019-12-23,0.0
2019-12-24,-11.1111
2019-12-26,0.0
2019-12-27,0.0
2019-12-31,12.5
2020-01-02,0.0
2020-01-06,-11.1111
2020-01-09,150.0
2020-01-10,-35.0
2020-01-13,0.0
2020-01-21,-23.0769
2020-01-29,-10.0
2020-01-30,11.1111
2020-01-31,-10.0
2020-02-05,86.6667
2020-02-06,-39.2857
2020-02-07,94.1176
2020-02-19,0.0
2020-03-02,-3.8384
2020-03-03,5.042
2020-03-12,-38.9
2020-03-27,-16.5303
2020-05-12,-19.6078
2020-05-15,0.0
2020-05-20,0.0
2020-06-01,-48.7805
2020-06-03,90.4762
2020-07-06,0.0
2020-07-08,23.75
2020-07-09,-19.1919
2020-07-10,0.0
2020-07-15,0.0
2020-07-16,0.0
2020-07-17,20.0
2020-07-21,0.0
2020-07-23,18.75
2020-07-28,-13.1579
2020-07-31,-37.3737
