ticker,TWO US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2009-10-30,-1.1224
2009-11-02,-0.4128
2009-11-03,-1.4508
2009-11-04,-1.6824
2009-11-05,0.2139
2009-11-06,-1.6009
2009-11-09,-2.1692
2009-11-10,-2.6608
2009-11-11,1.9362
2009-11-12,0.7821
2009-11-13,0.7982
2009-11-16,-0.242
2009-11-17,0.1247
2009-11-18,-0.3448
2009-11-19,2.2099
2009-11-20,-0.2736
2009-11-23,-1.3517000000000001
2009-11-24,0.5495
2009-11-25,0.2186
2009-11-27,-1.3086
2009-11-30,0.0
2009-12-01,3.7569
2009-12-02,1.1701
2009-12-03,-2.104
2009-12-04,1.0753
2009-12-07,0.9574
2009-12-08,4.3203
2009-12-09,-1.0088
2009-12-10,-1.0204
2009-12-11,0.1018
2009-12-14,0.4119
2009-12-15,-1.5385
2009-12-16,2.0833
2009-12-17,-2.0395
2009-12-18,-0.6276
2009-12-21,-0.418
2009-12-22,2.6316
2009-12-23,0.5115
2009-12-24,0.4094
2009-12-28,-0.4065
2009-12-29,0.6122
2009-12-30,1.9792
2009-12-31,0.1021
2010-01-04,0.102
2010-01-05,-0.1325
2010-01-06,-0.9901
2010-01-07,1.0296
2010-01-08,0.0013
2010-01-11,-0.5102
2010-01-12,-2.359
2010-01-13,1.7856999999999998
2010-01-14,1.032
2010-01-15,-0.9193
2010-01-19,-0.5651
2010-01-20,0.2573
2010-01-21,-2.7921
2010-01-22,-0.4255
2010-01-25,-1.1752
2010-01-26,-0.6486
2010-01-27,0.6529
2010-01-28,0.0
2010-01-29,2.7027
2010-02-01,-5.2632
2010-02-02,2.2222
2010-02-03,0.0
2010-02-04,-1.9565000000000001
2010-02-05,1.1073
2010-02-08,-0.9855
2010-02-09,-0.7752
2010-02-10,-0.558
2010-02-11,1.5713
2010-02-12,1.105
2010-02-16,-0.4372
2010-02-17,-1.2075
2010-02-18,-0.5556
2010-02-19,-1.3408
2010-02-22,2.3783
2010-02-23,-0.112
2010-02-24,1.3303
2010-02-25,-0.5464
2010-02-26,0.0
2010-03-01,0.7692
2010-03-02,-0.7634
2010-03-03,-0.2198
2010-03-04,1.8721999999999999
2010-03-05,2.5946
2010-03-08,0.2107
2010-03-09,0.0
2010-03-10,-1.1567
2010-03-11,-0.4255
2010-03-12,1.6026
2010-03-15,0.6309
2010-03-16,0.1045
2010-03-17,-0.1044
2010-03-18,-0.209
2010-03-19,-0.5236
2010-03-22,-0.4211
2010-03-23,0.8457
2010-03-24,-0.4193
