ticker,PLBN US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-03-07,0.0
2000-03-08,0.0
2000-03-23,-44.4444
2000-03-31,0.0
2000-04-19,66.3306
2000-05-23,-39.3939
2000-06-01,0.0
2000-06-19,50.0
2000-07-11,-32.9759
2000-12-06,66.7087
2001-01-02,-36.5079
2001-07-02,61.2245
2001-07-03,0.0
2001-11-01,-27.8025
2002-07-08,4.7619
2002-07-10,0.0
2002-07-17,0.0
2002-08-14,32.1101
2002-08-20,0.0
2002-08-21,0.0
2002-08-22,0.0
2002-08-28,-23.6111
2002-09-25,30.9091
2003-01-31,-27.0833
2003-02-25,41.4141
2003-03-05,0.0
2003-04-29,-21.4286
2003-05-14,-8.2569
2003-07-03,15.0
2003-09-08,-3.5088
2004-02-20,56.0033
2004-02-24,0.0
2004-10-20,8.5025
2005-05-12,12.9842
2005-05-13,10.0
2005-06-22,32.3232
2005-06-23,10.687
2005-06-24,-5.1724
2005-07-01,6.1818
2005-07-26,0.3425
2005-08-01,-1.0239
2005-08-02,-1.7241
2005-08-08,3.9298
2005-10-12,3.3898
2005-10-14,-1.6393
2005-10-28,-1.6667
2005-10-31,0.339
2005-11-01,1.3514
2005-11-22,15.9639
2005-12-07,-12.1212
2006-03-01,8.6565
2006-06-21,2.6871
2006-06-23,-2.6168
2006-08-31,15.6069
2006-09-07,-11.9444
2006-09-08,7.2555
2006-09-21,0.0
2006-09-29,5.8824
2006-10-02,-8.3333
2006-10-03,-2.1212
2006-10-10,4.9536
2006-10-11,-1.1799
2006-10-23,1.194
2006-10-24,-1.1799
2006-10-31,2.8657
2006-11-10,3.018
2007-06-04,-18.3058
2007-07-24,-14.2857
2007-08-01,-14.5833
2007-08-21,0.4878
2007-08-31,-0.4854
2007-09-17,0.9756
2007-10-01,-2.4154999999999998
2007-10-03,0.0
2007-10-05,-0.396
2007-10-09,1.0
2007-10-12,-5.9406
2007-10-16,3.1579
2007-10-19,3.0612
2007-10-26,0.0
2007-12-14,-10.3586
2008-01-03,-1.1111
2008-01-23,-7.3034
2008-02-12,1.8182
2008-02-28,-7.5179
2008-03-05,0.0
2008-03-19,-5.8065
2008-04-14,-16.4384
2008-04-15,2.459
2008-05-02,-13.6
2008-05-30,-18.2156
2008-06-11,2.2727
2008-06-12,-7.7778
2008-06-16,-1.2048
2008-06-19,0.0
2008-06-30,-2.439
2008-08-05,-0.25
2008-08-12,-24.812
2008-08-29,8.3333
2008-09-02,7.6923
2008-09-05,0.0
2008-09-16,-14.2857
