ticker,GRWC US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2010-04-13,-9.0909
2010-04-14,4.0
2010-04-19,15.3846
2010-04-21,-16.6667
2010-04-22,0.0
2010-04-23,0.0
2010-04-26,0.0
2010-04-27,0.0
2010-04-28,18.0
2010-04-30,-6.7797
2010-05-03,-18.1818
2010-05-05,66.6667
2010-05-06,-20.0
2010-05-10,-8.3333
2010-05-11,-3.6364
2010-05-13,3.7736
2010-05-14,0.0
2010-05-19,27.2727
2010-05-26,0.0
2010-05-28,14.2857
2010-06-03,26.25
2010-06-09,-10.8911
2010-06-16,-22.2222
2010-07-26,7.1429
2010-07-27,0.0
2010-07-29,0.0
2010-08-23,0.0
2010-08-24,0.0
2010-08-26,-13.3333
2010-08-27,0.0
2010-08-30,7.6923
2010-08-31,0.0
2010-09-13,-7.1429
2010-09-23,-7.6923
2010-09-27,-5.0
2010-09-29,-10.1974
2010-09-30,-1.3431
2010-10-04,6.9307
2010-10-07,-7.4074
2010-10-08,2.0
2010-10-12,0.0
2010-10-14,-1.9607999999999999
2010-10-15,0.0
2010-10-20,-8.0
2010-10-27,19.5652
2010-10-29,-18.1818
2010-11-01,6.6667
2010-11-03,-6.25
2010-11-04,-8.8889
2010-11-05,9.7561
2010-11-23,-11.1111
2010-11-26,-12.5
2010-11-29,-14.2857
2010-11-30,0.0
2010-12-01,16.6667
2010-12-06,42.8571
2010-12-07,0.0
2010-12-10,-10.0
2010-12-23,-11.1111
2010-12-27,0.0
2010-12-28,0.0
2011-01-04,12.5
2011-01-13,-2.2222
2011-01-14,2.2727
2011-01-18,-11.1111
2011-01-19,0.0
2011-01-21,0.0
2011-01-26,0.0
2011-01-27,-12.5
2011-01-28,20.0
2011-01-31,-16.6667
2011-02-03,14.2857
2011-02-08,0.0
2011-02-09,0.0
2011-02-10,0.0
2011-02-15,12.5
2011-02-17,0.0
2011-02-22,-6.6667
2011-02-23,0.0
2011-02-28,7.1429
2011-03-01,0.0
2011-03-10,-33.3333
2011-03-16,0.0
2011-03-23,26.6667
2011-03-30,0.0
2011-04-08,-21.0526
2011-04-14,33.3333
2011-04-26,12.5
2011-04-27,11.1111
2011-04-28,-30.0
2011-04-29,37.1429
2011-05-02,14.5833
2011-05-03,0.0
2011-05-05,0.0
2011-05-10,0.0
2011-05-11,0.0
2011-05-16,0.0
2011-05-26,-1.8182
2011-05-31,-12.963
2011-06-24,-36.1702
2011-06-29,0.0
2011-06-30,6.6667
2011-07-01,-6.25
2011-07-22,5.0
