ticker,BZIC US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2013-01-16,0.0
2013-01-25,0.0
2013-01-29,-25.0
2013-02-12,166.6667
2013-02-19,-25.0
2013-03-05,0.0
2013-03-26,-40.0
2013-03-27,-33.3333
2013-04-01,0.0
2013-04-03,-15.0
2013-04-05,1.9607999999999999
2013-04-12,-23.0769
2013-04-29,-50.0
2013-05-09,0.0
2013-05-17,0.0
2013-06-14,145.0
2013-06-17,0.0
2013-06-18,53.0612
2013-06-19,-24.0
2013-06-20,14.0351
2013-06-21,-15.3846
2013-06-24,18.1818
2013-06-25,0.0
2013-06-26,0.0
2013-06-27,0.0
2013-06-28,0.0
2013-07-01,-15.3846
2013-07-03,9.0909
2013-07-05,0.0
2013-07-08,-50.0
2013-07-11,3.3333
2013-07-12,93.5484
2013-07-15,25.0
2013-07-16,-16.6667
2013-07-17,4.0
2013-07-18,7.6923
2013-07-19,0.0
2013-07-22,0.0
2013-07-23,-7.1429
2013-07-24,7.6923
2013-07-25,7.1429
2013-07-26,0.0
2013-07-29,0.0
2013-07-30,40.0
2013-07-31,22.8571
2013-08-01,-22.4806
2013-08-02,0.0
2013-08-05,-22.0
2013-08-06,28.2051
2013-08-07,-19.0
2013-08-08,-3.7037
2013-08-09,28.2051
2013-08-12,-20.0
2013-08-13,0.0
2013-08-15,0.0
2013-08-16,6.25
2013-08-19,4.7059
2013-08-20,0.0
2013-08-23,11.236
2013-08-26,-9.0909
2013-08-27,-11.1111
2013-08-28,-12.5
2013-08-29,14.2857
2013-09-03,-18.75
2013-09-04,-7.6923
2013-09-05,0.0
2013-09-06,0.0
2013-09-09,0.0
2013-09-10,0.0
2013-09-12,0.0
2013-09-18,-8.3333
2013-09-19,9.0909
2013-09-20,0.0
2013-09-23,0.0
2013-09-24,0.0208
2013-09-25,49.9688
2013-09-26,-5.5556
2013-09-27,17.647100000000002
2013-09-30,-39.9688
2013-10-02,24.9349
2013-10-04,-20.0
2013-10-07,-16.6667
2013-10-10,3.0
2013-10-11,-0.0243
2013-10-16,-2.8891
2013-10-21,-20.0
2013-10-22,37.4687
2013-10-29,-32.6892
2013-10-30,1.3509
2013-10-31,1.2995999999999999
2013-11-04,-34.2105
2013-11-05,48.0
2013-11-11,5.3716
2013-11-14,-17.9224
2013-12-03,56.25
2013-12-04,0.0
2013-12-05,-20.0
2013-12-24,-12.5
2013-12-26,0.0
2014-01-02,0.0
2014-01-08,0.0
2014-01-09,0.0
2014-01-14,-14.2857
