ticker,TRNX US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2008-10-22,400.0
2008-10-24,0.0
2008-10-29,0.0
2008-10-30,0.0
2008-10-31,40.0
2008-11-03,0.0
2008-11-04,7.1429
2008-11-05,-6.6667
2008-11-06,-28.5714
2008-11-10,0.0
2008-11-11,-30.0
2008-11-12,-14.2857
2008-11-13,0.0
2008-11-14,33.3333
2008-11-17,-25.0
2008-11-19,33.3333
2008-11-20,0.0
2008-11-21,-25.0
2008-11-24,33.3333
2008-11-25,-25.0
2008-11-26,0.0
2008-12-01,0.0
2008-12-02,-16.6667
2008-12-03,0.0
2008-12-04,22.0
2008-12-05,-1.6393
2008-12-09,-16.6667
2008-12-10,20.0
2008-12-11,-8.3333
2008-12-12,-9.0909
2008-12-16,-8.0
2008-12-18,10.8696
2008-12-19,-11.7647
2008-12-22,0.0
2008-12-23,11.1111
2008-12-26,-9.75
2008-12-29,-11.3573
2008-12-30,0.0
2008-12-31,0.0
2009-01-05,0.0
2009-01-06,12.5
2009-01-07,0.0
2009-01-08,-11.1111
2009-01-09,0.0
2009-01-12,0.0
2009-01-15,0.0
2009-01-16,0.0
2009-01-20,0.0
2009-01-22,0.0
2009-01-23,0.0
2009-01-27,12.5
2009-01-28,0.0
2009-01-29,0.0
2009-01-30,0.0
2009-02-09,-11.1111
2009-02-10,0.0
2009-02-13,0.0
2009-02-17,0.0
2009-02-18,25.0
2009-02-19,2.0
2009-02-20,27.451
2009-02-23,0.0
2009-02-25,7.6923
2009-02-26,0.0
2009-02-27,0.0
2009-03-03,0.0
2009-03-04,0.0
2009-03-05,0.0
2009-03-06,0.0
2009-03-09,21.4286
2009-03-10,0.0
2009-03-11,17.647100000000002
2009-03-12,20.0
2009-03-13,8.3333
2009-03-16,0.0
2009-03-17,7.6923
2009-03-18,0.0
2009-03-19,0.0
2009-03-20,-14.2857
2009-03-24,0.0
2009-03-26,-16.6667
2009-03-27,20.0
2009-03-31,0.0
2009-04-02,0.0
2009-04-03,0.0
2009-04-06,-16.6667
2009-04-07,0.0
2009-04-08,10.0
2009-04-09,0.0
2009-04-13,9.0909
2009-04-14,0.0
2009-04-15,0.0
2009-04-16,-25.0
2009-04-17,33.3333
2009-04-22,-25.0
2009-04-24,33.3333
2009-04-27,-8.3333
2009-04-28,13.6364
2009-04-29,0.0
2009-04-30,8.0
2009-05-01,48.1481
2009-05-05,5.0
2009-05-06,0.0
2009-05-08,0.0
2009-05-11,-4.7619
2009-05-14,0.0
2009-05-15,5.0
