ticker,PAYS US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-02-22,50.0
2000-03-03,133.3333
2000-03-06,-71.4286
2000-03-09,2400.0
2000-03-31,-75.0
2000-04-04,300.0
2000-04-14,0.0
2000-04-19,-75.0
2000-04-20,100.0
2000-05-22,-50.0
2000-06-13,100.0
2000-06-28,-50.0
2000-07-17,300.0
2000-07-19,0.0
2000-07-28,-74.0
2000-09-06,188.4615
2000-09-07,-8.3333
2000-09-22,-63.6364
2000-09-25,0.0
2000-10-04,100.0
2000-10-17,0.0
2000-11-01,0.0
2000-11-09,0.0
2000-11-24,-50.0
2000-11-28,200.0
2000-12-11,-66.6667
2000-12-18,0.0
2001-02-07,200.0
2001-02-15,-66.6667
2001-03-02,156.0
2001-03-19,-60.9375
2001-04-20,-44.0
2001-05-29,114.2857
2001-06-04,0.0
2001-06-06,-6.6667
2001-06-19,42.8571
2001-06-20,25.0
2001-06-22,-20.0
2001-07-19,-60.0
2001-07-26,150.0
2001-07-27,0.0
2001-08-07,25.0
2001-08-08,0.0
2001-08-13,0.0
2001-08-20,0.0
2001-09-04,-60.0
2001-10-16,-20.0
2001-10-24,0.0
2001-11-07,-12.5
2001-11-28,0.0
2001-12-27,-14.2857
2002-01-03,0.0
2002-04-09,0.0
2002-05-07,0.0
2002-05-29,-16.6667
2002-06-25,0.0
2002-07-02,-20.0
2002-07-08,0.0
2002-07-10,-50.0
2002-07-26,150.0
2002-08-05,0.0
2002-10-10,-80.0
2002-10-23,-50.0
2002-10-24,100.0
2002-10-30,-50.0
2002-11-01,0.0
2002-11-07,40.0
2002-11-12,14.2857
2002-11-21,-75.0
2002-12-09,300.0
2002-12-17,0.0
2002-12-19,25.0
2003-01-16,0.0
2003-02-25,-20.0
2003-05-14,0.0
2003-06-13,25.0
2003-07-10,0.0
2003-09-12,0.0
2003-10-27,0.0
2004-01-22,0.0
2004-03-02,200.0
2004-04-21,-33.3333
2004-07-29,0.0
2004-09-13,0.0
2004-11-08,0.0
2005-01-19,0.0
2005-08-19,-50.0
2005-09-29,20.0
2005-10-28,66.6667
2005-12-30,-37.5
2006-02-01,0.0
2006-03-14,80.0
2006-03-28,233.3333
2006-03-31,-16.6667
2006-04-03,20.0
2006-04-06,0.0
2006-04-07,0.0
2006-04-10,0.0
2006-04-12,0.0
2006-04-13,0.0
2006-04-17,-10.0
2006-04-20,11.1111
2006-04-21,0.0
2006-04-24,0.0
2006-04-27,-6.6667
2006-04-28,0.0
2006-05-02,0.0
