ticker,AFIN US Equity
2018-12-10,1.6308
2018-12-11,-1.0212
2018-12-12,-0.0737
2018-12-13,2.8024
2018-12-14,-5.8824
2018-12-17,0.6098
2018-12-18,4.9242
2018-12-19,0.0722
2018-12-20,0.2886
2018-12-21,-2.7338
2018-12-24,-1.4793
2018-12-26,2.6276
2018-12-27,-0.951
2018-12-28,-0.5908
2018-12-31,-1.0401
2019-01-02,-1.1261
2019-01-03,1.8223
2019-01-04,-0.2983
2019-01-07,1.0471
2019-01-08,1.9985
2019-01-09,-1.3062
2019-01-10,-3.0147
2019-01-11,-0.0632
2019-01-14,-0.9167
2019-01-15,1.8504
2019-01-16,0.3785
2019-01-17,0.905
2019-01-18,-2.0927
2019-01-22,-1.2977
2019-01-23,-0.3094
2019-01-24,-1.2413
2019-01-25,2.2781000000000002
2019-01-28,1.3057
2019-01-29,-3.3359
2019-01-30,1.9607999999999999
2019-01-31,-0.0769
2019-02-01,-1.6166
2019-02-04,-3.2081
2019-02-05,2.1019
2019-02-06,-0.6334
2019-02-07,-3.0943
2019-02-08,-1.657
2019-02-11,-0.2527
2019-02-12,-4.223
2019-02-13,-0.3527
2019-02-14,-1.2389000000000001
2019-02-15,-1.1649
2019-02-19,3.5358
2019-02-20,-3.0648
2019-02-21,2.3487
2019-02-22,0.8826
2019-02-25,-0.6999
2019-02-26,0.4405
2019-02-27,-5.2632
2019-02-28,0.0926
2019-03-01,-1.5726
2019-03-04,0.4699
2019-03-05,-1.2161
2019-03-06,3.0303
2019-03-07,-0.2604
2019-03-08,-0.5576
2019-03-11,1.4019
2019-03-12,0.553
2019-03-13,1.2832
2019-03-14,0.362
2019-03-15,0.3607
2019-03-18,-1.3477000000000001
2019-03-19,-1.5483
2019-03-20,1.2951
2019-03-21,1.6438000000000001
2019-03-22,-3.4142
2019-03-25,-0.6512
2019-03-26,0.1873
2019-03-27,0.0
2019-03-28,0.6542
2019-03-29,0.2786
2019-04-01,0.0926
2019-04-02,-0.9251
2019-04-03,0.0934
2019-04-04,-0.9328
2019-04-05,0.0
2019-04-08,-0.8475
2019-04-09,-3.0231
2019-04-10,3.3597
2019-04-11,-2.5813
2019-04-12,-0.2944
2019-04-15,-1.3780000000000001
2019-04-16,-2.0958
2019-04-17,-0.9174
2019-04-18,-0.6173
2019-04-22,-1.4493
2019-04-23,0.9454
2019-04-24,-0.2081
2019-04-25,0.7299
2019-04-26,0.8282
2019-04-29,-0.5133
2019-04-30,1.2384
2019-05-01,-1.2232
2019-05-02,0.7224
2019-05-03,1.7418
2019-05-06,-1.007
2019-05-07,-2.2211
2019-05-08,3.9916
2019-05-09,2.1212
2019-05-10,1.9287999999999998
2019-05-13,0.0485
2019-05-14,4.0737
2019-05-15,4.9394
2019-05-16,4.7069
2019-05-17,-2.2901
2019-05-20,-1.3889
2019-05-21,0.2641
2019-05-22,-0.878
2019-05-23,1.4172
2019-05-24,1.4847000000000001
2019-05-28,-8.6059
2019-05-29,-2.6365
2019-05-30,-1.7408000000000001
2019-05-31,2.9528
2019-06-03,-3.5373
2019-06-04,0.6938
2019-06-05,2.6574999999999998
2019-06-06,-1.6299000000000001
2019-06-07,2.5504
2019-06-10,-1.0547
2019-06-11,0.2907
2019-06-12,0.9662
2019-06-13,2.0096
2019-06-14,1.0319
2019-06-17,1.2071
2019-06-18,0.8257
2019-06-19,0.8189
2019-06-20,0.722
2019-06-21,-4.3907
2019-06-24,0.1874
2019-06-25,-0.4677
2019-06-26,-2.9135
2019-06-27,4.1626
2019-06-28,1.3011
2019-07-01,-1.1009
2019-07-02,2.5046
2019-07-03,1.7195
2019-07-05,0.089
2019-07-08,0.9778
2019-07-09,2.1127
2019-07-10,0.4454
2019-07-11,-1.5571000000000002
2019-07-12,0.5272
2019-07-15,-1.3112
2019-07-16,1.3286
2019-07-17,-0.2622
2019-07-18,0.7888
2019-07-19,0.6087
2019-07-22,-1.3829
2019-07-23,0.3506
2019-07-24,2.5328
2019-07-25,-0.7666
2019-07-26,0.6009
2019-07-29,-0.6826
2019-07-30,0.2577
2019-07-31,0.3428
2019-08-01,0.854
2019-08-02,0.0847
2019-08-05,-2.9611
2019-08-06,1.2206
2019-08-07,1.3925
2019-08-08,0.8562
2019-08-09,1.6129
2019-08-12,0.2924
2019-08-13,0.708
2019-08-14,-0.0827
2019-08-15,1.3245
2019-08-16,0.3268
2019-08-19,1.3029
2019-08-20,-1.3666
2019-08-21,-1.3855
2019-08-22,-0.4959
2019-08-23,-3.4884
2019-08-26,1.9792999999999998
2019-08-27,-1.1814
2019-08-28,1.1102
2019-08-29,0.2534
2019-08-30,0.8425
2019-09-03,1.2530999999999999
2019-09-04,0.8251
2019-09-05,-2.2913
2019-09-06,-0.3629
2019-09-09,5.1249
2019-09-10,2.498
2019-09-11,1.9654
2019-09-12,1.4649
2019-09-13,1.5198
2019-09-16,1.7964
2019-09-17,0.7353
2019-09-18,-2.7737
2019-09-19,1.8018
2019-09-20,1.9174
2019-09-23,-0.0724
2019-09-24,0.4345
2019-09-25,0.7931
2019-09-26,0.6438
2019-09-27,-1.3504
2019-09-30,0.5764
2019-10-01,-1.8625
2019-10-02,2.0073
2019-10-03,-1.0376
2019-10-04,2.5307
2019-10-07,-0.6347
2019-10-08,-1.0646
2019-10-09,-2.0803
2019-10-10,1.5507
2019-10-11,0.581
2019-10-14,0.2166
2019-10-15,2.2334
2019-10-16,0.4933
2019-10-17,-0.3506
2019-10-18,0.2111
2019-10-21,1.4747
2019-10-22,1.1073
2019-10-23,0.7529
2019-10-24,-1.5625
2019-10-25,-0.4831
2019-10-28,0.208
2019-10-29,1.2457
2019-10-30,1.6404999999999998
2019-10-31,-0.4707
2019-11-01,1.3514
2019-11-04,-0.2667
2019-11-05,-1.3369
2019-11-06,0.6098
2019-11-07,0.8193
2019-11-08,-0.7392
2019-11-11,2.3697
2019-11-12,-3.1085
2019-11-13,-0.273
2019-11-14,1.5743
2019-11-15,1.0782
2019-11-18,0.6667
2019-11-19,-0.4636
2019-11-20,-1.3307
2019-11-21,-0.6743
2019-11-22,-0.611
2019-11-25,0.4098
2019-11-26,0.4762
2019-11-27,1.4218
2019-11-29,-1.2684
2019-12-02,-2.2989
2019-12-03,0.7612
2019-12-04,-0.0343
2019-12-05,-1.2023
2019-12-06,0.8809
2019-12-09,1.6996
2019-12-10,-0.8868
2019-12-11,-1.5829
2019-12-12,-1.8182
2019-12-13,-2.9915000000000003
2019-12-16,-0.1468
2019-12-17,-1.7647
2019-12-18,-0.1497
2019-12-19,0.075
2019-12-20,1.2734
2019-12-23,-0.3328
2019-12-24,-0.9276
2019-12-26,-0.7491
2019-12-27,-0.4528
2019-12-30,-0.4549
2019-12-31,0.9901
2020-01-02,-3.7707
2020-01-03,0.1567
2020-01-06,1.4085
2020-01-07,-2.4691
2020-01-08,1.1867
2020-01-09,-0.4691
2020-01-10,0.3273
2020-01-13,1.8138999999999998
2020-01-14,0.0775
2020-01-15,2.0124
2020-01-16,0.0759
2020-01-17,0.1895
2020-01-21,0.6432
2020-01-22,-1.2782
2020-01-23,0.6093
2020-01-24,0.1514
2020-01-27,-1.1338
2020-01-28,0.0765
2020-01-29,0.3056
2020-01-30,-0.3427
2020-01-31,-0.8789
2020-02-03,1.1951
2020-02-04,0.4952
2020-02-05,1.8954
2020-02-06,0.744
2020-02-07,-1.9079000000000002
2020-02-10,0.3791
2020-02-11,-0.1511
2020-02-12,0.6808
2020-02-13,1.127
2020-02-14,-0.3715
2020-02-18,0.0
2020-02-19,-3.5794
2020-02-20,0.0
2020-02-21,2.1655
2020-02-24,-2.4981
2020-02-25,-3.6491
2020-02-26,-2.3368
2020-02-27,-9.571
2020-02-28,-5.1095
2020-03-02,3.3654
2020-03-03,-0.3721
2020-03-04,2.9879
2020-03-05,-5.893
2020-03-06,-1.718
2020-03-09,-9.1988
2020-03-10,2.8322000000000003
2020-03-11,-9.7458
2020-03-12,-19.2488
2020-03-13,5.9593
2020-03-16,-19.8903
2020-03-17,-8.7329
2020-03-18,-10.1313
2020-03-19,37.9958
2020-03-20,9.2284
2020-03-23,-4.4321
2020-03-24,8.550699999999999
2020-03-25,-6.9426
2020-03-26,1.5782
2020-03-27,0.4237
2020-03-30,-3.7975
2020-03-31,-8.6257
2020-04-01,-13.92
2020-04-02,-1.6729
2020-04-03,-5.8601
2020-04-06,13.8554
2020-04-07,2.6455
2020-04-08,11.3402
2020-04-09,8.1919
2020-04-13,-2.5937
2020-04-14,6.3609
2020-04-15,-6.2587
2020-04-16,-1.3353
2020-04-17,2.2556
2020-04-20,-3.6765
2020-04-21,-2.2901
2020-04-22,-0.7813
2020-04-23,1.8898000000000001
2020-04-24,-2.1638
2020-04-27,12.7962
2020-04-28,4.7619
2020-04-29,15.107
2020-04-30,-10.453
2020-05-01,-4.6693
2020-05-04,-4.6259
2020-05-05,0.0
2020-05-06,-1.2839
2020-05-07,1.7461
2020-05-08,7.0301
2020-05-11,-6.7024
2020-05-12,-6.9684
2020-05-13,-2.5483000000000002
2020-05-14,0.0
2020-05-15,0.4754
2020-05-18,12.6183
2020-05-19,-0.7003
2020-05-20,1.9746000000000001
2020-05-21,1.8672
2020-05-22,-0.611
2020-05-26,9.153
2020-05-27,1.627
2020-05-28,-6.4039
2020-05-29,-3.6842
2020-06-01,5.3279
2020-06-02,2.8534
2020-06-03,9.9622
2020-06-04,-0.4587
2020-06-05,3.2354
2020-06-08,8.7739
2020-06-09,-5.5843
2020-06-10,-5.3669
2020-06-11,-6.25
2020-06-12,4.9383
2020-06-15,0.7059
2020-06-16,3.7382999999999997
2020-06-17,-3.3784
2020-06-18,-0.4662
2020-06-19,-1.7564
2020-06-22,-7.9857
2020-06-23,-1.4249
2020-06-24,-4.205
2020-06-25,3.155
2020-06-26,0.9309
2020-06-29,3.6891
2020-06-30,0.8259
2020-07-01,2.7095000000000002
2020-07-02,-2.6994
2020-07-06,0.8827
2020-07-07,-5.875
2020-07-08,-0.664
2020-07-09,-2.9412000000000003
2020-07-10,0.0115
2020-07-13,0.1391
2020-07-14,1.1111
2020-07-15,2.4725
2020-07-16,-2.1448
2020-07-17,-0.411
2020-07-20,-3.0261
2020-07-21,1.4184
2020-07-22,0.8392
2020-07-23,-0.8322
2020-07-24,-1.6783000000000001
2020-07-27,1.9203000000000001
2020-07-28,2.8611
2020-07-29,3.3921
2020-07-30,-2.8871
2020-07-31,-1.2838
