ticker,MILC US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2006-09-22,0.7143
2006-09-25,-0.9929
2006-09-26,0.2865
2006-09-27,0.2857
2006-09-28,0.1425
2006-09-29,0.0
2006-10-02,0.0
2006-10-03,0.0
2006-10-04,0.0
2006-10-05,-0.2845
2006-10-06,-0.1427
2006-10-09,0.0
2006-10-10,0.0
2006-10-11,0.1429
2006-10-12,-0.1427
2006-10-13,0.2857
2006-10-16,0.4274
2006-10-17,-0.4255
2006-10-18,-0.1425
2006-10-19,0.0
2006-10-20,0.0
2006-10-23,0.0
2006-10-24,0.1427
2006-10-25,0.9972
2006-10-26,-0.5642
2006-10-27,0.0
2006-10-30,-0.1418
2006-10-31,0.2841
2006-11-01,0.0
2006-11-03,1.2748
2006-11-06,-0.5594
2006-11-07,0.5626
2006-11-08,0.2797
2006-11-09,-0.1395
2006-11-10,-0.1397
2006-11-13,0.1399
2006-11-14,0.0
2006-11-15,0.1397
2006-11-16,0.2789
2006-11-17,-0.1391
2006-11-21,0.1393
2006-11-22,-0.1391
2006-11-27,0.8357
2006-11-28,-0.4144
2006-11-29,0.1387
2006-11-30,-0.1385
2006-12-01,0.0
2006-12-04,0.2774
2006-12-05,-0.4149
2006-12-06,0.2778
2006-12-07,0.0
2006-12-08,0.0
2006-12-11,-0.1385
2006-12-12,0.1387
2006-12-13,0.0
2006-12-15,0.0
2006-12-18,0.0
2006-12-21,-0.1385
2006-12-22,0.1387
2006-12-26,2.3546
2006-12-27,-1.0825
2006-12-28,0.2736
2006-12-29,0.0
2007-01-03,-1.869
2007-01-04,0.7924
2007-01-05,0.1379
2007-01-08,-0.551
2007-01-09,0.554
2007-01-10,1.2397
2007-01-11,0.0
2007-01-12,0.0
2007-01-16,0.1361
2007-01-17,0.9511
2007-01-18,-0.4038
2007-01-19,0.1351
2007-01-22,-0.8097
2007-01-23,-0.2721
2007-01-24,0.2729
2007-01-25,0.1361
2007-01-26,-0.4076
2007-01-29,0.0
2007-01-30,0.2729
2007-01-31,2.0408
2007-02-01,0.0
2007-02-02,-1.3333
2007-02-06,-0.5405
2007-02-07,-0.1359
2007-02-08,2.0408
2007-02-09,0.0
2007-02-12,0.0
2007-02-13,0.0
2007-02-14,0.0
2007-02-15,2.4
2007-02-16,-0.7812
2007-02-21,-1.1811
2007-02-23,-0.3984
2007-02-26,-0.6667
2007-02-27,1.2081
2007-02-28,-1.061
2007-03-02,0.5362
2007-03-06,-0.6667
2007-03-07,0.6711
2007-03-08,0.6667
