ticker,NLBS US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2014-05-30,-6.6667
2014-06-02,-14.2857
2014-06-03,8.3333
2014-06-04,15.3846
2014-06-09,6.6667
2014-06-10,0.0
2014-06-11,0.0
2014-06-13,6.25
2014-06-17,2.3529
2014-06-18,3.4483
2014-06-19,-5.5556
2014-06-23,1.1764999999999999
2014-06-24,10.4651
2014-06-25,-9.473700000000001
2014-06-26,10.4651
2014-06-27,-11.5789
2014-06-30,4.1667
2014-07-09,-2.8571
2014-07-10,-11.7647
2014-07-11,-6.6667
2014-07-15,-10.7143
2014-07-24,28.0
2014-07-28,-6.25
2014-08-01,-16.6667
2014-08-05,0.0
2014-08-26,0.0
2014-09-09,8.0
2014-09-10,-22.2222
2014-09-11,0.0
2014-09-17,0.9524
2014-09-30,-52.8302
2014-10-02,50.0
2014-10-03,40.0
2014-10-07,-23.8095
2014-11-03,-36.25
2014-12-18,0.0
2014-12-30,-19.6078
2015-01-02,-2.439
2015-01-07,22.5
2015-01-08,2.0408
2015-01-09,10.0
2015-01-12,9.0909
2015-01-13,0.0
2015-01-14,223.3333
2015-03-19,-71.6495
2015-03-20,-7.2727
2015-04-29,3.9215999999999998
2015-04-30,-3.7736
2015-05-01,0.0
2015-05-04,0.0
2015-05-05,0.0
2015-05-08,-11.7647
2015-05-15,-33.3333
2015-05-28,0.0
2015-06-04,50.0
2015-06-12,-11.1111
2015-06-17,-2.5
2015-06-24,38.4615
2015-06-25,-5.5556
2015-06-29,-1.9607999999999999
2015-06-30,-10.0
2015-07-08,11.1111
2015-07-09,-30.0
2015-07-10,11.4286
2015-07-13,-48.7179
2015-07-14,25.0
2015-07-15,32.0
2015-07-16,3.0303
2015-07-17,17.647100000000002
2015-07-20,0.0
2015-07-21,-12.5
2015-07-22,-28.5714
2015-07-23,12.0
2015-07-24,5.3571
2015-07-27,8.4746
2015-07-28,15.625
2015-07-29,0.0
2015-08-05,-32.4324
2015-08-06,36.0
2015-08-11,-11.7647
2015-08-12,66.6667
2015-08-17,4.0
2015-08-18,-5.7692
2015-08-20,-38.7755
2015-08-21,0.0
2015-08-27,0.0
2015-09-02,66.6667
2015-09-09,-52.0
2015-09-10,-16.6667
2015-09-11,65.8438
2015-09-16,-51.7618
2015-09-17,-6.25
2015-09-22,-20.0
2015-09-24,25.0
2015-09-25,-33.3333
2015-09-28,100.0
2015-09-29,-15.0
2015-10-01,7.6471
2015-10-02,-28.4153
2015-10-07,75.5725
2015-10-08,0.0
