ticker,NESR US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2017-06-06,0.4206
2017-06-07,-0.733
2017-06-08,0.0
2017-06-09,0.0
2017-06-12,0.4219
2017-06-13,0.3151
2017-06-14,-0.3141
2017-06-15,-0.2101
2017-06-16,0.0
2017-06-19,0.2105
2017-06-20,0.2101
2017-06-21,-0.1048
2017-06-22,0.0
2017-06-23,0.2099
2017-06-26,-0.0942
2017-06-27,0.0943
2017-06-29,0.0
2017-06-30,0.0
2017-07-03,-0.2094
2017-07-05,0.1049
2017-07-06,0.1048
2017-07-07,-0.2094
2017-07-10,-0.1049
2017-07-11,0.4202
2017-07-12,0.0084
2017-07-17,0.41
2017-07-18,-0.5208
2017-07-19,0.1047
2017-07-20,0.1046
2017-07-21,0.209
2017-07-24,-0.4171
2017-07-25,0.3141
2017-07-27,0.1044
2017-07-31,-0.1043
2017-08-02,0.3132
2017-08-03,0.4162
2017-08-04,-0.6218
2017-08-09,0.1053
2017-08-10,-0.3135
2017-08-11,0.1045
2017-08-14,-0.1044
2017-08-15,0.1045
2017-08-16,0.2088
2017-08-17,-0.624
2017-08-18,0.2086
2017-08-21,0.1046
2017-08-22,0.0
2017-08-23,0.1045
2017-08-24,0.0
2017-08-25,0.0
2017-08-28,0.1044
2017-08-29,-0.1043
2017-08-30,0.2088
2017-08-31,-0.2083
2017-09-01,0.0
2017-09-05,0.0
2017-09-06,0.001
2017-09-07,0.1033
2017-09-08,0.3128
2017-09-14,-0.2079
2017-09-15,-0.2073
2017-09-18,0.2077
2017-09-19,-0.1042
2017-09-20,0.1043
2017-09-21,0.7292
2017-09-25,-0.7239
2017-09-26,0.1042
2017-09-27,0.155
2017-09-29,-0.0509
2017-10-02,0.0
2017-10-03,-0.104
2017-10-05,0.3122
2017-10-09,0.5187
2017-10-10,0.0
2017-10-12,0.0
2017-10-13,0.0
2017-10-18,0.3096
2017-10-20,0.2047
2017-10-24,0.5144
2017-10-26,-0.1021
2017-11-01,-0.1022
2017-11-02,-0.2047
2017-11-07,0.5128
2017-11-08,0.0
2017-11-10,-0.102
2017-11-13,1.6343
2017-11-14,-0.5025
2017-11-15,0.0
2017-11-16,0.0
2017-11-17,0.3434
2017-11-20,-0.0403
2017-11-21,-0.3021
2017-11-22,0.3071
2017-11-24,-0.2659
2017-11-27,-0.0404
2017-11-28,-0.1293
2017-11-29,-0.174
2017-11-30,0.0
2017-12-01,0.0
2017-12-04,0.6079
2017-12-05,0.2014
2017-12-06,-0.1005
