ticker,BOXS US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2011-03-07,50.0
2011-03-08,-33.3333
2011-03-09,-25.0
2011-03-10,33.3333
2011-03-11,-25.0
2011-03-14,66.6667
2011-03-15,-20.0
2011-03-16,0.0
2011-03-17,-25.0
2011-03-23,33.3333
2011-03-24,75.0
2011-03-25,0.0
2011-03-28,114.2857
2011-03-29,20.0
2011-03-30,22.2222
2011-03-31,31.8182
2011-04-01,0.0
2011-04-04,-6.8966
2011-04-05,25.9259
2011-04-06,2.9412000000000003
2011-04-07,0.0
2011-04-08,8.5714
2011-04-11,-0.2632
2011-04-13,0.2639
2011-04-14,0.0
2011-04-15,0.0
2011-04-18,-15.7895
2011-04-19,-18.75
2011-04-20,0.0
2011-04-21,46.1538
2011-04-25,0.0
2011-04-27,-42.1053
2011-04-28,0.0
2011-04-29,0.0
2011-05-02,40.9091
2011-05-04,3.2258
2011-05-05,-31.25
2011-05-09,27.2727
2011-05-10,-46.4286
2011-05-11,0.0
2011-05-12,6.6667
2011-05-13,0.0
2011-05-18,75.0
2011-05-19,-3.5714
2011-05-20,0.0
2011-05-24,-44.4444
2011-05-26,-6.6667
2011-05-27,0.0
2011-05-31,0.0
2011-06-03,0.0
2011-06-06,0.0
2011-06-07,0.0
2011-06-08,-14.2857
2011-06-10,0.0
2011-06-13,-16.6667
2011-06-14,0.0
2011-06-15,10.0
2011-06-16,9.0909
2011-06-17,-25.0
2011-06-20,0.0
2011-06-22,11.1111
2011-06-23,20.0
2011-06-27,-8.3333
2011-06-29,9.0909
2011-07-01,16.6667
2011-07-07,-7.1429
2011-07-08,0.0
2011-07-12,0.0
2011-07-15,-38.4615
2011-07-19,0.0
2011-07-20,12.5
2011-07-21,-22.2222
2011-07-22,0.0
2011-07-25,114.2857
2011-07-26,-33.3333
2011-07-28,-10.0
2011-08-03,-33.3333
2011-08-04,125.0
2011-08-05,-55.5556
2011-08-09,33.3333
2011-08-10,-12.5
2011-08-12,-14.2857
2011-08-15,0.0
2011-08-16,0.0
2011-08-22,-33.3333
2011-08-23,50.0
2011-08-24,-16.6667
2011-08-26,20.0
2011-08-30,0.0
2011-09-09,0.0
2011-09-12,33.3333
2011-09-13,0.0
2011-09-14,0.0
2011-09-15,0.0
2011-09-16,-25.0
2011-09-22,33.3333
2011-09-26,0.0
2011-09-29,0.0
2011-09-30,0.0
2011-10-03,-37.5
2011-10-04,0.0
2011-10-05,0.0
2011-10-06,20.0
2011-10-07,66.6667
2011-10-11,0.0
