ticker,CBSU US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2003-10-31,18.75
2004-04-22,31.5789
2004-08-12,-8.0
2004-10-01,0.0
2004-12-30,8.6957
2005-05-18,-23.0
2005-05-23,-1.2987
2005-07-07,10.526299999999999
2005-08-05,9.5238
2005-08-31,-13.0435
2005-11-28,5.0
2005-12-30,-8.3333
2006-01-10,-11.3117
2006-02-03,7.4828
2006-04-11,-4.6322
2006-05-11,14.2857
2006-06-28,-10.0
2006-07-07,2.2222
2006-07-12,-2.1739
2006-07-13,2.2222
2006-08-31,-2.1739
2006-11-07,0.0
2007-01-05,-5.5556
2007-01-08,5.8824
2007-03-05,-5.5556
2007-04-09,0.0
2007-04-26,-5.8824
2007-06-11,6.25
2007-06-29,5.8824
2007-07-06,-3.6111
2007-07-20,-7.2046
2007-08-06,0.0
2007-08-16,0.3106
2007-08-20,5.2632
2007-11-06,-0.8824
2007-11-08,0.0
2008-01-04,-3.5608
2008-01-09,-2.4615
2008-05-20,23.0284
2008-06-19,-17.4359
2009-07-22,-13.0435
2009-07-27,-7.1429
2009-07-28,-22.3077
2009-11-23,-20.7921
2010-03-02,25.125
2010-06-14,39.8601
2010-06-17,0.0
2011-12-06,-17.8571
2012-01-20,6.5217
2012-03-29,-2.0408
2012-03-30,0.0
2012-05-16,-6.25
2012-05-31,0.0
2012-06-22,0.0
2012-07-11,4.4444
2012-09-10,-2.1277
2012-12-03,-13.913
2013-05-23,8.5859
2013-05-28,4.6512
2013-06-24,-4.4444
2013-06-25,-0.4651
2013-07-05,0.0
2013-07-10,-0.4673
2013-09-09,-1.4085
2013-09-30,0.0
2013-10-28,0.0
2013-11-01,2.3810000000000002
2013-12-04,0.0
2013-12-05,3.2558
2013-12-24,-3.3333
2014-01-03,9.5061
2014-01-07,6.383
2014-01-09,4.0
2014-02-05,0.0
2014-02-06,3.8462
2014-05-15,-19.2593
2014-05-27,23.8532
2014-05-28,3.7037
2014-06-06,0.0
2014-06-09,1.7856999999999998
2014-07-02,1.6842000000000001
2014-07-03,-0.6211
2014-08-19,-2.0833
2014-11-12,0.0
2014-11-21,2.1277
2015-01-05,-2.7778
2015-01-16,-14.2857
2015-01-22,2.0833
2015-02-19,6.1224
2015-05-12,10.7692
2015-05-15,0.6944
2015-06-09,-6.8966
2015-07-20,3.7037
2015-07-30,3.5
2015-07-31,6.9703
2015-08-05,0.0
2015-12-31,0.0
2016-01-11,4.8387
2017-03-01,7.8184000000000005
2017-08-03,16.9591
2017-09-28,-12.5
2017-10-17,14.2857
2018-02-21,-8.5
2018-02-22,0.0
2018-04-24,9.2896
2018-06-06,5.0
2018-06-21,3.5714
2018-07-18,2.2989
2018-07-20,3.1461
2018-08-27,-3.0501
2018-09-07,5.1685
2018-11-26,0.4701
2018-11-27,-1.5312999999999999
2018-11-28,-0.1296
2018-12-04,1.2111
2018-12-13,-1.0684
2018-12-14,0.216
2019-02-22,5.6034
2019-03-26,18.3673
2019-05-07,-16.8621
2019-10-02,5.3505
2019-10-14,0.7874
2019-10-16,1.5625
2019-10-24,1.9231
2019-10-25,0.0755
2019-11-13,0.0
2019-11-25,0.3017
2019-11-26,0.0
2019-12-03,0.5639
2019-12-05,0.0
2020-01-13,0.0374
2020-02-24,0.0
2020-02-26,-4.8954
2020-02-28,-0.7859
2020-05-15,-24.7525
2020-05-21,5.2632
2020-05-26,0.0
2020-06-01,1.5
